"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTime60.89DaysPastDueNotWorse";"NumberOfDependents"
"N";0,061173533;28;0;0,08997001;3000;3;0;0;0;0
"N";0,842078961;60;0;0,150494324;2730;10;0;0;0;1
"N";0,804681521;43;0;0,533815481;10231;12;0;2;0;4
"N";0;53;0;0,460725507;3500;7;1;1;1;0
"N";0,01718597;48;0;0,348886815;7500;8;0;3;0;2
"N";0,809765043;64;0;0,476433476;10777;11;0;1;0;0
"Y";0,087649402;27;0;0,009995457;2200;2;0;0;1;1
"N";0;48;0;0,31834083;2000;5;0;0;0;1
"N";0,963614554;46;0;0,224283305;3557;5;1;1;0;3
"N";0,041084962;64;0;0,264227981;12000;8;0;1;0;0
"N";0,096009775;53;0;0,545157068;4583;8;0;1;0;1
"N";0,726759759;55;0;0,65170345;9333;9;0;3;0;2
"N";0,00077776;74;0;0,209539523;13333;6;0;3;0;0
"N";0,047286367;69;0;0,012931609;7500;5;0;0;0;0
"N";0,058416154;29;0;0,299711296;5541;10;0;0;0;0
"N";0,062081558;28;0;0,012387188;5650;6;0;0;0;0
"N";0,361682297;41;0;0,19675058;5600;9;0;0;0;2
"N";0,213456163;64;0;0,735554618;2370;9;0;2;0;0
"N";0,696495633;46;0;0,276620563;6000;10;0;0;0;1
"N";0,58069462;39;1;0,785196922;4417;8;0;2;0;0
"N";0,120179936;52;1;0,427216786;9912;10;0;3;0;1
"N";0,874912509;46;0;0,302199741;8500;4;0;1;0;0
"N";0,141762552;78;0;0,028257457;5732;5;0;0;0;0
"N";0,015200908;63;0;0,007998609;5750;3;0;0;0;0
"N";0,845719252;50;0;0,323338331;2000;6;0;0;0;1
"N";0,760016551;48;2;0,917543584;6366;10;0;1;0;1
"N";0,020212314;55;0;0,302395774;5300;13;0;1;0;0
"N";0,239551535;51;0;0,357444651;5916;10;0;1;0;1
"Y";0,9999999;34;0;0,254256527;6166;5;1;1;1;2
"Y";0,9999999;30;0;0,015108425;5625;2;0;0;0;1
"Y";0,983078225;42;0;0,884470118;4500;17;0;2;0;2
"N";0;67;0;0,031403337;2037;4;0;0;0;1
"N";0,288425263;77;0;0,533965245;2531;8;0;1;0;0
"N";0,160060865;41;1;0,370769853;7416;8;1;1;0;1
"N";0,032008214;73;0;0,226599205;8300;11;0;2;0;0
"N";0,04719764;74;0;0,37567161;9305;8;0;5;0;8
"N";0,644710579;27;0;0,087017653;6400;7;0;0;0;0
"N";0,443944541;65;1;0,662545192;13829;19;0;3;0;1
"N";0,173713417;80;0;0,391101483;6000;7;0;2;0;0
"N";0,113955442;33;0;0,282588669;8683;7;0;2;0;1
"N";0,878880524;61;1;0,950642674;3889;19;0;1;0;1
"N";0,029406119;62;1;0,246739697;3833;10;0;0;0;0
"N";0,9999999;44;0;0,117095508;4585;1;0;0;0;5
"Y";0,82644118;38;0;0,6536804;5800;9;0;1;0;2
"N";0,268399353;38;0;0,507758759;6250;12;0;1;0;2
"N";0,00126708;40;0;0,730317064;2806;15;0;2;0;3
"N";0,324715615;58;2;0,104809516;5800;10;0;1;1;2
"N";0,080481775;38;0;0,273972603;10000;12;0;1;0;1
"Y";0;41;1;0,526684164;8000;4;1;2;1;1
"N";0,033191773;57;0;0,283543291;5000;17;0;1;0;0
"N";0,9999999;52;0;0,001938402;4642;2;0;0;0;0
"N";0,971002416;46;0;0,498110831;1587;3;2;0;1;0
"N";0,523570467;40;0;0,152938343;8303;7;0;1;0;2
"N";0,363993614;45;0;0,248252006;13586;6;0;2;0;3
"N";0,027789211;52;0;0,226816225;7666;7;0;2;0;2
"N";0,196222729;67;0;0,158012596;7144;9;0;1;0;0
"N";0,96673631;64;0;0,419895026;4000;8;0;2;0;0
"N";0,019999721;48;0;0,090381924;5000;11;0;1;0;0
"N";0;60;0;0,254106556;7000;9;0;2;0;0
"N";0,004396358;80;0;0,23319682;4150;10;0;2;0;1
"N";0,600289222;26;0;0,411100659;2125;3;0;0;0;0
"N";0,16805774;43;0;0,313671582;4000;7;0;1;0;0
"N";0,123206192;44;0;0,643262895;4400;10;0;2;0;2
"N";0,054783369;63;0;0,099980004;5000;15;0;0;0;1
"N";0,430444733;53;0;0,281642229;8524;12;0;2;0;0
"N";0,033498604;29;0;0,450358041;5166;7;0;2;0;0
"N";0,072494634;74;0;0,523546435;3800;9;0;2;0;0
"N";0,072093448;63;1;0,673983917;4600;17;0;1;0;1
"N";0,457431884;42;1;0,700270556;8500;17;0;3;0;2
"N";0,436410214;27;0;0,133777672;4200;5;0;0;1;0
"N";0,070741157;65;0;0,146763902;2193;5;0;0;0;0
"N";0;30;0;0,149209191;3350;10;0;0;0;0
"N";0,905468868;31;1;0,35297212;1900;6;0;0;2;0
"N";0,12724513;46;0;0,643;14999;11;0;5;0;0
"N";0,809738087;49;0;0,196738963;6500;5;0;0;0;2
"N";0,973447395;42;0;0,468198992;3175;9;0;1;0;0
"N";0;88;1;0;9265;7;0;0;0;0
"N";0,05968851;76;0;0,282181539;10432;20;0;2;0;0
"N";0,085633991;49;0;0,227886057;2000;14;0;0;0;0
"N";0,655147395;46;0;0,378128675;5952;6;0;1;0;3
"N";0;26;0;0;2400;2;0;0;0;0
"N";0,336222047;44;0;0,234941265;4000;14;0;0;0;0
"N";0,030024681;61;0;0,852235551;1833;5;0;1;0;0
"N";0,205274463;51;0;0,361329834;8000;10;0;1;0;0
"N";0,014088028;51;0;0,007997715;3500;6;0;0;0;1
"N";1,034893879;39;0;0,439362795;9729;10;0;1;0;3
"Y";0,983338887;27;0;0,106808245;1600;9;0;0;0;0
"N";0,299417878;56;0;0,65971575;8583;11;0;2;0;0
"N";0,100173377;44;0;0,165314965;9000;9;0;1;0;2
"N";0,621007856;64;0;0,310222339;7600;14;1;2;0;1
"N";0,097217141;43;0;0,276211189;13333;5;0;1;0;2
"N";0,726088978;36;2;0,137081955;2720;4;2;0;1;2
"N";0,115814589;37;1;0,067859022;1900;4;0;0;0;0
"N";0,212526282;43;1;0,206479352;10000;8;0;2;0;0
"N";0,883293947;36;0;0,3118458;7833;7;0;1;0;0
"N";0;34;0;0,36540709;2566;3;0;0;0;0
"N";0,940774925;41;2;0,381154711;4000;10;0;1;0;1
"N";0,071129391;80;0;0,093687518;3500;6;0;0;0;0
"N";0,005451823;59;0;0,00119976;5000;7;0;0;0;0
"N";1,006955514;66;0;0,214392804;2000;3;0;0;0;0
"N";0,982431974;59;5;0,664255618;14239;13;0;2;1;2
"N";0,018265099;55;0;0,012643379;7671;6;0;1;0;0
"N";0,039016915;67;0;0,499126383;1716;5;0;0;0;0
"N";0,032998429;30;0;0,004461298;4482;1;0;0;0;0
"N";0;36;4;0,437849944;6250;11;0;2;1;0
"N";0,295740852;47;0;0,178619035;3750;3;0;0;0;2
"N";0,318112126;60;0;0,020152792;7591;2;0;0;0;0
"N";0,600066364;53;1;0,50857819;5070;15;0;1;0;1
"N";0,044177962;31;0;0,33847981;5893;9;0;1;0;1
"N";0,010092554;37;0;0,003128259;1917;3;0;0;0;0
"N";0,510087113;61;0;0,198656111;15030;6;0;1;0;1
"N";0,022417562;72;0;0,001825769;7667;2;0;0;0;0
"N";0,30428262;32;0;0,274722886;4600;8;0;1;0;0
"N";0,514708735;35;0;0,91878384;2400;18;0;1;0;1
"N";0,017832739;38;0;0,003870718;5166;4;0;0;0;1
"N";0,162218632;49;0;0,459160129;4333;9;0;2;0;1
"N";0,030829821;48;1;0,088447653;1107;3;0;0;0;2
"N";0,04550585;58;0;0,00979804;5000;5;0;0;0;1
"N";0,047724174;66;0;0,75812094;2000;11;0;1;0;1
"N";0,086672375;79;0;0,134648714;7500;15;0;0;0;0
"N";0,215568862;51;0;0,069114471;4166;3;0;0;0;3
"N";0,026599391;62;0;0,074071225;13000;9;0;1;0;1
"N";0,106507141;40;0;0,173443541;7500;13;1;2;0;1
"N";0,162704663;36;0;0,043175147;8175;9;0;0;0;4
"N";0,536349341;48;0;0,14775359;4317;6;0;0;0;2
"N";0,101810554;36;0;0,816436713;5000;6;0;2;0;2
"N";0,203916305;57;0;0,346379089;7000;8;0;1;0;1
"N";0,179849103;45;0;0,308615311;4166;7;0;2;0;0
"N";0;60;0;0,203310743;9000;7;0;2;0;1
"N";0,013174641;41;0;0,121859768;8000;8;0;0;0;2
"N";0,101740388;64;0;0,361220731;3800;9;0;1;0;0
"N";0,617672488;44;1;0,14130275;6800;8;0;0;0;2
"N";0,006341611;61;0;0,423549278;6513;19;0;3;0;1
"N";0,494343504;51;0;0,692561488;3333;6;0;1;0;0
"N";0,105556349;45;0;0,222071349;8100;5;0;2;0;2
"N";0,169233231;47;0;0,228154369;5000;6;0;1;0;2
"N";0,508254824;47;0;0,58369593;7813;9;0;1;0;1
"N";0,006631879;27;0;0,186841149;2750;6;0;0;0;0
"N";0,672442519;85;2;0,020381451;5347;7;1;0;1;0
"N";0,288158053;38;0;0,494088583;5666;5;0;2;0;1
"N";0,703167083;55;0;0,174802291;11000;12;0;0;0;0
"N";0,86234251;34;0;0,370256803;5217;6;0;1;1;2
"N";0,10192376;63;0;0,327049414;3500;7;0;1;0;1
"N";0,10189678;24;0;0,017257039;1100;7;0;0;0;0
"N";0,891623721;37;0;0,564257446;4800;8;0;1;0;1
"N";0,786357071;44;0;0,066129456;11416;7;0;0;0;0
"N";0,339485947;31;0;0,514124842;10300;15;0;2;0;0
"N";0,239984263;33;0;0,553889222;5000;6;0;1;0;1
"Y";1,022703603;44;2;0,200471991;8050;6;2;0;2;1
"N";0,073916921;44;0;0,1828594;7595;8;0;1;0;0
"N";0,371401036;29;0;0,459297344;3500;8;0;1;0;2
"N";0;78;0;0,6885414;3900;8;0;1;0;0
"N";0,279617729;59;2;0,15028584;9095;6;0;1;0;1
"N";0,011946215;54;0;0,003653144;5200;5;0;0;0;0
"N";0,425149701;30;0;0,396354014;3400;5;0;1;0;0
"N";0,015679373;73;0;0,182954261;4000;6;0;1;0;0
"N";0,017289927;49;0;0,31778037;6000;13;0;1;0;1
"N";0,077513799;29;0;0,011997715;5250;4;0;0;0;1
"N";0,081286569;70;0;0,118515784;10833;14;0;1;0;0
"Y";0,752445768;55;2;0,305395683;2779;5;2;0;1;0
"N";0,177730469;34;0;0,156888693;6800;8;0;0;0;0
"N";0;88;0;0;3333;6;0;0;0;0
"N";0,121227307;34;0;0,389911384;4400;7;0;1;0;0
"N";0,9999999;53;1;0,218541709;4950;3;3;1;0;2
"N";0,036812806;60;0;0,257091956;14593;9;0;1;0;3
"N";0,659890841;41;0;0,374094099;8692;11;0;2;0;4
"N";0,836666107;71;0;0,073963018;2000;4;0;0;0;0
"N";0,050790004;57;0;0,375937344;6000;20;0;2;0;0
"N";0,279609581;79;0;0,225298691;5272;11;0;1;0;0
"N";0,611257459;50;0;0,459003653;12866;10;0;4;0;3
"N";0,011629342;64;0;0,200303976;12500;10;0;1;0;1
"N";0,028005705;49;0;0,299329199;7900;16;0;2;0;0
"N";0,030802321;51;0;0,751294548;6565;11;0;2;0;0
"N";0,207916833;48;0;0,180242067;3056;15;0;0;0;1
"N";1,016598893;63;0;0,071896203;8400;3;1;0;0;0
"N";0,143608005;54;0;0,336011427;5600;15;0;1;0;2
"N";0,31361716;41;1;0,501231706;6900;13;0;2;0;2
"N";0,128049492;46;1;0,519285488;6325;12;0;3;0;4
"N";0,01699306;73;0;0,269474638;4415;13;0;2;0;0
"N";0,147292635;40;0;0,067548418;6350;2;0;1;0;2
"N";0,00189109;51;0;0,445646574;3881;10;0;1;0;3
"N";0,516420752;40;4;0,016135705;2416;7;1;0;0;2
"N";0,070822483;31;0;0,085240726;3800;10;0;0;0;0
"N";0,9999999;36;0;0,486570893;1600;3;0;2;0;3
"N";0,049999219;45;0;0,24047578;5800;12;0;2;0;3
"N";0,428439507;59;0;0,434346035;7767;12;0;2;0;0
"N";0,027700831;66;0;0,635515265;7500;10;0;2;0;1
"N";0,250713314;48;0;0,340207672;6933;7;0;1;0;1
"N";0,9999999;47;0;0,384359401;1201;3;0;0;0;0
"N";0,67083045;49;0;0,425211966;6250;7;0;1;0;3
"N";0,007560791;65;0;0,57787377;4166;14;0;2;0;0
"N";0,9999999;63;0;0;2390;1;0;0;0;1
"N";0,107365293;35;0;0,066993301;10000;5;0;0;1;0
"N";0,178084094;38;0;0,836036436;4500;13;0;2;0;2
"N";0;52;0;0,263558516;5254;14;0;2;0;0
"N";0,184182617;73;0;0,355906118;5197;6;0;1;0;0
"N";0,108687628;70;0;0,33674189;2835;7;0;1;0;0
"N";0,944044764;27;0;0,14089422;4584;7;0;0;0;1
"N";0,9999999;54;1;0,147386461;3500;1;0;0;0;1
"Y";0,93549709;55;0;0,4502933;6477;10;0;2;0;0
"N";0;64;0;0,6257497;2500;3;0;2;0;0
"N";0,737737639;34;0;0,363659085;4000;13;0;0;0;3
"N";0,9999999;26;0;0;2000;0;0;0;0;0
"N";0,000263155;59;0;0,237585688;5980;11;0;2;0;1
"N";0,027906891;76;0;0,006427653;7000;4;0;0;0;0
"N";0,415229239;55;1;0,236357659;3041;5;0;0;0;0
"N";0,759562316;54;0;0,479469885;8450;7;0;2;0;2
"N";0,006046879;60;0;0,008248969;5333;5;0;0;0;1
"Y";0,495520162;55;1;0,701377099;5300;12;0;1;1;2
"Y";0;26;0;0,219129193;1400;4;0;0;0;1
"Y";0,016814976;43;1;0,029509816;8098;6;0;0;1;0
"Y";0,098532359;46;0;0,091918883;9812;6;0;0;0;0
"N";0;62;0;0,589041096;2700;6;0;1;0;0
"N";0,000583899;46;0;0,409908909;4500;4;0;0;0;0
"N";0,9999999;52;0;0,740286299;4400;3;1;1;0;0
"N";0,213039604;54;1;0,241675832;10000;17;0;2;0;0
"N";0;83;0;0,008377246;7400;7;0;0;0;0
"N";0;44;0;0,51697563;4800;11;0;2;0;0
"N";0,996667111;36;0;0,096717468;3411;3;0;0;0;2
"N";0,9999999;23;0;0,188784009;1800;2;0;0;0;0
"N";0,006702442;53;0;0,004881025;4916;6;0;0;0;0
"N";0,9999999;89;0;0;6000;2;0;0;0;0
"N";0,023681718;62;0;0,451478551;2400;7;0;3;0;0
"N";0,9999999;85;0;0,011247188;4000;5;0;0;0;0
"N";0,241148359;54;0;0,222254307;10388;8;0;1;0;3
"N";0,921179803;44;1;0,253757126;5788;5;1;0;0;2
"N";0;42;0;0,573151007;6800;10;0;2;0;3
"N";0,232223932;69;0;0,504614675;4333;15;0;1;0;0
"N";0,005775151;61;0;0,281690141;5750;8;0;1;0;0
"N";0,012361669;74;2;0,010582011;1700;7;0;0;0;0
"N";0,173592;41;0;0,452241195;3747;9;0;2;0;0
"N";0,076955976;49;0;0,465322965;6300;8;0;3;0;2
