"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTime60.89DaysPastDueNotWorse";"NumberOfDependents"
"N";0,081238383;51;0;0,066830086;7750;14;0;0;0;2
"N";0,053589282;87;0;0,001534331;5213;4;0;0;0;0
"N";0,028423247;59;0;0,033982276;14330;12;0;1;0;0
"N";0,186682782;30;0;0,698120752;2500;7;0;2;0;2
"N";0,012586354;79;0;0,009596162;2500;11;0;0;0;0
"N";0,024240472;64;0;0,101514142;10500;20;0;1;0;0
"Y";0,739146488;63;1;0,285156885;6150;12;0;0;0;1
"N";0,903231566;57;0;0,13080895;5228;10;0;0;0;0
"N";0,017043518;43;0;0,10821382;2300;6;0;0;0;1
"N";0,002556199;58;0;0,115826132;7752;17;0;0;0;2
"N";0,006666097;27;0;0,000268637;7444;5;0;0;0;0
"N";0,9999999;35;1;0,092985318;3064;1;0;0;0;3
"N";0,07083751;64;0;0,255290785;6000;6;0;0;0;1
"Y";0,733885463;49;2;0,369223765;8785;20;0;2;0;2
"N";0,9999999;79;0;0,130140954;5178;6;0;1;0;0
"N";0,003851709;81;0;0,000822143;3648;1;0;0;0;1
"N";0,073251754;51;0;0,446688128;10250;9;0;1;0;2
"N";0,026944485;41;0;0,686736475;4583;8;0;3;0;0
"N";0,297094601;43;1;0,603763294;3666;9;0;1;0;2
"N";0,051077957;74;0;0,306409131;3416;9;0;1;0;0
"N";0;57;0;0,785229953;6783;8;0;3;0;0
"N";0,028910707;52;0;0,013543599;5389;7;0;0;0;2
"N";0,9999999;32;2;0,095584668;2060;1;0;0;0;0
"N";0,9999999;33;1;0,257707218;5416;2;2;1;0;1
"N";0,201943642;46;0;0,394460554;10000;15;0;2;0;3
"N";0,073123172;33;0;0,216405216;5290;9;0;0;0;0
"N";0,540204354;34;0;0,034395414;7500;3;1;0;0;0
"N";0,640927271;53;4;0,52409692;11266;17;0;2;0;3
"N";0,301152442;46;0;0,254661625;7668;10;0;1;0;3
"N";0;27;2;0,229139073;2264;5;2;0;1;0
"N";0,052161271;49;0;0,067629397;6993;5;0;0;0;1
"N";0,062093267;42;0;0,230261579;8333;6;0;1;0;4
"N";0,551889862;42;1;0,790613718;3600;18;0;2;0;1
"N";0,312068793;55;1;0,127071823;1266;5;0;0;0;0
"N";0,188256123;27;0;0,881825173;3900;6;0;1;0;1
"N";0,329609837;36;0;0,437743191;3597;16;0;2;0;2
"N";0,9999999;40;0;0,60616581;7200;6;0;3;0;0
"N";0,2128856;66;0;0,351891786;5100;10;0;1;0;0
"N";0,277436128;59;0;0,388566694;3620;8;0;1;0;1
"N";0,285342534;38;0;0,08951092;3250;4;0;0;0;3
"N";0,622524722;43;0;0,353883732;10234;8;0;1;0;0
"N";0,043861767;69;0;0,064119265;6908;7;0;1;0;0
"N";0,30248201;46;0;0,348057208;7900;12;0;1;0;2
"N";0,9999999;40;0;0,185755935;2400;1;2;0;0;0
"N";0,155644438;56;0;0,336831584;2000;5;0;1;0;0
"N";0,293041811;45;0;0,373940678;3775;5;0;1;0;3
"N";0,9999999;49;1;0,098937721;4800;1;0;0;0;4
"N";0;51;0;0,238076192;10000;6;0;1;0;0
"N";0,181579946;54;0;0,3539428;6048;9;0;1;0;1
"Y";0,387065977;51;0;0,350874186;5833;12;0;1;2;1
"N";0,124801376;62;0;0,566894457;6584;15;0;2;0;0
"N";0,964038058;29;1;0,263516583;2200;6;0;0;0;0
"N";0,184476515;32;0;0,444956049;7166;11;0;2;0;0
"N";0,883182488;49;0;0,183736947;4500;18;0;0;0;2
"N";0,088809584;51;0;0,295480067;7123;12;0;1;0;0
"N";0,021319787;64;0;0,24496788;2334;13;0;1;0;0
"N";0;36;0;0,370418677;7666;4;0;1;0;2
"N";0,025082109;57;0;0,360879707;3000;15;0;0;0;0
"Y";1,248751249;33;0;0,175120326;2700;3;2;0;0;0
"N";0,914867126;40;0;0,517037339;4900;7;0;1;0;1
"N";0,964561473;35;4;0,305839582;4400;10;3;0;2;2
"N";0,099724251;80;0;0,008908281;11000;3;0;0;0;0
"N";0,175434349;47;0;0,149077983;4500;9;0;0;0;0
"N";0,091106715;63;0;0,035418452;3500;5;0;0;0;0
"N";0,023114333;64;0;0,513540291;9083;16;0;3;0;0
"N";0,01239876;50;3;0,207518671;11916;4;0;1;0;0
"N";0,520418652;36;1;0,232918082;2648;5;0;0;0;3
"N";0,035670256;62;0;0,427674963;9401;9;0;4;0;0
"N";0,009639594;52;0;0,262440354;4400;5;0;0;0;0
"N";0,001019592;83;0;0,00019996;5000;10;0;0;0;0
"N";0,016142473;76;0;0,668266347;1666;11;0;1;0;0
"N";0,759286581;41;1;0,408475574;1698;4;0;0;0;1
"N";0,238016933;58;0;0,601017347;7666;5;0;3;0;0
"N";0,141853991;79;0;0,812870978;3200;8;0;2;0;0
"N";0,621468927;24;0;0,010079194;4166;3;0;0;0;0
"N";0;63;0;0,052672049;2600;3;0;0;0;1
"N";0,066285085;58;0;0,228999349;9213;7;0;1;0;0
"N";0,9999999;32;0;0,132716821;4000;1;0;0;0;1
"N";0,015293506;50;0;0,372513562;1105;13;0;0;0;0
"N";0,00054943;59;0;0;2236;4;0;0;0;0
"Y";1,25748503;26;0;0,129805014;1794;1;2;0;1;0
"Y";0,962946947;50;0;0,68127587;4106;8;0;1;1;0
"N";0,067400749;26;0;0,166517857;4479;10;0;0;0;0
"N";0,001901275;69;0;0;5455;6;0;0;0;0
"Y";0,778719498;81;0;0,53801306;4287;11;0;2;0;0
"N";0;58;0;0,411084131;7000;10;0;2;0;1
"N";0,119460647;34;0;0,32224953;6916;5;0;1;0;0
"N";0,035754761;79;0;0,00829363;5666;5;0;0;0;1
"N";0,347921078;42;0;0,373740482;13000;11;0;2;0;2
"N";0,194625748;31;1;0,283571758;4333;20;0;0;0;0
"N";0,819115784;54;0;0,528381219;2853;7;0;1;0;0
"N";0,037379559;37;0;0,333851794;9000;11;0;2;0;0
"N";0,004884836;34;0;0,474904943;5259;11;0;2;0;2
"N";0,00069993;83;0;0;10500;4;0;0;0;0
"N";0,391045602;24;0;0,069040925;3200;11;0;0;0;0
"N";0,083781617;46;0;0,421201915;5640;16;0;1;0;2
"N";0,03452873;55;0;0,514162132;7166;7;0;2;0;1
"N";0,700331051;45;1;0,546448087;8966;11;0;2;0;1
"N";0,257067036;37;0;0,291809152;6140;6;0;0;0;4
"N";0,9999999;42;0;0,217236784;2250;1;0;0;0;2
"N";0,001890458;47;3;0,268693009;6579;15;0;2;2;1
"Y";0,017558727;47;0;0,53540175;2513;10;1;1;0;0
"N";0,9999999;32;0;0,178302196;3050;1;0;0;1;2
"N";0,546015655;39;0;0,407318536;5000;8;0;1;0;0
"N";0,14938018;54;1;0,428758481;8400;14;0;1;0;1
"N";0,377915278;51;0;0,061148228;8830;5;0;0;0;1
"N";0,098407733;47;0;0,069744476;8100;6;0;0;0;2
"Y";0,829560586;34;1;0,248187953;4000;6;0;1;0;2
"N";0,054537616;53;0;0,266824339;4650;10;0;1;0;0
"N";0,101790219;63;0;0,042235495;2343;5;0;0;0;0
"N";0,1925349;38;0;0,225741941;12500;12;0;2;0;0
"N";0,788340389;43;0;0,099845092;7100;3;0;0;0;1
"N";0;43;0;0,281729338;15450;10;0;2;0;5
"N";0,211367652;60;0;0,24045329;10500;19;0;2;0;0
"N";0,9999999;43;0;0,129623459;3000;1;0;0;0;0
"N";0;87;0;0,067381539;6900;4;0;0;0;1
"N";0,9999999;66;0;0,229471417;11142;6;0;1;0;0
"N";0,096113878;41;0;0,224395714;8025;10;0;0;0;4
"N";0,275326535;66;1;0,38317757;5884;17;0;1;0;0
"N";0,328303003;59;1;0,480057771;9000;9;0;2;0;0
"N";0,075327056;62;0;0,071378477;12832;7;0;1;0;0
"N";0,123471362;63;0;0,364188164;2635;6;0;1;0;1
"N";0,083766009;53;0;0,34210815;9116;6;0;2;0;1
"N";0,9999999;37;0;0,377631696;11256;11;0;2;0;1
"N";0,135042385;71;0;0,017903057;10500;14;0;0;0;0
"N";0,612030682;74;2;0,76967187;3138;10;1;2;0;0
"N";0;46;0;0,450288902;5018;9;0;1;0;0
"N";0,001759965;46;0;0,214688239;5500;5;0;1;0;2
"N";0,390088472;39;0;0,326036484;3014;6;0;0;0;0
"N";0,39142696;58;2;0,384779992;7476;6;0;2;0;0
"N";0,01718597;48;0;0,348886815;7500;8;0;3;0;2
"N";0,120355791;59;0;0,151986183;11000;10;0;2;0;0
"N";0,247597087;56;0;0,702749471;5200;8;0;1;0;2
"N";0,099482078;44;0;0,431368631;5004;7;0;1;0;3
"N";0,9999999;82;0;0;1400;0;0;0;0;0
"N";0,317047101;65;0;0,173402868;2300;14;0;0;0;0
"N";0;48;0;0,31834083;2000;5;0;0;0;1
"N";0,1031864;75;0;0,136302675;14166;5;0;2;0;0
"N";0,030586236;36;1;0,310935893;2916;5;0;0;0;2
"N";0,019391297;68;0;0,064577141;3700;9;0;0;0;1
"N";0,099815157;57;0;0,232339826;4260;8;0;1;0;1
"N";0,51835032;73;0;0,685146095;9000;13;0;2;0;0
"N";0,058416154;29;0;0,299711296;5541;10;0;0;0;0
"N";0,062081558;28;0;0,012387188;5650;6;0;0;0;0
"N";0,065421016;56;1;0,238432226;1836;9;0;0;0;0
"N";0,901408451;27;0;0,15104398;2250;5;0;0;0;0
"N";0,507497501;68;0;0,012468828;3608;3;0;0;0;0
"Y";0,9999999;60;1;0,540617473;4566;2;0;1;1;0
"N";0,05575925;62;0;0,014802119;6417;6;0;0;0;0
"N";0,017594819;52;0;0,306472244;3908;7;0;1;0;1
"N";0,030153714;58;0;0,003999;4000;6;0;0;0;0
"N";0,853239735;62;0;0,48771563;1912;4;0;0;0;0
"N";0,839792644;54;0;0,68240621;3091;9;0;1;0;1
"N";0,845719252;50;0;0,323338331;2000;6;0;0;0;1
"N";0,033203829;71;0;0,318874019;6500;11;0;1;0;0
"N";0,760016551;48;2;0,917543584;6366;10;0;1;0;1
"N";0,020212314;55;0;0,302395774;5300;13;0;1;0;0
"Y";0,9999999;34;0;0,254256527;6166;5;1;1;1;2
"N";0,070324183;39;0;0,351426383;10445;12;0;1;0;4
"N";0,019477727;41;0;0,365306454;6150;12;0;2;0;0
"N";0,073037127;49;0;0,249922094;6417;8;0;2;0;0
"N";0,575314156;59;0;0,653881071;4405;6;0;1;0;0
"N";0,254093195;57;0;0,457734957;5500;12;0;2;0;0
"N";0,288425263;77;0;0,533965245;2531;8;0;1;0;0
"N";0,846574881;45;0;0,158640227;6000;5;0;0;0;2
"N";0,032008214;73;0;0,226599205;8300;11;0;2;0;0
"N";0,087406258;32;0;0,288977727;1750;8;0;0;0;2
"N";0,036934189;56;0;0,287934952;8362;8;0;1;0;2
"N";0,832104651;47;0;0,754365541;11166;18;0;3;0;2
"N";0,111327624;32;0;0,37043826;6000;11;0;1;0;1
"N";0,279441118;57;0;0,001332889;3000;1;0;0;0;1
"N";0,525349959;44;0;0,265853034;11716;8;0;2;0;1
"N";0,871073356;35;0;0,390764509;7167;12;0;1;0;0
"N";0,074231442;25;0;0,155248456;3400;4;0;0;0;0
"N";0,022440925;63;0;0,012506724;7435;19;0;0;0;0
"N";0,029406119;62;1;0,246739697;3833;10;0;0;0;0
"N";0,480988269;59;0;0,164019337;11583;18;0;1;0;1
"N";0,9999999;44;0;0,117095508;4585;1;0;0;0;5
"N";0,018475688;49;0;0,162335066;2500;6;0;0;0;1
"Y";0,82644118;38;0;0,6536804;5800;9;0;1;0;2
"N";0,654211301;37;0;0,26991654;10543;10;0;3;0;0
"N";0,268399353;38;0;0,507758759;6250;12;0;1;0;2
"N";0;61;0;0,248972297;5594;7;0;2;0;0
"N";0,103318532;84;0;0,278180455;4000;12;0;0;0;0
"N";0,10835629;63;0;0,005165806;6000;3;0;0;0;0
"N";0,004171309;66;0;0,304592315;3200;8;0;1;0;0
"N";0;59;0;0,160813579;6833;9;0;1;0;0
"N";0,080481775;38;0;0,273972603;10000;12;0;1;0;1
"N";0,523570467;40;0;0,152938343;8303;7;0;1;0;2
"N";0,673189544;35;0;0,424098921;3800;5;0;1;0;0
"Y";1,083405734;55;3;0,490218316;3526;10;0;1;1;1
"N";0,030141422;52;0;0,090074333;2286;6;0;0;0;0
"N";0,439512098;66;0;0,027951606;2396;2;0;0;0;0
"N";0,270429421;62;0;0,477690571;9300;14;0;3;0;1
"N";0,570122822;30;0;0,737718568;1200;5;0;0;0;0
"N";0,128842063;37;0;0,44555542;8200;10;0;2;0;2
"N";0,511248875;38;1;0,476190476;4304;10;0;1;0;2
"N";0,386691448;41;3;0,276689324;2500;14;0;0;0;0
"N";0,033498604;29;0;0,450358041;5166;7;0;2;0;0
"N";0,093446262;80;0;0,123590725;4700;14;0;0;0;0
"N";0,905468868;31;1;0,35297212;1900;6;0;0;2;0
"N";0,12724513;46;0;0,643;14999;11;0;5;0;0
"N";0,924107143;24;0;0,135388461;4800;7;0;0;0;2
"N";0,009495252;56;0;0,055031668;7104;2;0;0;0;1
"N";0,952798882;54;0;0,558740602;6383;10;0;1;0;1
"N";0;26;0;0;2400;2;0;0;0;0
"N";0,380480301;68;0;0,051771117;2568;2;0;0;0;3
"N";0,205274463;51;0;0,361329834;8000;10;0;1;0;0
"N";0,466768944;58;0;0,327109783;4016;8;0;1;0;0
"N";0,014088028;51;0;0,007997715;3500;6;0;0;0;1
"N";0,536461805;45;1;0,142285905;3000;3;2;0;0;1
"N";0,023224944;64;0;0,391854139;6800;18;0;4;0;3
"N";0,041104587;28;0;0,3041988;3500;8;0;0;0;0
"N";0,021547106;56;0;0,318019519;4200;12;0;2;0;2
"N";0,002681757;51;0;0,732788003;4400;13;0;2;0;2
"N";0,447466239;44;0;0,443923077;12999;8;0;2;0;2
"N";0,024378631;52;0;0,150484952;10000;4;0;1;0;3
"N";0,026621989;62;0;0,290083632;4184;8;0;1;0;2
"N";0,456585044;32;0;0,630046584;2575;9;0;2;0;0
"N";0,558873832;30;0;0,214595135;3000;9;0;0;0;0
"N";0,102222373;32;0;0,716513395;2500;6;0;1;0;0
"N";0,03839346;76;0;0,01371298;10500;11;0;0;0;0
"N";0,568392168;35;0;0,903676471;2719;9;0;1;0;0
"N";0,043255885;33;1;0,009998276;5800;7;0;0;0;0
"Y";0,9999999;52;0;0,237812128;6727;2;4;0;1;1
"N";0,296110304;30;0;0,205498473;3600;3;0;0;0;1
"N";0;36;4;0,437849944;6250;11;0;2;1;0
"N";0,010092554;37;0;0,003128259;1917;3;0;0;0;0
"N";0,039753447;66;0;0,243919633;2836;15;0;0;0;0
"N";0,132962653;61;0;0,371699564;3900;10;0;1;0;3
"N";0,827200631;53;0;0,505687694;2900;8;0;3;0;0
"N";0,344317885;27;0;0,17953362;4416;8;0;0;0;0
"N";0,022438565;81;0;0,230679837;3441;8;0;1;0;0
"N";0,029431333;70;0;0,578070322;6000;12;0;3;0;0
"Y";0,197701607;55;1;0,258874113;10000;7;0;2;1;1
"N";0,332944509;38;0;0,004916257;12000;3;0;0;0;1
"N";0,366062091;77;0;0,559043159;7900;12;0;1;0;0
"N";0,030829821;48;1;0,088447653;1107;3;0;0;0;2
"N";0,047724174;66;0;0,75812094;2000;11;0;1;0;1
"Y";0,9999999;39;0;0,041420118;3041;2;1;0;0;3
"N";0,086672375;79;0;0,134648714;7500;15;0;0;0;0
"N";0,849229165;60;0;0,848819169;5800;11;0;2;0;0
"N";0,162704663;36;0;0,043175147;8175;9;0;0;0;4
"N";0,536349341;48;0;0,14775359;4317;6;0;0;0;2
"N";0,013174641;41;0;0,121859768;8000;8;0;0;0;2
"N";0,101740388;64;0;0,361220731;3800;9;0;1;0;0
"N";0,655344655;35;0;0,294355859;3950;6;0;0;0;2
"Y";1,000782541;49;1;0,642629905;6600;9;0;1;1;0
"N";0,105556349;45;0;0,222071349;8100;5;0;2;0;2
"N";0,169233231;47;0;0,228154369;5000;6;0;1;0;2
"N";0,071486036;53;0;0,182433958;8857;3;0;2;0;1
"Y";0,9999999;41;0;0,492424242;5147;5;1;1;0;1
"N";0,014083737;67;0;0,129409265;4705;7;0;1;0;0
"N";0,000115738;60;0;0,008918316;14800;5;0;0;0;1
"N";0,846163759;47;0;0,571108043;5793;12;0;1;0;0
"N";0,197212966;49;1;0,196000987;4050;6;0;1;2;0
"N";0,59410642;42;0;0,838448253;7526;14;0;4;0;2
"Y";0,9999999;30;0;0;2900;3;0;0;0;1
"N";0,151567098;61;0;0,52310231;8483;3;0;1;0;0
"N";0,9999999;24;0;0,176025918;925;1;0;0;0;0
"N";0;35;0;0,195701075;4000;9;0;0;0;4
"N";0,484136932;46;0;0,144113613;12392;7;0;1;0;0
"N";0,009386388;71;0;0,010705922;2988;12;0;0;0;0
"N";0,10189678;24;0;0,017257039;1100;7;0;0;0;0
"N";0,786357071;44;0;0,066129456;11416;7;0;0;0;0
"N";0,339485947;31;0;0,514124842;10300;15;0;2;0;0
"N";0,611393314;51;0;0,401873049;9609;14;0;2;0;0
"N";0,00729301;58;0;0,470048177;11000;10;0;1;0;0
"N";0,239984263;33;0;0,553889222;5000;6;0;1;0;1
"N";0,335712013;41;0;0,648859731;3200;3;0;2;0;0
"N";0,004570993;28;0;0,008594983;5700;4;0;0;0;0
"N";0,371401036;29;0;0,459297344;3500;8;0;1;0;2
"Y";0,966777409;40;2;0,90261115;2833;5;3;1;1;2
"N";0,016422761;83;0;0,005982292;4178;8;0;0;0;0
"N";0;24;0;0;3100;1;0;0;0;0
"N";0,024624807;50;0;0,197565025;7227;6;0;1;0;0
"N";0,161527545;77;0;0,073167863;8500;3;0;0;0;1
"N";0,004222228;77;0;0,002671416;1122;5;0;0;0;0
"N";0,11397067;35;0;0,667821846;7790;16;0;7;0;0
"N";0,159873773;42;0;0,413489736;3750;9;0;1;0;0
"N";0,041683931;44;0;0,796093932;4300;10;0;4;0;1
"N";0,013843317;39;0;0,00259948;5000;2;0;0;0;0
"N";0,314304201;51;0;0,440159954;3500;13;0;0;0;1
"N";0,663133687;41;1;0,266495287;4667;5;1;0;0;0
"N";0,584717608;24;0;0,129642134;1480;3;0;0;0;0
"N";0,177730469;34;0;0,156888693;6800;8;0;0;0;0
"N";0,950105123;46;0;0,52499494;4940;5;0;1;0;3
"N";0,9999999;53;1;0,218541709;4950;3;3;1;0;2
"N";0,474404095;39;0;0,199954034;4350;10;0;1;0;2
"N";0,611257459;50;0;0,459003653;12866;10;0;4;0;3
"N";0,402664316;51;0;0,088775273;4302;5;0;0;0;0
"N";0,011629342;64;0;0,200303976;12500;10;0;1;0;1
"N";1,016598893;63;0;0,071896203;8400;3;1;0;0;0
"N";0,295125487;33;0;0,426305809;5800;14;0;2;0;0
"N";0,138347164;52;0;0,274721224;10850;3;0;1;0;1
"N";0,808042698;52;0;0,561887622;5000;9;0;1;0;3
"N";0,287522654;39;2;0,634727545;6000;19;0;1;0;2
"N";0;43;0;0,333133373;5000;9;0;2;0;0
"N";0,128049492;46;1;0,519285488;6325;12;0;3;0;4
"N";0,020545155;51;0;0,074226451;11666;7;0;0;0;0
"N";0,012767644;73;1;0,221833227;6283;19;0;1;0;0
"N";0,077708073;74;0;0,16712694;10500;14;0;1;0;0
"N";0,070111885;56;0;0,220878049;10249;6;0;2;0;0
"N";0,072889584;57;0;0,097390494;8583;6;0;1;0;0
"Y";0,9999999;35;3;0,353441093;6000;5;2;0;1;1
"N";0,05778174;54;0;0,505247376;2000;9;0;1;0;0
"N";0,02355508;54;0;0,466629119;3550;8;0;2;0;0
"N";0,083189108;46;0;0,2223968;7000;6;0;1;0;3
"N";0,009860883;87;0;0,103343465;6250;7;0;0;0;0
"N";0,546226887;26;0;0,071192375;5140;3;2;0;2;1
"N";0,250713314;48;0;0,340207672;6933;7;0;1;0;1
"N";0,708590351;48;0;0,277909927;12611;11;0;2;0;3
"Y";0,877076412;51;4;0,81300813;4550;15;0;1;0;2
"N";0,638198235;55;0;0,376462354;10000;12;0;2;0;0
"N";0,178084094;38;0;0,836036436;4500;13;0;2;0;2
"N";0,346881093;34;0;0,846374544;3833;13;0;1;0;1
"N";0,041681196;47;0;0,051726629;6920;5;0;0;0;2
"N";0,108687628;70;0;0,33674189;2835;7;0;1;0;0
"N";0,032604458;66;0;0,641991925;5200;9;0;0;0;0
"N";0,944044764;27;0;0,14089422;4584;7;0;0;0;1
"N";0,9999999;54;1;0,147386461;3500;1;0;0;0;1
"N";0,045323859;57;0;0,709835788;5906;13;0;3;0;3
"N";0,737737639;34;0;0,363659085;4000;13;0;0;0;3
"N";0,017845625;54;0;0,511686144;2395;12;0;0;0;0
"N";0,415229239;55;1;0,236357659;3041;5;0;0;0;0
"N";0;47;0;0,263133605;13000;8;0;1;0;0
"Y";0,016814976;43;1;0,029509816;8098;6;0;0;1;0
"N";0,938460288;35;0;0,344655345;1000;3;0;0;0;0
"N";0,829268293;28;0;0,186750428;1750;3;0;0;0;0
"N";0,9999999;47;0;0,031665458;4136;1;0;0;0;3
"N";0,000416655;80;0;0;6500;2;0;0;0;0
"N";0,058720891;28;0;0,074308564;3000;3;0;0;0;0
"N";0,48166997;48;2;0,467359341;5100;13;0;0;1;0
"N";0,996667111;36;0;0,096717468;3411;3;0;0;0;2
"N";0,798608056;62;0;0,434237258;11320;7;0;2;0;0
"N";0,185087574;57;0;0,35906303;15325;20;0;4;0;2
"N";0,695345414;61;0;0,536807899;8000;11;0;1;0;1
"N";0,9999999;23;0;0,188784009;1800;2;0;0;0;0
"N";0,068726999;59;2;0,339263276;15120;16;0;1;0;4
"N";0;58;0;0,132574778;11600;10;0;3;0;1
"N";0,173592;41;0;0,452241195;3747;9;0;2;0;0
"N";0,138716898;29;2;0,03276419;4333;3;0;0;0;0
"N";0,11493527;35;1;0,101624323;2400;3;0;0;0;0
"N";0,972881909;46;3;0,769292283;2500;8;0;0;4;3
"N";0,017705623;33;0;0,319053619;7142;7;0;1;0;0
"N";0,08678719;41;1;0,015623373;9600;5;0;0;0;3
"N";0;84;0;0,188712522;1700;5;0;0;0;0
"N";0,266556876;65;1;0,720079977;3500;9;0;2;0;0
"Y";0,92358804;39;1;0,180880975;3200;3;0;0;0;0
"N";0,05924195;51;0;0,358914427;7700;6;0;2;0;2
"N";0,265081365;32;0;0,207063377;6200;6;0;0;0;3
"Y";0,986295215;50;3;0,170919325;5329;6;0;2;1;1
"N";0;40;0;0,265091864;5333;5;0;1;0;1
"N";0,085942705;59;0;0,510359027;7770;13;0;4;0;2
"N";0,831128732;47;0;0,46374635;11984;16;0;2;0;0
"N";0,092003582;55;0;0,396001111;3600;4;0;1;0;0
"N";0,039799276;50;0;0,177809902;8300;8;0;1;0;3
"N";0,936191982;31;4;0,060705974;5155;6;0;0;0;1
"N";0,000866638;83;0;0;0;5;0;0;0;0
"N";0,012797706;81;0;0,226171962;4500;6;0;1;0;0
"N";0,276726657;34;0;0,263849384;7382;8;0;1;0;5
"N";0,533884028;38;0;0,50764847;6667;10;0;2;0;2
"N";0,353357583;40;0;0,691030897;10000;10;0;4;0;6
"N";0,436672236;54;0;0,374108612;14583;6;0;2;0;0
"N";0,896034846;59;0;0,603015899;6100;10;0;1;0;0
"N";0,003503268;41;0;0,552093899;6900;17;0;3;0;2
"N";0,083322224;44;1;0,249968754;8000;5;0;2;0;2
"N";0,035718571;53;0;0,399009618;10500;10;0;2;0;1
"N";0;42;3;0,367098625;10108;6;2;2;0;2
"N";0;79;0;0,087346025;4464;8;0;0;0;0
"N";0,057661862;57;1;0,373539868;3937;3;0;1;0;0
"N";0;62;0;0,419201786;3582;8;0;2;0;0
"N";0,017927435;53;0;0,20097129;7000;10;0;0;0;3
"N";0;35;0;0,295863593;3166;5;0;0;2;2
"N";0,129652994;49;0;0,489956641;11300;12;0;2;0;6
"N";0,012887966;70;0;0,141314491;7500;14;0;1;0;0
"N";0,246594198;45;0;0,245255651;8272;8;0;2;0;1
"N";0,9999999;33;0;0,456089277;2060;5;0;1;0;0
"N";0,986280549;45;0;0,744842233;3295;8;0;2;0;0
"N";0,122276134;57;0;0,203054878;12700;8;0;3;0;1
"N";0,009757985;64;0;0,043604071;10021;7;0;0;0;0
"N";0,084351118;81;0;0,01343785;6250;2;0;0;0;0
"N";0,179413254;59;0;0,273821267;10137;10;0;1;0;0
"N";0,158624144;64;0;0,300579961;15000;10;0;2;0;0
"N";0,003555358;70;0;0,18566124;3500;13;0;1;0;1
"N";0,41835095;39;0;0,285777113;11368;10;0;1;0;4
"N";0,466997893;71;0;0,362135177;7811;9;0;1;0;0
"N";0,558410262;45;0;0,116188381;10000;4;0;1;0;0
"N";0;61;0;0,160493827;1700;7;0;0;0;0
"N";0,028124498;68;0;0,281110661;4933;12;0;4;0;0
"N";0,9999999;34;0;0,691921005;2784;7;0;2;0;3
