"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTime60.89DaysPastDueNotWorse";"NumberOfDependents"
"N";0,025856408;67;0;0,083799311;13054;13;0;1;0;0
"N";0,25889775;33;0;0,537441339;4900;3;0;1;0;1
"N";0;55;1;0,03988553;5590;8;0;0;0;0
"N";0,9999999;66;0;0,046633911;11600;2;0;0;0;1
"N";0,155240525;52;0;0,483518065;6946;15;0;2;0;1
"N";0;29;0;0,193935355;3000;7;0;0;0;0
"N";0,100773109;41;0;0,199761673;9230;7;0;1;0;0
"N";0,052653171;43;0;0,572292191;1984;9;0;0;0;4
"N";0,072318616;71;0;0,426412462;4300;8;0;2;0;1
"N";0,028423247;59;0;0,033982276;14330;12;0;1;0;0
"N";0,186682782;30;0;0,698120752;2500;7;0;2;0;2
"N";0,947264856;28;0;0,467171717;1187;4;0;0;0;0
"N";0,292541492;74;0;0,164917541;2000;3;0;0;0;0
"N";0,186890655;54;0;0,655589124;3640;7;0;1;0;1
"N";0,007501937;63;0;0,278226307;8050;13;0;2;0;3
"N";0,466334165;34;2;0,007495315;3201;3;0;0;0;0
"N";0,029694361;76;0;0,070513488;9600;7;0;0;0;2
"N";0,305246317;39;0;0,188281635;10154;6;0;1;0;2
"N";0,006666097;27;0;0,000268637;7444;5;0;0;0;0
"N";0,971352432;24;0;0,035803497;1200;3;0;0;0;0
"N";0,9999999;79;0;0,130140954;5178;6;0;1;0;0
"N";0,686083014;57;0;0,16069592;11667;6;1;1;0;2
"N";0,006956358;52;0;0,003278689;2439;4;0;0;0;0
"N";0,026944485;41;0;0,686736475;4583;8;0;3;0;0
"N";0,297094601;43;1;0,603763294;3666;9;0;1;0;2
"N";0,051077957;74;0;0,306409131;3416;9;0;1;0;0
"N";0,319190816;49;0;0,358153388;9400;18;0;2;0;0
"N";0;23;0;0;3500;1;0;0;0;1
"N";0,077958915;57;0;0,053530226;6500;19;0;0;0;0
"N";0,073393457;38;1;0,384761524;10000;9;0;2;0;0
"N";0,10088331;52;1;0,280494456;5500;6;1;1;0;2
"N";0,540204354;34;0;0,034395414;7500;3;1;0;0;0
"N";0,045017363;72;0;0,020763907;3900;8;0;0;0;0
"N";0,301152442;46;0;0,254661625;7668;10;0;1;0;3
"N";0,993335555;31;0;0,068227425;4484;6;0;0;0;1
"N";0,001124859;28;1;0,057990335;6000;8;1;0;0;0
"N";0,290320472;48;0;0,262848568;7996;7;0;1;0;3
"N";0,611388611;22;0;0,347066167;800;4;0;0;0;0
"Y";0,814154511;50;1;0,297139683;3600;8;0;1;1;1
"N";0,016406971;55;0;0,001785714;5599;3;0;0;0;2
"N";0,078497383;52;0;0,207274054;8220;5;0;1;0;3
"N";0,581815774;45;0;0,724784402;8000;11;0;2;0;0
"N";0,312068793;55;1;0,127071823;1266;5;0;0;0;0
"N";0,266371179;58;0;0,498488489;12900;12;0;1;0;2
"Y";0,955545894;52;1;0,524949909;10480;11;0;3;0;1
"N";0,188256123;27;0;0,881825173;3900;6;0;1;0;1
"N";0,9999999;63;3;0,200843235;5217;5;0;1;1;4
"N";0;75;0;0,527431421;801;4;0;1;0;0
"N";0,486651335;55;0;0,324741695;9000;10;0;2;0;0
"N";0,03929607;48;0;0,480393478;7420;10;0;2;0;0
"N";0,159116246;91;0;0,184123484;1813;6;0;0;0;0
"N";0,836294011;29;3;0,260170076;4350;8;0;1;0;1
"N";0,048911121;63;0;0,102800764;6283;4;0;0;0;1
"Y";0,517045364;61;0;0,572590321;7500;20;0;2;0;0
"N";0,016995185;62;0;0,002301937;5212;4;0;0;0;0
"N";0,184476515;32;0;0,444956049;7166;11;0;2;0;0
"N";0;56;0;0;6200;2;0;0;0;0
"N";0,088809584;51;0;0,295480067;7123;12;0;1;0;0
"Y";0,402345742;37;0;0,337622356;12667;16;0;2;0;3
"N";0;49;0;0,62273579;1600;10;0;1;0;1
"N";0,020703507;47;0;0,645104381;3400;6;0;1;0;2
"Y";1,248751249;33;0;0,175120326;2700;3;2;0;0;0
"N";0,019883105;64;0;0,028599606;6083;16;0;0;0;0
"N";0,160899231;33;0;0,182363527;3333;13;0;0;0;0
"N";0,009639594;52;0;0,262440354;4400;5;0;0;0;0
"N";0,092392056;71;2;0,190062303;13000;7;0;1;0;0
"N";0,016142473;76;0;0,668266347;1666;11;0;1;0;0
"N";1,163184115;52;0;0,319174181;4213;7;0;0;0;0
"N";0,37504998;64;0;0,011195522;2500;4;0;0;0;0
"N";0,116188171;33;0;0,043739065;4000;9;0;0;0;0
"N";0,029185402;41;0;0,336295473;3600;5;0;1;0;0
"N";0,985092264;48;0;0,376905611;3082;4;0;1;0;0
"Y";0,987668722;39;5;0,691279186;5010;14;0;2;0;2
"N";0;57;0;0,335066493;10000;11;0;2;0;3
"N";0,9999999;65;0;0;615;3;0;0;0;0
"N";0,14060251;56;0;0,049700447;11850;11;0;0;0;2
"N";0,4275909;39;0;0,342354782;10862;14;1;2;0;0
"N";0,01087466;82;0;0,001287001;7769;6;0;0;0;0
"N";0,075627307;60;0;0,193786454;8400;9;0;1;0;0
"N";0,235225157;37;0;0,335036659;4500;5;0;1;0;1
"N";0,157137145;59;0;0,264911696;3000;8;0;0;0;1
"N";0,028083912;50;0;0,380976732;3910;20;0;0;0;3
"Y";0,778719498;81;0;0,53801306;4287;11;0;2;0;0
"N";0,003986049;81;0;0,207164676;3600;10;0;1;0;0
"N";0,093741762;41;2;0,718171926;3675;10;0;3;0;2
"N";0,041411471;45;0;0,008456176;8750;3;0;0;0;3
"N";0,194625748;31;1;0,283571758;4333;20;0;0;0;0
"N";0,958820874;56;0;0,236573549;9700;12;0;1;0;1
"N";0,011505437;52;0;0,274253271;4050;9;0;1;0;0
"N";0;39;0;0,551779288;2500;7;0;2;0;0
"N";0,00339983;63;0;0,262694922;2500;5;0;0;0;0
"N";0,518186405;73;0;0,504887091;8900;17;0;1;0;1
"N";0,196960608;40;0;0,006959443;4166;1;0;0;0;0
"N";0,802993617;42;1;0,524458002;9178;9;0;1;0;3
"N";0,288592785;51;0;0,226213976;10131;4;0;2;0;3
"N";0,397244161;25;0;0,294852574;2000;5;0;0;0;0
"N";0,17545213;55;2;0,27018019;9600;11;0;2;0;0
"N";0,00069993;83;0;0;10500;4;0;0;0;0
"N";0,477367751;36;0;0,339874121;2700;6;0;0;0;0
"N";0,156645781;45;1;0,560214893;6700;8;0;2;0;2
"N";0,083781617;46;0;0,421201915;5640;16;0;1;0;2
"N";0,251284106;34;0;0,75145816;8400;18;0;4;0;0
"N";0,072587125;29;0;0,046662778;12000;15;0;0;0;0
"N";0,040547951;74;0;0,020736901;5400;5;0;0;0;0
"N";0,630901661;73;0;0,047400612;4577;3;0;0;0;0
"N";0,946508915;44;0;0,148162041;2665;5;0;0;0;1
"N";0,061439281;58;0;0,498692509;6500;19;0;4;0;1
"N";0,9999999;55;0;0,167543201;5323;1;1;0;1;2
"N";0;41;0;0,346902339;5600;4;0;1;0;0
"N";0,019327552;80;0;0,180763847;5000;11;0;0;0;0
"N";0,110327321;52;0;0,313439924;6316;16;0;2;0;1
"N";0,275946359;57;1;0,283411686;13400;10;0;1;0;0
"N";0,093632815;68;0;0,306846806;4366;6;0;2;0;0
"N";0,257067036;37;0;0,291809152;6140;6;0;0;0;4
"N";0,115428519;41;0;0,278969295;6480;12;1;1;1;0
"Y";0,546513871;35;0;0,93824256;8500;17;0;4;0;2
"N";0,016221174;65;0;0,194925029;2600;9;0;2;0;3
"N";0,101790219;63;0;0,042235495;2343;5;0;0;0;0
"N";0,987743331;50;0;0,4474;9999;13;0;2;0;0
"N";0,030761368;62;0;0,015661446;3000;5;0;1;0;0
"N";0,9999999;38;0;0,110878973;6700;3;0;0;0;3
"N";0;45;0;0,365016502;7574;10;0;2;0;1
"N";0,9999999;43;0;0,129623459;3000;1;0;0;0;0
"N";0,866344471;34;0;0,14802475;2100;1;0;0;0;0
"N";0;87;0;0,067381539;6900;4;0;0;0;1
"N";0,9999999;66;0;0,229471417;11142;6;0;1;0;0
"N";0,595112469;33;0;0,378525482;2020;3;0;0;0;0
"N";0,077246781;32;0;0,368421053;4084;7;0;1;0;0
"N";0,328303003;59;1;0,480057771;9000;9;0;2;0;0
"N";0,083766009;53;0;0,34210815;9116;6;0;2;0;1
"N";0,009917446;64;0;0,447430975;5468;12;0;2;0;0
"N";0,29739805;52;0;0,579717373;6014;8;0;1;0;3
"N";0,163836164;53;1;0,092762895;2500;5;0;0;0;0
"N";0;48;0;0,05692407;10838;4;0;0;0;1
"N";0;46;0;0,450288902;5018;9;0;1;0;0
"N";0,001759965;46;0;0,214688239;5500;5;0;1;0;2
"N";0,390088472;39;0;0,326036484;3014;6;0;0;0;0
"N";0,01718597;48;0;0,348886815;7500;8;0;3;0;2
"N";0,099482078;44;0;0,431368631;5004;7;0;1;0;3
"N";0,537344212;57;0;0,627822789;5800;19;0;1;0;0
"N";0,099272518;58;0;0,034020012;8494;3;0;0;0;3
"N";0,041084962;64;0;0,264227981;12000;8;0;1;0;0
"N";0,00077776;74;0;0,209539523;13333;6;0;3;0;0
"N";0,51835032;73;0;0,685146095;9000;13;0;2;0;0
"N";0,058416154;29;0;0,299711296;5541;10;0;0;0;0
"N";0,062081558;28;0;0,012387188;5650;6;0;0;0;0
"N";0,040253329;54;0;0,401668012;7433;12;0;1;0;2
"N";0,05575925;62;0;0,014802119;6417;6;0;0;0;0
"N";0,696495633;46;0;0,276620563;6000;10;0;0;0;1
"N";0,9999999;65;1;0,061422414;5567;1;0;0;0;0
"N";0,874912509;46;0;0,302199741;8500;4;0;1;0;0
"N";0,07372713;53;0;0,139694329;7000;16;0;0;0;0
"Y";0,767840152;74;3;0,2964495;2900;4;1;0;1;0
"N";0,845719252;50;0;0,323338331;2000;6;0;0;0;1
"N";0,251354973;39;1;0,385015331;7500;7;0;1;0;1
"Y";0,9999999;34;0;0,254256527;6166;5;1;1;1;2
"N";0,070324183;39;0;0,351426383;10445;12;0;1;0;4
"N";0,073037127;49;0;0,249922094;6417;8;0;2;0;0
"N";0,254093195;57;0;0,457734957;5500;12;0;2;0;0
"N";0,195256512;48;0;0,484398217;5383;20;0;3;0;0
"N";0,032008214;73;0;0,226599205;8300;11;0;2;0;0
"N";0,087406258;32;0;0,288977727;1750;8;0;0;0;2
"N";0;39;0;0,055915527;4166;5;0;0;0;0
"N";0,472495626;42;0;0,381654964;11250;11;0;3;0;3
"N";0,111327624;32;0;0,37043826;6000;11;0;1;0;1
"N";0,170165967;42;0;0,005084401;4916;2;0;0;0;0
"N";0,871073356;35;0;0,390764509;7167;12;0;1;0;0
"N";0,074231442;25;0;0,155248456;3400;4;0;0;0;0
"N";0,011834818;47;0;0,684559617;6482;8;0;1;0;2
"N";0,001786497;87;0;0,010723861;1864;10;0;0;0;1
"N";0,009985653;72;0;0,277165033;9791;8;0;2;0;0
"N";0,443944541;65;1;0,662545192;13829;19;0;3;0;1
"N";0,029406119;62;1;0,246739697;3833;10;0;0;0;0
"N";0,171691856;44;1;0,252374763;10000;7;0;2;0;2
"N";0,480988269;59;0;0,164019337;11583;18;0;1;0;1
"N";0,006489024;67;0;0,099890231;12753;5;0;1;0;1
"N";0,018475688;49;0;0,162335066;2500;6;0;0;0;1
"N";0;61;0;0,248972297;5594;7;0;2;0;0
"N";0,103318532;84;0;0,278180455;4000;12;0;0;0;0
"N";0,028907777;41;0;0,768520892;3900;6;0;2;0;1
"N";0,004171309;66;0;0,304592315;3200;8;0;1;0;0
"N";0;59;0;0,160813579;6833;9;0;1;0;0
"N";0,324715615;58;2;0,104809516;5800;10;0;1;1;2
"N";0,971002416;46;0;0,498110831;1587;3;2;0;1;0
"N";0,477140863;71;0;0,349572725;11350;11;0;3;0;0
"N";0,363993614;45;0;0,248252006;13586;6;0;2;0;3
"N";0,55613391;36;0;0,151914167;4100;4;0;0;0;0
"N";0,196222729;67;0;0,158012596;7144;9;0;1;0;0
"N";0,9999999;65;0;0,282883462;9335;10;0;2;1;2
"N";0,439512098;66;0;0,027951606;2396;2;0;0;0;0
"N";0,270429421;62;0;0,477690571;9300;14;0;3;0;1
"N";0;87;0;0,01910828;6436;8;0;0;0;0
"N";0,023945636;63;0;0,032692543;8166;13;0;1;0;0
"N";0,003499865;48;0;0,32941435;9100;7;0;2;0;1
"N";0,054783369;63;0;0,099980004;5000;15;0;0;0;1
"N";0,386691448;41;3;0,276689324;2500;14;0;0;0;0
"N";0,351892829;45;0;0,563852484;3280;18;0;3;0;4
"N";0,033498604;29;0;0,450358041;5166;7;0;2;0;0
"N";0,418715107;35;0;0,114119117;2400;2;0;0;0;0
"N";0,088336591;43;0;0,216678332;10000;15;0;1;0;2
"N";0;42;0;0,108598726;12559;5;0;1;0;3
"N";0,132240176;59;0;0,549862534;4000;9;0;1;0;0
"N";0,085633991;49;0;0,227886057;2000;14;0;0;0;0
"N";0,924107143;24;0;0,135388461;4800;7;0;0;0;2
"N";0,655147395;46;0;0,378128675;5952;6;0;1;0;3
"N";0,9999999;30;1;0,154187958;4500;4;0;0;1;0
"N";0,004769675;89;0;0,000572902;3490;9;0;0;0;0
"N";0,310076467;37;0;0,255326195;9058;7;0;1;0;0
"N";0,380480301;68;0;0,051771117;2568;2;0;0;0;3
"N";0,273435385;48;0;0,218109655;10833;10;0;1;0;0
"N";0,466768944;58;0;0,327109783;4016;8;0;1;0;0
"N";0,023224944;64;0;0,391854139;6800;18;0;4;0;3
"N";0,28369669;61;0;0,61966257;4800;14;0;1;0;0
"N";0,041104587;28;0;0,3041988;3500;8;0;0;0;0
"N";0,000428551;88;0;0,004481434;3123;5;0;0;0;0
"N";0,492643999;55;2;0,827377113;7750;13;0;2;0;0
"N";0,045759314;41;0;0,409914601;4800;17;0;2;0;2
"N";0,9999999;34;0;0,357756601;6400;6;0;2;0;0
"N";0,026621989;62;0;0,290083632;4184;8;0;1;0;2
"N";0,132463863;44;0;0,120768229;3071;11;0;0;0;1
"N";0;34;0;0,36540709;2566;3;0;0;0;0
"N";0,03839346;76;0;0,01371298;10500;11;0;0;0;0
"N";0,9999999;35;0;0,007617597;5250;1;0;0;0;0
"N";0,306338732;57;0;0,376373626;6915;12;0;3;0;2
"N";0,24664436;45;0;0,10996858;3500;5;0;0;0;1
"N";0,568392168;35;0;0,903676471;2719;9;0;1;0;0
"N";0,982431974;59;5;0,664255618;14239;13;0;2;1;2
"N";0;36;4;0,437849944;6250;11;0;2;1;0
"N";0,096565911;40;0;0,120809423;3310;4;0;0;0;1
"N";0,044177962;31;0;0,33847981;5893;9;0;1;0;1
"N";0,132962653;61;0;0,371699564;3900;10;0;1;0;3
"N";0,827200631;53;0;0,505687694;2900;8;0;3;0;0
"N";0,022417562;72;0;0,001825769;7667;2;0;0;0;0
"N";0,514708735;35;0;0,91878384;2400;18;0;1;0;1
"N";0,344317885;27;0;0,17953362;4416;8;0;0;0;0
"N";0,022438565;81;0;0,230679837;3441;8;0;1;0;0
"N";0,029431333;70;0;0,578070322;6000;12;0;3;0;0
"N";0,006838698;43;0;0,527266028;2713;7;0;1;0;1
"N";0,162218632;49;0;0,459160129;4333;9;0;2;0;1
"N";0,135778145;46;0;0,325581395;6750;13;0;1;0;1
"N";0,714013618;55;0;0,252201164;6700;4;0;0;1;0
"N";0,947700354;39;1;0,048520395;3750;8;0;0;0;0
"N";0,02365588;70;0;0,01793722;2452;7;0;0;0;0
"N";0,911663333;37;0;0,632308212;5917;11;0;2;0;3
"N";0,088046633;63;0;0,157283194;9466;5;0;1;0;0
"N";0,167835331;37;0;0,716118685;3740;20;0;2;0;1
"N";0,371644487;32;0;0,427944404;4100;13;0;0;1;2
"N";0,101810554;36;0;0,816436713;5000;6;0;2;0;2
"Y";0,9999999;55;0;0,025398541;3700;1;2;0;1;0
"N";0,013174641;41;0;0,121859768;8000;8;0;0;0;2
"N";0,180280146;47;0;0,02849715;10000;4;0;0;0;5
"N";0,136793641;92;1;0,235086836;3972;11;0;1;0;1
"N";0,508254824;47;0;0,58369593;7813;9;0;1;0;1
"N";0,280334483;34;0;0,558411882;3500;10;0;1;0;0
"N";0,59410642;42;0;0,838448253;7526;14;0;4;0;2
"N";0,288158053;38;0;0,494088583;5666;5;0;2;0;1
"N";0,017639294;89;0;0,007223476;2214;6;0;0;0;0
"N";0,00857712;49;0;0,142343063;2500;10;0;0;0;0
"N";0,806522776;27;0;0,514185727;8000;11;0;0;0;0
"N";0,009386388;71;0;0,010705922;2988;12;0;0;0;0
"N";0,665173572;54;0;0,166102842;2955;3;0;0;0;0
"N";0,00729301;58;0;0,470048177;11000;10;0;1;0;0
"N";0,004538163;82;0;0,002220577;2701;4;0;0;0;1
"Y";1,022703603;44;2;0,200471991;8050;6;2;0;2;1
"N";0,9999999;46;0;0,001142694;7000;0;0;0;0;3
"N";0;60;0;0,624692034;3652;9;0;2;0;0
"N";0,319447649;55;1;0,133364098;2166;6;0;0;0;1
"N";0,371401036;29;0;0,459297344;3500;8;0;1;0;2
"Y";0,966777409;40;2;0,90261115;2833;5;3;1;1;2
"N";0,16536001;71;0;0,349833333;5999;11;0;2;0;0
"N";0,161527545;77;0;0,073167863;8500;3;0;0;0;1
"N";0,279617729;59;2;0,15028584;9095;6;0;1;0;1
"N";0,11397067;35;0;0,667821846;7790;16;0;7;0;0
"N";0,047813534;86;0;0,003763643;5313;4;0;0;0;0
"N";0,077513799;29;0;0,011997715;5250;4;0;0;0;1
"N";0,081286569;70;0;0,118515784;10833;14;0;1;0;0
"N";0,240375962;56;0;0,678018576;1614;3;0;2;0;0
"Y";0,752445768;55;2;0,305395683;2779;5;2;0;1;0
"N";0,177730469;34;0;0,156888693;6800;8;0;0;0;0
"N";0;88;0;0;3333;6;0;0;0;0
"N";0,950105123;46;0;0,52499494;4940;5;0;1;0;3
"N";0,9999999;53;1;0,218541709;4950;3;3;1;0;2
"N";0,702136617;56;0;0,242281682;3400;8;0;1;0;0
"N";0,01292519;54;0;0,00235248;5100;9;0;0;0;3
"N";0,285528031;27;0;0,208661417;2539;2;0;0;0;0
"N";0,279609581;79;0;0,225298691;5272;11;0;1;0;0
"N";0,343209383;36;0;0,408700228;5700;11;0;1;0;0
"Y";0,772891132;55;2;0,286726106;12000;6;1;2;0;0
"N";0,132159324;34;0;0,524502525;3366;6;0;2;0;0
"N";0,028005705;49;0;0,299329199;7900;16;0;2;0;0
"N";0,042312909;35;0;0,418166509;9500;8;0;2;0;1
"N";0,207916833;48;0;0,180242067;3056;15;0;0;0;1
"N";0,398310697;65;0;0,4334509;5386;16;0;0;0;0
"N";1,016598893;63;0;0,071896203;8400;3;1;0;0;0
"N";0,191958515;45;0;0,318833764;8505;4;0;1;0;1
"Y";0,930232558;74;2;0,32247662;3100;6;0;0;0;0
"N";0,792013418;51;0;0,180496039;7700;7;1;0;0;2
"N";0,23459476;54;0;0,278879813;4284;8;0;1;0;1
"N";0,441839763;42;0;0,255421274;11666;7;0;2;0;2
"N";0,01699306;73;0;0,269474638;4415;13;0;2;0;0
"N";0,228493987;56;0;0,306564342;7296;9;0;2;0;0
"N";0,147292635;40;0;0,067548418;6350;2;0;1;0;2
"N";0,247964787;59;0;0,324075103;9000;4;0;2;0;0
"N";0;66;0;0,171582842;10000;5;0;1;0;0
"N";0,933275834;48;0;0,827038942;6804;10;0;1;1;1
"N";0,020957257;63;0;0,405168436;4333;11;0;2;0;0
"N";0,9999999;36;0;0,486570893;1600;3;0;2;0;3
"N";0,078958502;39;0;0,38380135;12000;11;0;1;0;6
"N";0,032128341;55;0;0,018325698;2400;5;0;0;0;0
"N";0,674434501;63;0;0,505485087;5833;13;0;0;0;0
"N";0,547268708;46;1;0,286611147;7804;9;0;1;0;2
"N";0,06137026;72;0;0,275938947;5830;6;0;1;0;1
"N";0;60;0;0,18893146;11744;13;0;2;0;0
"N";0,9999999;47;0;0,384359401;1201;3;0;0;0;0
"N";0,007560791;65;0;0,57787377;4166;14;0;2;0;0
"N";0,023907646;65;0;0,309335963;9125;14;0;2;0;0
"N";0,113085143;87;0;0,051716769;7018;6;0;0;0;0
"N";0,107365293;35;0;0,066993301;10000;5;0;0;1;0
"N";0,065245571;78;0;0,180116959;2564;11;0;1;0;0
"N";0,420629115;26;0;0,062189055;803;3;0;0;0;0
"N";0,041681196;47;0;0,051726629;6920;5;0;0;0;2
"N";0,108687628;70;0;0,33674189;2835;7;0;1;0;0
"N";0,035763475;69;0;0,200508998;5500;9;0;0;0;1
"N";0,749625037;61;1;0,233524355;5583;7;0;1;0;1
"N";0,287482032;27;0;0,07881584;2600;2;0;0;0;0
"N";0,9999999;35;0;0,293916024;3500;6;0;0;0;0
"N";0,045323859;57;0;0,709835788;5906;13;0;3;0;3
"N";0,756949537;39;0;0,755688176;2680;6;0;1;0;1
"N";0,9999999;31;0;0,725854829;3333;2;0;2;0;0
"N";0,006046879;60;0;0,008248969;5333;5;0;0;0;1
"Y";0,016814976;43;1;0,029509816;8098;6;0;0;1;0
"N";0,094884325;68;0;0,644670051;2166;13;0;2;0;0
"Y";0,098532359;46;0;0,091918883;9812;6;0;0;0;0
"N";0;25;1;0;820;2;0;0;0;0
"N";0,9999999;47;0;0,031665458;4136;1;0;0;0;3
"N";0,000416655;80;0;0;6500;2;0;0;0;0
"N";0;44;0;0,51697563;4800;11;0;2;0;0
"N";0,276986151;45;0;0,759673094;7830;8;0;3;0;0
"N";0,006702442;53;0;0,004881025;4916;6;0;0;0;0
"N";0,198122641;58;0;0,598523304;4333;8;0;1;0;0
"N";0,023681718;62;0;0,451478551;2400;7;0;3;0;0
"N";0,166184038;50;0;0,203518593;2500;5;0;0;0;0
"N";1,042754026;59;6;0,22847208;14666;7;4;2;0;0
"N";0,921179803;44;1;0,253757126;5788;5;1;0;0;2
"N";0,173592;41;0;0,452241195;3747;9;0;2;0;0
"N";0,007946455;69;0;0,267782427;3584;7;0;1;0;0
"N";0,728787735;38;1;0,353819491;7500;6;3;1;2;0
"N";0,076955976;49;0;0,465322965;6300;8;0;3;0;2
"N";0,9999999;32;0;0,014133058;2900;0;0;0;0;0
"N";0,972881909;46;3;0,769292283;2500;8;0;0;4;3
"N";0,910789327;44;1;0,456254375;10000;9;1;3;0;2
"N";0,754010532;41;0;0,332891749;5283;10;0;0;0;1
"N";0,655633909;65;0;0,472856019;5083;13;0;1;0;0
"N";0,18326583;53;0;0,330495246;7046;13;0;1;0;0
"N";0,266556876;65;1;0,720079977;3500;9;0;2;0;0
"Y";0,92358804;39;1;0,180880975;3200;3;0;0;0;0
"Y";0,9999999;40;0;0,024168236;3185;1;3;0;0;2
"N";0,275536858;47;0;0,192701825;4000;3;0;0;0;2
"N";0,125656665;68;0;0,354175468;7100;14;0;1;0;0
"N";0,663605086;62;0;0,572717024;6208;13;0;1;0;1
"N";0,265081365;32;0;0,207063377;6200;6;0;0;0;3
"N";0,021353518;70;0;0,612516175;8500;19;0;4;0;0
"N";0,075129641;38;0;0,617751115;6500;14;0;2;0;1
"Y";0,9999999;46;1;0,673163418;2000;5;3;0;2;0
"N";0,025079156;64;0;0,010381862;8379;12;0;0;0;0
"N";0,353554882;56;0;0,284202933;8317;4;0;1;0;0
"N";0,201199201;23;0;0,003746878;2401;1;0;0;0;0
"N";0,092003582;55;0;0,396001111;3600;4;0;1;0;0
"N";0,000866638;83;0;0;0;5;0;0;0;0
"N";0,108642811;48;0;0,283612429;10330;7;0;2;0;2
"N";0,012797706;81;0;0,226171962;4500;6;0;1;0;0
"N";0,276726657;34;0;0,263849384;7382;8;0;1;0;5
