"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTime60.89DaysPastDueNotWorse";"NumberOfDependents"
"N";0,584844623;60;0;0,293637575;6003;11;0;1;0;0
"N";0,064835195;56;2;0,197624587;8166;10;0;1;0;0
"N";0,008684579;75;0;0,0013269;8289;5;0;0;0;0
"N";0,181579946;54;0;0,3539428;6048;9;0;1;0;1
"N";0,269257489;44;0;0,607594937;1500;7;0;0;0;3
"N";0,733914381;33;0;0,158975542;4333;7;1;0;0;1
"N";0,124801376;62;0;0,566894457;6584;15;0;2;0;0
"N";0,187090597;63;0;0,506873282;4000;10;0;2;0;1
"N";0,221106801;43;0;0,157212981;7333;5;0;1;0;0
"N";0;56;0;0;6200;2;0;0;0;0
"N";0,046740048;57;0;0,404799866;11916;13;0;3;0;0
"N";0,883182488;49;0;0,183736947;4500;18;0;0;0;2
"N";0,021319787;64;0;0,24496788;2334;13;0;1;0;0
"N";0,010350125;52;0;0,258589038;3812;6;0;1;0;1
"N";0,336596148;36;0;0,08037225;1181;2;0;0;0;0
"N";0,044842922;51;0;0,23358954;11318;5;0;1;0;2
"N";0,037849716;62;0;0,162891787;8741;15;0;1;0;0
"N";0,281115558;69;0;0,162186181;4500;10;0;0;0;1
"N";0,578849363;48;0;0,367553674;6613;10;0;1;0;1
"N";0,020703507;47;0;0,645104381;3400;6;0;1;0;2
"Y";1,248751249;33;0;0,175120326;2700;3;2;0;0;0
"N";0,914867126;40;0;0,517037339;4900;7;0;1;0;1
"N";0,0382584;68;0;0,009831695;6000;12;0;0;0;0
"N";0,054940099;35;0;0,662152897;5833;10;0;2;0;2
"N";0,106517279;40;0;0,263151915;8800;17;0;3;0;4
"N";0,01239876;50;3;0,207518671;11916;4;0;1;0;0
"N";0,009639594;52;0;0,262440354;4400;5;0;0;0;0
"N";0,986400389;36;0;0,441868921;11000;8;0;2;0;0
"N";0,092392056;71;2;0,190062303;13000;7;0;1;0;0
"N";0,476535633;33;0;0,312937413;5000;4;0;1;0;0
"N";0,254548841;56;0;0,461357487;8500;15;0;2;0;4
"N";0,9999999;27;0;0,260763359;3274;3;0;0;1;2
"N";0,985092264;48;0;0,376905611;3082;4;0;1;0;0
"N";0;39;0;0,735131912;6708;13;0;2;0;2
"N";0,025711593;55;0;0,540702656;3500;8;0;1;0;2
"N";0,228591229;38;1;0,181233062;2951;4;0;0;0;0
"N";0,9999999;32;0;0,132716821;4000;1;0;0;0;1
"N";0,4275909;39;0;0,342354782;10862;14;1;2;0;0
"N";0,020390558;79;0;0,225861336;2350;5;0;0;0;0
"Y";0,962946947;50;0;0,68127587;4106;8;0;1;1;0
"N";0,013218661;57;0;0,085321957;7500;10;0;1;0;0
"N";0,255610417;54;0;0,528550512;3414;9;0;1;0;1
"N";0,626266154;56;0;0,142385321;5449;5;0;0;0;0
"N";0,335445712;40;0;0,344679838;4200;6;0;2;1;0
"N";0,235225157;37;0;0,335036659;4500;5;0;1;0;1
"N";0,042202964;28;0;0,286158631;4500;6;0;1;0;0
"N";0,835311508;31;1;0,332527053;7854;9;0;1;0;0
"N";0,5112397;58;0;0,963084409;9453;13;0;3;0;1
"N";0;68;0;0,090386385;4347;5;0;0;0;0
"N";0,047294357;57;0;0,447142596;5476;14;0;1;0;0
"N";0;58;0;0,411084131;7000;10;0;2;0;1
"N";0,035754761;79;0;0,00829363;5666;5;0;0;0;1
"N";0,003986049;81;0;0,207164676;3600;10;0;1;0;0
"N";0,041411471;45;0;0,008456176;8750;3;0;0;0;3
"N";0,452864285;49;0;0,330947228;6006;10;0;1;0;1
"N";0,347921078;42;0;0,373740482;13000;11;0;2;0;2
"N";0,194625748;31;1;0,283571758;4333;20;0;0;0;0
"N";0,819115784;54;0;0,528381219;2853;7;0;1;0;0
"N";0;39;0;0,551779288;2500;7;0;2;0;0
"N";0,122544324;57;0;0,42893401;4333;9;0;1;0;1
"N";0,003735788;39;0;0,459166466;4150;10;0;2;0;0
"N";0,00069993;83;0;0;10500;4;0;0;0;0
"N";0,822400231;63;0;0,515793683;2500;12;0;0;0;0
"N";0,391045602;24;0;0,069040925;3200;11;0;0;0;0
"N";0,083781617;46;0;0,421201915;5640;16;0;1;0;2
"N";0,251284106;34;0;0,75145816;8400;18;0;4;0;0
"N";0,040547951;74;0;0,020736901;5400;5;0;0;0;0
"N";0,630901661;73;0;0,047400612;4577;3;0;0;0;0
"N";0;52;0;0,257757365;8926;11;0;1;0;2
"Y";1,004421666;48;3;0,605098725;4000;10;0;2;0;1
"N";0,016658432;53;0;0,315187201;9000;6;0;1;0;0
"N";0,475841386;43;0;0,198811453;1850;2;0;0;0;3
"N";0,9999999;55;0;0,167543201;5323;1;1;0;1;2
"N";0,110327321;52;0;0,313439924;6316;16;0;2;0;1
"N";0,040283239;54;0;0,135553584;12400;11;0;1;0;0
"N";0,352989385;59;1;0,43955635;13433;18;0;2;0;2
"N";0,245930854;39;0;0,537720414;5500;11;0;1;0;1
"N";0,377915278;51;0;0,061148228;8830;5;0;0;0;1
"N";0,054537616;53;0;0,266824339;4650;10;0;1;0;0
"N";0,987743331;50;0;0,4474;9999;13;0;2;0;0
"N";0,218991588;54;0;0,586137954;3000;13;0;1;0;0
"N";0,788340389;43;0;0,099845092;7100;3;0;0;0;1
"N";0,68028326;80;0;0,42985336;4568;6;0;1;0;0
"N";0,012987013;22;0;0;0;2;0;0;0;0
"Y";0,00073798;41;0;0,493126718;4000;4;0;1;0;2
"N";0,28927034;48;0;0,691654173;2000;7;0;1;0;2
"N";0,328303003;59;1;0,480057771;9000;9;0;2;0;0
"N";0,960431398;63;0;0,31506036;5052;3;0;1;0;1
"N";0,083766009;53;0;0,34210815;9116;6;0;2;0;1
"N";0,135042385;71;0;0,017903057;10500;14;0;0;0;0
"N";0,29739805;52;0;0,579717373;6014;8;0;1;0;3
"N";0,267352626;72;0;0,426685865;4166;10;0;2;0;0
"N";0;46;0;0,450288902;5018;9;0;1;0;0
"N";0,010751197;76;0;0,117910841;3790;17;0;0;0;0
"N";0,061173533;28;0;0,08997001;3000;3;0;0;0;0
"N";0,39142696;58;2;0,384779992;7476;6;0;2;0;0
"N";0;45;1;0,012529992;3750;8;0;0;0;3
"N";0;53;0;0,460725507;3500;7;1;1;1;0
"N";0,002776037;55;0;0,37584925;7800;11;0;2;0;1
"Y";0,087649402;27;0;0,009995457;2200;2;0;0;1;1
"N";0,201132761;65;0;0,248417722;7583;9;0;2;0;0
"N";0;48;0;0,31834083;2000;5;0;0;0;1
"N";0,963614554;46;0;0,224283305;3557;5;1;1;0;3
"N";0,1031864;75;0;0,136302675;14166;5;0;2;0;0
"Y";0;36;0;0,157678245;4375;7;0;0;0;2
"N";0,076703026;41;0;0,388436652;4790;14;0;2;0;0
"N";0,392192869;43;0;0,150205533;9000;8;0;0;0;2
"N";0,507497501;68;0;0,012468828;3608;3;0;0;0;0
"N";0,016118843;38;0;0,1247501;2500;12;0;0;0;1
"N";0,361682297;41;0;0,19675058;5600;9;0;0;0;2
"N";0,007749806;60;0;0,220213749;7578;8;0;1;0;0
"N";0,58069462;39;1;0,785196922;4417;8;0;2;0;0
"N";0,017594819;52;0;0,306472244;3908;7;0;1;0;1
"N";0,037273952;63;0;0,953488372;1805;8;0;1;0;0
"N";0,06781117;71;0;0,332303218;5500;19;0;2;0;1
"N";0,839792644;54;0;0,68240621;3091;9;0;1;0;1
"Y";0,965034965;35;0;0,062791628;7500;2;0;1;1;2
"N";0,760016551;48;2;0,917543584;6366;10;0;1;0;1
"N";0,251354973;39;1;0,385015331;7500;7;0;1;0;1
"N";0,065464485;80;0;0,006854172;8461;1;0;0;0;0
"N";0,018856544;35;1;0,234095738;8000;11;0;0;0;0
"N";0,024688074;45;0;0,199100928;6895;12;0;1;0;0
"N";0,176443529;67;0;0,182522829;9417;15;0;2;0;0
"N";0;42;0;0,483205749;6400;3;0;1;0;4
"N";0,070324183;39;0;0,351426383;10445;12;0;1;0;4
"N";0,846574881;45;0;0,158640227;6000;5;0;0;0;2
"N";0,123564228;45;0;0,202103511;13215;5;0;1;0;2
"N";0,160060865;41;1;0,370769853;7416;8;1;1;0;1
"N";0,994133464;53;1;0,53749837;7666;10;0;1;0;0
"N";0,002983261;80;0;0,00012837;7789;2;0;0;0;0
"Y";0,409985282;69;1;0,279980823;14600;15;0;2;0;0
"N";0,002427884;77;0;0,238471257;3165;13;0;1;0;0
"N";0,022780051;53;0;0,323067693;10000;14;0;2;0;1
"N";0,644710579;27;0;0,087017653;6400;7;0;0;0;0
"N";0,09514671;30;0;0,262804799;7750;9;0;1;0;0
"N";0,074231442;25;0;0,155248456;3400;4;0;0;0;0
"N";0,979195663;61;0;0,320731136;6400;7;0;1;0;0
"N";0,029406119;62;1;0,246739697;3833;10;0;0;0;0
"N";0,480988269;59;0;0,164019337;11583;18;0;1;0;1
"N";0,010653436;39;0;0,00252605;3166;2;0;0;0;0
"N";0,635388319;44;1;0,429330591;11666;19;0;2;0;4
"Y";0,82644118;38;0;0,6536804;5800;9;0;1;0;2
"N";0,654211301;37;0;0,26991654;10543;10;0;3;0;0
"N";0,004171309;66;0;0,304592315;3200;8;0;1;0;0
"N";0;59;0;0,160813579;6833;9;0;1;0;0
"N";0,080481775;38;0;0,273972603;10000;12;0;1;0;1
"N";1,089825848;60;1;0,63353639;3118;7;0;1;0;0
"N";0,380440179;58;0;0,321542384;6275;9;0;1;0;0
"N";0,02329767;30;0;0,162629758;2600;6;0;0;0;0
"N";0;48;1;0,143671858;4558;8;0;0;0;0
"N";0,18805926;55;1;0,542411134;5316;19;0;1;0;2
"N";0,477140863;71;0;0,349572725;11350;11;0;3;0;0
"N";0,857122203;64;0;0,469695416;9750;8;0;2;0;0
"N";0,444218359;44;1;0,478291378;11400;6;0;2;0;0
"N";0,057155929;60;0;0,224294881;6700;10;0;1;0;0
"N";0,205031355;39;0;0,602840353;4083;10;0;2;0;2
"N";0,002288418;66;0;0,000499917;6000;3;0;0;0;0
"N";0,143187518;46;0;0,048500555;2700;3;0;0;0;0
"N";0,600289222;26;0;0,411100659;2125;3;0;0;0;0
"N";0,023945636;63;0;0,032692543;8166;13;0;1;0;0
"N";0,570122822;30;0;0,737718568;1200;5;0;0;0;0
"N";0,128842063;37;0;0,44555542;8200;10;0;2;0;2
"N";0,511248875;38;1;0,476190476;4304;10;0;1;0;2
"N";0,005971329;54;0;0,280197575;4453;13;0;1;0;2
"N";0,246369867;73;0;0,289518318;5895;5;0;1;0;0
"N";0,430444733;53;0;0,281642229;8524;12;0;2;0;0
"N";0,029570959;80;0;0,048762191;1332;13;0;0;0;0
"N";0,032438862;86;0;0,141974187;5500;14;0;1;0;0
"N";0,483301113;40;0;0,303013393;3583;11;0;1;0;2
"N";0,9999999;83;0;0;9704;4;0;0;0;0
"N";0,905468868;31;1;0,35297212;1900;6;0;0;2;0
"N";0,973447395;42;0;0,468198992;3175;9;0;1;0;0
"N";0,009495252;56;0;0,055031668;7104;2;0;0;0;1
"N";0,952798882;54;0;0,558740602;6383;10;0;1;0;1
"N";0,170115934;63;0;0,208084051;6852;20;0;1;0;0
"N";0,187409279;38;0;0,49730054;5000;7;0;1;0;2
"N";0;26;0;0,337244676;2300;4;1;1;0;0
"N";0,205274463;51;0;0,361329834;8000;10;0;1;0;0
"N";0;49;1;0,544228523;9416;11;0;3;0;2
"N";0,023224944;64;0;0,391854139;6800;18;0;4;0;3
"N";0,143931853;61;0;0,222951896;6090;9;0;1;0;0
"N";0;49;0;0,355376308;15000;12;0;2;0;3
"N";0,360688717;70;0;0,595462092;1806;7;0;0;0;0
"Y";0,922505535;45;0;0,501614046;12700;11;0;4;0;1
"N";0,033983551;34;0;0,243744128;11708;14;0;2;0;0
"N";0;44;0;0,183349121;9500;11;0;1;0;2
"N";0,026621989;62;0;0,290083632;4184;8;0;1;0;2
"N";0,102222373;32;0;0,716513395;2500;6;0;1;0;0
"N";1,025987006;63;6;0,521441726;3800;8;2;2;1;1
"N";0,071129391;80;0;0,093687518;3500;6;0;0;0;0
"N";0,425597312;43;0;0,302766085;3325;4;0;1;1;0
"N";0,231831982;44;0;0,192690243;12667;6;0;1;0;2
"N";0,306338732;57;0;0,376373626;6915;12;0;3;0;2
"N";0,043255885;33;1;0,009998276;5800;7;0;0;0;0
"N";0,001925099;70;0;0,024569089;10500;15;0;0;0;0
"N";0,982431974;59;5;0,664255618;14239;13;0;2;1;2
"Y";0,9999999;52;0;0,237812128;6727;2;4;0;1;1
"N";0,356634904;49;1;0,458135466;4000;11;0;2;0;0
"N";0,036347783;49;0;0,180969958;9752;11;0;0;0;1
"N";0;36;4;0,437849944;6250;11;0;2;1;0
"N";0,213785748;46;0;0,367816092;2000;5;0;1;0;0
"N";0,9999999;63;5;0,194618671;11000;7;0;2;0;0
"N";0,142398;57;0;0,264079508;4225;6;0;1;0;0
"N";0,022417562;72;0;0,001825769;7667;2;0;0;0;0
"N";0,344317885;27;0;0,17953362;4416;8;0;0;0;0
"N";0,9999999;39;3;0,112225335;6780;5;0;0;0;0
"Y";0,197701607;55;1;0,258874113;10000;7;0;2;1;1
"N";0;63;1;0,087569008;5252;5;0;1;0;1
"N";0,884176675;32;0;0,709526982;1500;6;0;0;0;0
"N";0,332944509;38;0;0,004916257;12000;3;0;0;0;1
"N";0,061397627;41;0;0,718473935;10300;18;0;3;0;4
"N";0,030829821;48;1;0,088447653;1107;3;0;0;0;2
"N";0,135778145;46;0;0,325581395;6750;13;0;1;0;1
"N";0,047724174;66;0;0,75812094;2000;11;0;1;0;1
"N";0;52;0;0,163458647;6649;3;0;1;0;2
"N";0,215568862;51;0;0,069114471;4166;3;0;0;0;3
"N";0,026599391;62;0;0,074071225;13000;9;0;1;0;1
"N";0,435904273;43;0;0,353206239;5769;5;0;1;0;0
"N";0,9999999;32;0;0,096394145;2800;1;0;0;0;1
"N";0,179849103;45;0;0,308615311;4166;7;0;2;0;0
"N";0,617672488;44;1;0,14130275;6800;8;0;0;0;2
"N";0,655344655;35;0;0,294355859;3950;6;0;0;0;2
"N";0,136793641;92;1;0,235086836;3972;11;0;1;0;1
"Y";0,9999999;41;0;0,492424242;5147;5;1;1;0;1
"N";0,9999999;62;0;0,03263928;1776;1;1;0;0;0
"N";0,041396982;64;0;0,018495376;4000;5;0;0;0;1
"N";0,9999999;53;0;0,1026737;10995;7;0;0;0;2
"N";0,9999999;55;0;0,958208358;5000;8;0;3;0;0
"N";0,060876125;67;0;0,122324159;5885;10;0;0;0;2
"N";0,084647226;70;0;0,224233283;5966;4;0;1;0;0
"N";0,017639294;89;0;0,007223476;2214;6;0;0;0;0
"N";0,009386388;71;0;0,010705922;2988;12;0;0;0;0
"N";0,86234251;34;0;0,370256803;5217;6;0;1;1;2
"N";0,223677632;35;0;0,375291634;9000;7;0;1;0;0
"N";0;42;0;0;5000;2;0;0;0;0
"N";0,10189678;24;0;0,017257039;1100;7;0;0;0;0
"N";0,239984263;33;0;0,553889222;5000;6;0;1;0;1
"N";0,239735812;45;0;0,73225917;5833;9;0;1;0;0
"N";0,9999999;46;0;0,001142694;7000;0;0;0;0;3
"N";0,319447649;55;1;0,133364098;2166;6;0;0;0;1
"N";0,741639022;55;1;0,652793401;8000;7;0;1;0;0
"N";0,456195677;65;0;0,395201599;3000;6;0;0;0;0
"N";0,004570993;28;0;0,008594983;5700;4;0;0;0;0
"Y";0,966777409;40;2;0,90261115;2833;5;3;1;1;2
"Y";0,909494725;23;0;0,149140344;2500;8;0;0;0;0
"N";0,016422761;83;0;0,005982292;4178;8;0;0;0;0
"N";0,442308844;43;0;0,063498247;5133;4;0;0;1;1
"N";0,011946215;54;0;0,003653144;5200;5;0;0;0;0
"N";0,282711455;63;0;0,393590148;6333;11;0;1;0;0
"N";0,243902439;29;0;0,248864668;1100;3;0;0;0;0
"N";0,159873773;42;0;0,413489736;3750;9;0;1;0;0
"N";0,041683931;44;0;0,796093932;4300;10;0;4;0;1
"N";0,314304201;51;0;0,440159954;3500;13;0;0;0;1
"Y";0,9999999;46;0;0,427854938;5183;4;1;1;0;7
"N";0,663133687;41;1;0,266495287;4667;5;1;0;0;0
"N";0,016845408;64;0;0,04854831;2100;6;0;0;0;0
"N";0,584717608;24;0;0,129642134;1480;3;0;0;0;0
"N";0,9999999;53;1;0,218541709;4950;3;3;1;0;2
"N";0,036812806;60;0;0,257091956;14593;9;0;1;0;3
"N";0,463124282;44;1;0,659090909;7083;11;0;1;1;0
"N";0,000291949;60;0;0,518683579;2916;17;0;1;0;0
"N";0,279609581;79;0;0,225298691;5272;11;0;1;0;0
"N";0,343209383;36;0;0,408700228;5700;11;0;1;0;0
"N";0;51;0;0,073110285;4034;8;0;0;0;2
"Y";0,772891132;55;2;0,286726106;12000;6;1;2;0;0
"N";0,402664316;51;0;0,088775273;4302;5;0;0;0;0
"N";0,028005705;49;0;0,299329199;7900;16;0;2;0;0
"N";0,294370925;30;0;0,420086554;6700;10;0;1;0;1
"N";0,207916833;48;0;0,180242067;3056;15;0;0;0;1
"N";0,06400657;55;0;0,479244421;13128;8;0;3;0;0
"N";0,9999999;27;0;0,077780358;4306;1;0;0;0;0
"N";0,085363988;42;0;0,653923068;8500;7;0;1;0;0
"N";0;43;0;0,333133373;5000;9;0;2;0;0
"N";0,01699306;73;0;0,269474638;4415;13;0;2;0;0
"N";0,016777713;66;1;0,326134773;5000;13;0;3;0;0
"N";0,147292635;40;0;0,067548418;6350;2;0;1;0;2
"N";0,077708073;74;0;0,16712694;10500;14;0;1;0;0
"N";0,00189109;51;0;0,445646574;3881;10;0;1;0;3
"N";0,05778174;54;0;0,505247376;2000;9;0;1;0;0
"N";0,9999999;36;0;0,486570893;1600;3;0;2;0;3
"N";0,02355508;54;0;0,466629119;3550;8;0;2;0;0
"N";0,007909158;89;0;0,000774144;5166;2;0;0;0;0
"N";0,083189108;46;0;0,2223968;7000;6;0;1;0;3
"N";0,546226887;26;0;0,071192375;5140;3;2;0;2;1
"N";1,042978511;25;1;0,176490865;2900;9;0;0;0;0
"N";0,065245571;78;0;0,180116959;2564;11;0;1;0;0
"N";0,016066131;85;0;0,135431062;9406;10;0;0;0;0
"N";0,032604458;66;0;0,641991925;5200;9;0;0;0;0
"N";0;67;0;0,195850519;8000;5;0;1;0;0
"N";0,038045505;56;0;0,240268552;14000;8;0;2;0;1
"N";0,749625037;61;1;0,233524355;5583;7;0;1;0;1
"N";0,287482032;27;0;0,07881584;2600;2;0;0;0;0
"Y";0,93549709;55;0;0,4502933;6477;10;0;2;0;0
"N";0,9999999;35;0;0,293916024;3500;6;0;0;0;0
"N";0,225189112;46;0;0,406138107;11729;9;0;3;0;3
"N";0,000263155;59;0;0,237585688;5980;11;0;2;0;1
"N";0,141228518;62;0;0,406338427;5300;13;0;2;0;1
"N";0,006046879;60;0;0,008248969;5333;5;0;0;0;1
"N";0,072247682;58;0;0,361514127;9166;9;0;1;0;0
"N";0;25;1;0;820;2;0;0;0;0
"N";0,000583899;46;0;0,409908909;4500;4;0;0;0;0
"N";0,213039604;54;1;0,241675832;10000;17;0;2;0;0
"N";0,105642895;71;0;0,220465601;11511;8;0;1;0;0
"N";0,090761837;32;0;0,095968011;3000;8;0;0;0;0
"N";0;83;0;0,008377246;7400;7;0;0;0;0
"N";0,21756487;24;0;0,001363017;2200;1;0;0;1;0
"N";0,058720891;28;0;0,074308564;3000;3;0;0;0;0
"N";0,276986151;45;0;0,759673094;7830;8;0;3;0;0
"N";0,002086775;80;0;0;3925;3;0;0;0;1
"N";0,000307164;93;0;0,150462384;4000;11;0;1;0;0
"N";0,695345414;61;0;0,536807899;8000;11;0;1;0;1
"N";0,006702442;53;0;0,004881025;4916;6;0;0;0;0
"N";0,023681718;62;0;0,451478551;2400;7;0;3;0;0
"N";0,166184038;50;0;0,203518593;2500;5;0;0;0;0
"N";0,068726999;59;2;0,339263276;15120;16;0;1;0;4
"N";0;58;0;0,132574778;11600;10;0;3;0;1
"N";0,241148359;54;0;0,222254307;10388;8;0;1;0;3
"N";0,921179803;44;1;0,253757126;5788;5;1;0;0;2
"N";0;42;0;0,573151007;6800;10;0;2;0;3
"N";0,224555089;44;0;0,172716066;7300;3;0;1;0;3
"N";0,005775151;61;0;0,281690141;5750;8;0;1;0;0
