"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTime60.89DaysPastDueNotWorse";"NumberOfDependents"
"N";0,584844623;60;0;0,293637575;6003;11;0;1;0;0
"N";0,875440658;37;0;0,437717467;1436;5;0;0;0;1
"N";0,043861767;69;0;0,064119265;6908;7;0;1;0;0
"N";0,008684579;75;0;0,0013269;8289;5;0;0;0;0
"N";0,155644438;56;0;0,336831584;2000;5;0;1;0;0
"N";0,836294011;29;3;0,260170076;4350;8;0;1;0;1
"N";0;51;0;0,238076192;10000;6;0;1;0;0
"N";0,106531463;78;0;0,024303074;5595;9;0;0;0;0
"N";0,211206477;44;1;0,2138395;2080;13;1;0;1;0
"N";0;52;0;0,444444444;3500;5;0;2;0;1
"N";0,187090597;63;0;0,506873282;4000;10;0;2;0;1
"N";0,221106801;43;0;0,157212981;7333;5;0;1;0;0
"N";0,193612774;47;0;0,020146833;5856;1;0;0;0;3
"N";0;56;0;0;6200;2;0;0;0;0
"N";0,65854007;55;0;0,489714904;5541;6;0;1;0;0
"N";0,046740048;57;0;0,404799866;11916;13;0;3;0;0
"N";0,883182488;49;0;0,183736947;4500;18;0;0;0;2
"N";0,336596148;36;0;0,08037225;1181;2;0;0;0;0
"N";0,007712359;69;0;0,156614462;3000;6;0;0;0;0
"Y";0,149314411;36;0;0,558320373;4500;9;0;3;0;0
"N";0;33;0;0,238212526;2841;9;0;0;0;0
"N";0,827151013;56;1;0,219974716;8700;8;0;0;1;1
"N";0,020703507;47;0;0,645104381;3400;6;0;1;0;2
"N";0,042534081;69;0;0,009690817;6500;4;0;0;0;1
"N";0,099724251;80;0;0,008908281;11000;3;0;0;0;0
"N";0,529411765;26;1;0,017052375;820;1;0;0;0;0
"N";0,106517279;40;0;0,263151915;8800;17;0;3;0;4
"N";0,01239876;50;3;0,207518671;11916;4;0;1;0;0
"N";0,9999999;56;0;0,00711943;12500;2;0;0;0;2
"N";0,520418652;36;1;0,232918082;2648;5;0;0;0;3
"N";0,045516721;40;0;0,090355422;11000;12;0;0;0;3
"N";0,189734189;60;0;0,04587156;2833;2;0;0;0;0
"N";1,163184115;52;0;0,319174181;4213;7;0;0;0;0
"N";0,238016933;58;0;0,601017347;7666;5;0;3;0;0
"Y";0,987668722;39;5;0,691279186;5010;14;0;2;0;2
"N";0,082452074;57;0;0,89117395;3500;12;0;1;0;1
"N";0,9999999;65;0;0;615;3;0;0;0;0
"N";0,14060251;56;0;0,049700447;11850;11;0;0;0;2
"N";0,059183801;26;0;0,067061144;1520;7;0;0;0;0
"N";0,4275909;39;0;0,342354782;10862;14;1;2;0;0
"Y";1,25748503;26;0;0,129805014;1794;1;2;0;1;0
"N";0,35407131;51;0;0,053521541;6800;5;0;0;0;0
"N";0,075627307;60;0;0,193786454;8400;9;0;1;0;0
"Y";0,962946947;50;0;0,68127587;4106;8;0;1;1;0
"N";0,160226787;31;0;0,356018715;2350;5;0;0;0;0
"N";0,975146408;33;0;0,332280979;3800;4;0;0;0;2
"N";0,255610417;54;0;0,528550512;3414;9;0;1;0;1
"N";0,9999999;24;0;0;3833;1;0;0;0;0
"N";0,040536902;34;0;0,644091034;3646;11;0;1;0;0
"N";0;46;0;0,107878122;3642;11;0;0;0;4
"N";0,013375668;82;0;0,002606106;8057;7;0;0;0;0
"N";0,19877594;83;0;0,217065334;2800;9;0;0;0;0
"N";0,235225157;37;0;0,335036659;4500;5;0;1;0;1
"N";0,107720423;47;0;0,216280839;9200;12;0;3;0;2
"N";0,547124146;40;0;0,121319069;9066;6;0;0;0;4
"N";0,157137145;59;0;0,264911696;3000;8;0;0;0;1
"N";0,042202964;28;0;0,286158631;4500;6;0;1;0;0
"N";0,835311508;31;1;0,332527053;7854;9;0;1;0;0
"N";0,037477248;37;0;0,079193665;8333;9;0;0;0;0
"N";0;68;0;0,090386385;4347;5;0;0;0;0
"N";0,086492476;64;0;0,074734316;5833;8;0;1;0;1
"N";0,093741762;41;2;0,718171926;3675;10;0;3;0;2
"N";0,15189171;59;0;0,301074556;15075;13;0;2;0;0
"N";0,515975688;28;0;0,679853795;4650;14;0;1;0;0
"N";0,108983159;53;0;0,31035201;4800;10;0;1;0;0
"N";0,194625748;31;1;0,283571758;4333;20;0;0;0;0
"N";0,011505437;52;0;0,274253271;4050;9;0;1;0;0
"N";0;39;0;0,551779288;2500;7;0;2;0;0
"N";0,122544324;57;0;0,42893401;4333;9;0;1;0;1
"N";0,477367751;36;0;0,339874121;2700;6;0;0;0;0
"N";0,03737868;76;1;0,372787227;2880;8;0;1;0;0
"N";0,163750645;65;0;0,266873313;10000;13;0;1;0;0
"N";0,251284106;34;0;0,75145816;8400;18;0;4;0;0
"N";0,03452873;55;0;0,514162132;7166;7;0;2;0;1
"N";0,630901661;73;0;0,047400612;4577;3;0;0;0;0
"N";0,055228298;48;0;0,146276596;12407;5;0;1;0;0
"N";0,946508915;44;0;0,148162041;2665;5;0;0;0;1
"N";0,029878794;50;0;0,318734063;13333;11;0;3;0;1
"N";0,016658432;53;0;0,315187201;9000;6;0;1;0;0
"N";0,352319991;43;0;0,246784845;8630;8;0;0;0;1
"Y";0,878245498;40;0;0,18141723;3400;5;0;0;0;1
"N";0,275946359;57;1;0,283411686;13400;10;0;1;0;0
"N";0,666948696;56;0;0,185055253;5700;7;0;0;0;0
"N";0,093632815;68;0;0,306846806;4366;6;0;2;0;0
"N";0,004384128;36;0;0,637788225;4466;11;0;1;0;1
"N";0,383952208;35;0;0,498566762;15000;18;0;2;0;0
"Y";0,546513871;35;0;0,93824256;8500;17;0;4;0;2
"N";0,546015655;39;0;0,407318536;5000;8;0;1;0;0
"N";0,033458036;80;0;0,431051723;11000;6;0;2;0;0
"N";0,631259134;39;0;0,273340433;2816;7;0;0;0;0
"N";0,1925349;38;0;0,225741941;12500;12;0;2;0;0
"N";0,788340389;43;0;0,099845092;7100;3;0;0;0;1
"N";0,68028326;80;0;0,42985336;4568;6;0;1;0;0
"Y";0,00073798;41;0;0,493126718;4000;4;0;1;0;2
"N";0,866344471;34;0;0,14802475;2100;1;0;0;0;0
"N";0,275326535;66;1;0,38317757;5884;17;0;1;0;0
"N";0,28927034;48;0;0,691654173;2000;7;0;1;0;2
"N";0,011073664;52;0;0,012372578;12850;4;0;0;0;3
"N";0,960431398;63;0;0,31506036;5052;3;0;1;0;1
"N";0,123471362;63;0;0,364188164;2635;6;0;1;0;1
"N";0,267352626;72;0;0,426685865;4166;10;0;2;0;0
"N";0,163836164;53;1;0,092762895;2500;5;0;0;0;0
"N";0,089146989;45;1;0,25974805;5000;7;0;2;0;0
"N";0;48;0;0,05692407;10838;4;0;0;0;1
"N";0,801764544;35;1;0,430314406;2130;5;0;0;1;2
"N";0;70;0;0,252527295;4945;9;0;1;0;0
"N";0,39142696;58;2;0,384779992;7476;6;0;2;0;0
"N";0,01718597;48;0;0,348886815;7500;8;0;3;0;2
"N";0,537344212;57;0;0,627822789;5800;19;0;1;0;0
"N";0,002776037;55;0;0,37584925;7800;11;0;2;0;1
"N";0,9999999;82;0;0;1400;0;0;0;0;0
"N";0,186223251;58;1;0,251769464;8900;11;0;1;0;3
"N";0,544761241;58;0;0,592103062;5976;13;0;2;0;1
"N";0,041084962;64;0;0,264227981;12000;8;0;1;0;0
"N";0,028200734;56;0;0,084599116;5200;10;0;1;0;0
"N";0,019391297;68;0;0,064577141;3700;9;0;0;0;1
"N";0,9999999;27;0;0,014697237;1700;0;0;0;0;1
"N";0,361682297;41;0;0,19675058;5600;9;0;0;0;2
"N";0,811623025;33;1;0,439755691;1800;8;0;0;0;4
"N";0,120179936;52;1;0,427216786;9912;10;0;3;0;1
"N";0,9999999;65;1;0,061422414;5567;1;0;0;0;0
"N";0,874912509;46;0;0,302199741;8500;4;0;1;0;0
"Y";0,767840152;74;3;0,2964495;2900;4;1;0;1;0
"N";0,839792644;54;0;0,68240621;3091;9;0;1;0;1
"N";0,9999999;41;0;0,007664112;3000;0;0;0;0;0
"N";0,119775556;31;0;0,041959578;4551;3;1;0;0;0
"N";0,018856544;35;1;0,234095738;8000;11;0;0;0;0
"N";0,551440662;44;0;0,418147936;6975;14;0;2;0;1
"N";0,024688074;45;0;0,199100928;6895;12;0;1;0;0
"N";0;42;0;0,483205749;6400;3;0;1;0;4
"N";0,070324183;39;0;0,351426383;10445;12;0;1;0;4
"N";0,195256512;48;0;0,484398217;5383;20;0;3;0;0
"N";0,011753293;63;0;0,104972376;3800;3;0;1;0;0
"N";0,002427884;77;0;0,238471257;3165;13;0;1;0;0
"N";0,04719764;74;0;0,37567161;9305;8;0;5;0;8
"N";0,087406258;32;0;0,288977727;1750;8;0;0;0;2
"N";0,832104651;47;0;0,754365541;11166;18;0;3;0;2
"N";0,017509173;59;0;0,365119461;9500;8;0;2;0;0
"N";0,279441118;57;0;0,001332889;3000;1;0;0;0;1
"N";0,170165967;42;0;0,005084401;4916;2;0;0;0;0
"N";0;37;0;0,372540812;7166;6;0;1;0;0
"N";0,200990693;33;0;0,732948234;4500;7;0;1;0;0
"N";0,113400284;31;0;0,254913728;6664;9;0;2;0;0
"N";0,173713417;80;0;0,391101483;6000;7;0;2;0;0
"N";0,013095711;55;0;0,363039132;3500;10;0;2;0;0
"N";0,878880524;61;1;0,950642674;3889;19;0;1;0;1
"N";0,979195663;61;0;0,320731136;6400;7;0;1;0;0
"N";0,010653436;39;0;0,00252605;3166;2;0;0;0;0
"N";0,9999999;44;0;0,117095508;4585;1;0;0;0;5
"Y";0,82644118;38;0;0,6536804;5800;9;0;1;0;2
"N";0,877124547;56;1;0,389627295;14595;11;0;2;0;2
"N";0,028907777;41;0;0,768520892;3900;6;0;2;0;1
"N";0,004171309;66;0;0,304592315;3200;8;0;1;0;0
"Y";0;41;1;0,526684164;8000;4;1;2;1;1
"N";0,033191773;57;0;0,283543291;5000;17;0;1;0;0
"N";0,9999999;52;0;0,001938402;4642;2;0;0;0;0
"N";0,02329767;30;0;0,162629758;2600;6;0;0;0;0
"N";0,971002416;46;0;0,498110831;1587;3;2;0;1;0
"N";0,363993614;45;0;0,248252006;13586;6;0;2;0;3
"N";0,196222729;67;0;0,158012596;7144;9;0;1;0;0
"N";0,9999999;65;0;0,282883462;9335;10;0;2;1;2
"N";0,685583993;41;0;0,450440529;10895;13;0;5;0;1
"N";0;60;0;0,254106556;7000;9;0;2;0;0
"N";0,555938038;53;0;0,451816271;3330;10;0;0;0;0
"N";0,220222137;26;1;0,843945069;800;6;0;0;0;0
"N";0,439512098;66;0;0,027951606;2396;2;0;0;0;0
"N";0;57;0;0,324611033;4241;7;0;1;0;1
"N";0,014370016;69;0;0,432807679;5833;9;0;1;0;0
"N";0,005971329;54;0;0,280197575;4453;13;0;1;0;2
"N";0,246369867;73;0;0,289518318;5895;5;0;1;0;0
"N";0,457431884;42;1;0,700270556;8500;17;0;3;0;2
"N";0,55986436;63;0;0,589572193;2243;6;0;1;0;0
"N";0;30;0;0,149209191;3350;10;0;0;0;0
"N";0,135407518;61;0;0,343653846;5199;12;0;1;0;0
"N";0,312571479;33;0;0,107851172;6100;5;0;0;0;0
"N";0,639081992;48;0;0,362545818;3000;5;1;1;0;1
"N";0;88;1;0;9265;7;0;0;0;0
"N";0,085783584;72;0;0,16900596;5200;12;0;0;0;1
"N";0,132240176;59;0;0,549862534;4000;9;0;1;0;0
"N";0,017050203;64;0;0,583655513;7500;19;0;4;0;0
"N";0,310076467;37;0;0,255326195;9058;7;0;1;0;0
"N";0;26;0;0;2400;2;0;0;0;0
"N";0;26;0;0,337244676;2300;4;1;1;0;0
"N";0,284951627;52;0;0,380131887;4700;9;0;1;0;0
"N";0,466768944;58;0;0,327109783;4016;8;0;1;0;0
"N";0,014088028;51;0;0,007997715;3500;6;0;0;0;1
"N";0,918342055;33;0;0,270289344;2833;4;1;0;2;0
"N";0,023224944;64;0;0,391854139;6800;18;0;4;0;3
"N";0,28369669;61;0;0,61966257;4800;14;0;1;0;0
"N";0,004505221;39;0;0,435848607;4200;6;0;2;0;2
"N";0,100173377;44;0;0,165314965;9000;9;0;1;0;2
"N";0,097217141;43;0;0,276211189;13333;5;0;1;0;2
"N";0,129547536;53;0;0,562443192;5500;17;0;1;0;2
"N";0,010893096;71;0;0,194158076;4073;8;1;0;0;0
"N";0,654650704;33;0;0,481544577;7043;11;0;2;0;1
"N";0,024378631;52;0;0,150484952;10000;4;0;1;0;3
"N";0,880186636;41;0;0,211888395;2472;10;0;0;0;0
"N";0,456585044;32;0;0,630046584;2575;9;0;2;0;0
"N";1,025987006;63;6;0,521441726;3800;8;2;2;1;1
"N";0,071129391;80;0;0,093687518;3500;6;0;0;0;0
"N";0,01150123;43;0;0,418702196;4052;4;0;1;0;0
"N";0,231831982;44;0;0,192690243;12667;6;0;1;0;2
"N";0,328573722;66;1;0,293398759;10800;17;0;2;0;1
"N";0,090361993;77;0;0,311583578;4091;7;0;1;0;0
"N";0,036347783;49;0;0,180969958;9752;11;0;0;0;1
"N";0,9999999;63;0;0;1;2;0;0;0;0
"N";0,006796192;77;0;0,41393079;2253;13;0;1;0;0
"N";0,827200631;53;0;0,505687694;2900;8;0;3;0;0
"N";0,344317885;27;0;0,17953362;4416;8;0;0;0;0
"Y";0,768820786;25;1;0,569584736;1781;6;0;0;0;0
"N";0;63;1;0,087569008;5252;5;0;1;0;1
"N";0,332944509;38;0;0,004916257;12000;3;0;0;0;1
"N";0,9999999;32;0;0,566289141;1500;4;0;0;0;0
"N";0,04550585;58;0;0,00979804;5000;5;0;0;0;1
"N";0;52;0;0,163458647;6649;3;0;1;0;2
"N";0,267703359;49;0;0,021265054;9216;4;0;0;0;1
"N";0,959005856;30;0;0,213268706;3300;5;0;0;0;0
"N";0,911663333;37;0;0,632308212;5917;11;0;2;0;3
"N";0,215568862;51;0;0,069114471;4166;3;0;0;0;3
"N";0,9999999;42;0;0,082983403;5000;1;1;0;0;2
"Y";0,924601885;43;1;0,367097806;6880;4;0;0;0;1
"N";0,519302673;40;0;0,765896315;8004;12;0;3;0;0
"N";0,013174641;41;0;0,121859768;8000;8;0;0;0;2
"N";0,180280146;47;0;0,02849715;10000;4;0;0;0;5
"N";0,101740388;64;0;0,361220731;3800;9;0;1;0;0
"N";0,169233231;47;0;0,228154369;5000;6;0;1;0;2
"N";0,071486036;53;0;0,182433958;8857;3;0;2;0;1
"N";0,508254824;47;0;0,58369593;7813;9;0;1;0;1
"N";0,151567098;61;0;0,52310231;8483;3;0;1;0;0
"N";0,060876125;67;0;0,122324159;5885;10;0;0;0;2
"N";0,672442519;85;2;0,020381451;5347;7;1;0;1;0
"N";0,838060769;65;2;0,568128183;8050;15;0;1;0;0
"N";0,10189678;24;0;0,017257039;1100;7;0;0;0;0
"N";0,151847413;56;1;0,291383601;14866;15;0;1;0;1
"N";0,00729301;58;0;0,470048177;11000;10;0;1;0;0
"N";0,319447649;55;1;0,133364098;2166;6;0;0;0;1
"N";0,073916921;44;0;0,1828594;7595;8;0;1;0;0
"N";0,335712013;41;0;0,648859731;3200;3;0;2;0;0
"N";0,371401036;29;0;0,459297344;3500;8;0;1;0;2
"N";0,161527545;77;0;0,073167863;8500;3;0;0;0;1
"N";0,11397067;35;0;0,667821846;7790;16;0;7;0;0
"N";0,011946215;54;0;0,003653144;5200;5;0;0;0;0
"N";0,425149701;30;0;0,396354014;3400;5;0;1;0;0
"N";0,243902439;29;0;0,248864668;1100;3;0;0;0;0
"N";0,013843317;39;0;0,00259948;5000;2;0;0;0;0
"N";0,240375962;56;0;0,678018576;1614;3;0;2;0;0
"N";0,663133687;41;1;0,266495287;4667;5;1;0;0;0
"N";0,584717608;24;0;0,129642134;1480;3;0;0;0;0
"N";0,177730469;34;0;0,156888693;6800;8;0;0;0;0
"N";0,950105123;46;0;0,52499494;4940;5;0;1;0;3
"Y";0,9999999;48;1;0,26296065;1600;1;0;0;0;0
"N";0,9999999;53;1;0,218541709;4950;3;3;1;0;2
"N";0,463124282;44;1;0,659090909;7083;11;0;1;1;0
"N";0,377588854;34;0;0,117312917;4048;5;0;0;0;0
"N";0;51;0;0,073110285;4034;8;0;0;0;2
"Y";0,772891132;55;2;0,286726106;12000;6;1;2;0;0
"N";0,011629342;64;0;0,200303976;12500;10;0;1;0;1
"N";0,023248838;36;0;0,088126389;4050;4;0;0;0;0
"N";0,030802321;51;0;0,751294548;6565;11;0;2;0;0
"Y";0,718693752;54;1;0,626305265;4500;11;0;1;1;0
"N";0,159561348;48;0;0,040845473;3500;2;0;0;0;0
"N";0,868279607;63;0;0,310741037;13750;19;0;1;0;0
"N";0,792013418;51;0;0,180496039;7700;7;1;0;0;2
"N";0;43;0;0,333133373;5000;9;0;2;0;0
"N";0,01699306;73;0;0,269474638;4415;13;0;2;0;0
"N";0,016777713;66;1;0,326134773;5000;13;0;3;0;0
"N";0,147292635;40;0;0,067548418;6350;2;0;1;0;2
"N";0,00189109;51;0;0,445646574;3881;10;0;1;0;3
"N";0,020957257;63;0;0,405168436;4333;11;0;2;0;0
"N";0,9999999;36;0;0,486570893;1600;3;0;2;0;3
"N";0,255829447;22;0;0,004005827;2745;2;0;0;0;0
"N";0,032128341;55;0;0,018325698;2400;5;0;0;0;0
"N";0,083189108;46;0;0,2223968;7000;6;0;1;0;3
"N";0,677295454;49;0;0,149475738;4100;4;0;0;0;0
"N";0,428439507;59;0;0,434346035;7767;12;0;2;0;0
"N";0,009860883;87;0;0,103343465;6250;7;0;0;0;0
"N";0,67083045;49;0;0,425211966;6250;7;0;1;0;3
"N";0,403427913;64;0;0,737295909;5450;9;0;3;0;0
"N";0,431177706;65;0;0,304904717;3200;3;0;0;0;0
"N";0,178084094;38;0;0,836036436;4500;13;0;2;0;2
"N";0,189053083;33;1;0,173565287;5000;10;0;0;0;0
"N";0,002115303;62;0;0,377098661;5300;4;0;1;0;1
"N";0,9999999;35;1;0;4650;0;0;0;0;0
"N";0,117133186;31;0;0,263956007;6000;6;0;1;0;1
"N";0;45;0;0,403704026;11500;6;0;1;0;2
"Y";0,93549709;55;0;0,4502933;6477;10;0;2;0;0
"N";0,9999999;31;0;0,725854829;3333;2;0;2;0;0
"N";0,000263155;59;0;0,237585688;5980;11;0;2;0;1
"N";0,099386576;59;0;0,531929282;10350;5;0;1;0;1
"N";0,759562316;54;0;0,479469885;8450;7;0;2;0;2
"N";0,072247682;58;0;0,361514127;9166;9;0;1;0;0
"N";0;47;0;0,263133605;13000;8;0;1;0;0
"N";0,720190134;37;0;0,73364486;5563;6;0;1;0;2
"N";0,829268293;28;0;0,186750428;1750;3;0;0;0;0
"N";0,9999999;47;0;0,031665458;4136;1;0;0;0;3
"N";0,213039604;54;1;0,241675832;10000;17;0;2;0;0
"N";0,105642895;71;0;0,220465601;11511;8;0;1;0;0
"N";0;83;0;0,008377246;7400;7;0;0;0;0
"N";0,058720891;28;0;0,074308564;3000;3;0;0;0;0
"N";0,996667111;36;0;0,096717468;3411;3;0;0;0;2
"N";0,185087574;57;0;0,35906303;15325;20;0;4;0;2
"N";0,9999999;89;0;0;6000;2;0;0;0;0
"N";0,241148359;54;0;0,222254307;10388;8;0;1;0;3
"N";0,173592;41;0;0,452241195;3747;9;0;2;0;0
"N";0,007946455;69;0;0,267782427;3584;7;0;1;0;0
"N";0,076955976;49;0;0,465322965;6300;8;0;3;0;2
"N";0,9999999;32;0;0,014133058;2900;0;0;0;0;0
"N";0,18326583;53;0;0,330495246;7046;13;0;1;0;0
"N";0,358803987;37;0;0,06332278;6000;3;0;1;0;4
"Y";1,305389222;63;1;0,182890855;1355;3;0;0;1;0
"N";0,08678719;41;1;0,015623373;9600;5;0;0;0;3
"N";0,9999999;56;0;0,228380986;5700;2;0;1;0;0
"N";0,146344333;31;0;0,173706573;4000;8;0;0;0;0
"N";0,663605086;62;0;0,572717024;6208;13;0;1;0;1
"N";0,265081365;32;0;0,207063377;6200;6;0;0;0;3
"N";0,002197706;81;0;0,078437404;3250;6;0;0;0;1
"N";0,075129641;38;0;0,617751115;6500;14;0;2;0;1
"N";0,025079156;64;0;0,010381862;8379;12;0;0;0;0
"N";0;40;0;0,265091864;5333;5;0;1;0;1
"N";0,831128732;47;0;0,46374635;11984;16;0;2;0;0
"Y";0,258262875;40;1;0,718093969;3000;5;3;2;0;1
"N";0,092003582;55;0;0,396001111;3600;4;0;1;0;0
"N";0,018660989;54;0;0,194950912;12833;5;0;1;0;0
"N";0,190258151;48;0;0,402248595;1600;8;0;0;0;0
"N";0,033369849;57;0;0,413894505;5440;9;0;2;0;2
"N";0,331223896;33;0;0,133743274;1300;4;0;0;0;0
"N";0;77;0;0,000240096;8329;5;0;0;0;0
"N";0,436672236;54;0;0,374108612;14583;6;0;2;0;0
"Y";0,493802479;28;1;0,55064194;700;9;0;0;0;0
"N";0,309359655;48;0;0,27257345;6500;8;0;0;0;2
"N";0,737377104;37;0;0,879567915;4350;9;0;2;0;3
"N";0,17741692;56;0;0,099590041;10000;14;1;1;0;2
"N";0,378589923;30;0;0,171514282;7666;9;0;0;0;0
"N";0,207467322;60;0;0,643568841;2207;9;0;1;0;0
"N";0,0057842;51;0;0,489627593;4000;7;0;2;0;3
"N";0;24;0;0,643118149;820;4;0;0;0;0
"N";0,106363121;45;0;0,287671233;10000;5;0;2;0;5
"N";0,9999999;33;0;0,456089277;2060;5;0;1;0;0
"N";0,986280549;45;0;0,744842233;3295;8;0;2;0;0
"N";0,02321838;35;0;0,400518403;9644;4;0;1;0;0
"N";0,062886246;37;0;0,878877888;3029;6;0;2;0;0
"N";0,57489301;50;0;0,057683967;6916;8;0;0;0;0
"N";0,009757985;64;0;0,043604071;10021;7;0;0;0;0
"N";0,084351118;81;0;0,01343785;6250;2;0;0;0;0
"N";0,057418626;75;1;0,341776371;6000;9;0;1;0;1
"N";0,000933292;47;1;0,759585388;9936;9;0;5;0;3
"N";0,20542621;52;0;0,306886703;3150;12;0;1;0;2
"N";0,071202487;68;0;0,934950847;4780;7;0;1;0;0
"N";0,800148282;41;0;0,235855487;4400;12;0;0;0;3
"N";0,466997893;71;0;0,362135177;7811;9;0;1;0;0
