"SEX";"MARITAL_STATUS";"AGE";"QUANT_DEPENDANTS";"MONTHS_IN_RESIDENCE";"MONTHS_IN_THE_JOB";"PERSONAL_NET_INCOME";"DELINQ"
"F";"S";21;0;252;0;220;"0"
"F";"S";46;0;552;168;1680;"0"
"F";"S";46;0;72;228;1000;"0"
"M";"C";20;0;240;0;460;"0"
"M";"S";40;0;84;204;1194;"0"
"M";"O";28;0;336;12;650;"1"
"F";"S";40;0;12;12;290;"1"
"F";"S";59;0;24;36;180;"0"
"F";"S";53;0;24;1104;1;"0"
"F";"D";57;0;72;12;566;"0"
"M";"V";42;0;120;84;2314;"0"
"M";"S";39;0;48;12;600;"0"
"M";"C";33;0;144;60;770;"0"
"M";"S";21;0;252;12;240;"0"
"M";"S";20;0;120;0;210;"0"
"F";"S";20;0;12;24;274;"0"
"F";"C";45;0;36;240;500;"0"
"F";"S";27;0;36;36;1116;"0"
"F";"S";24;0;48;48;800;"0"
"F";"S";44;0;516;12;295;"0"
"M";"S";48;0;60;324;1722;"0"
"M";"S";19;0;216;0;300;"0"
"F";"C";22;0;120;24;500;"0"
"F";"C";22;0;60;0;0;"0"
"F";"S";23;0;276;0;312;"1"
"F";"S";20;0;36;0;385;"0"
"F";"V";25;0;240;0;335;"0"
"F";"S";21;0;180;12;329;"0"
"M";"S";31;0;12;240;400;"1"
"F";"S";42;0;276;144;260;"0"
"F";"S";20;0;240;12;200;"0"
"F";"S";46;0;0;96;180;"0"
"F";"S";18;0;216;0;0;"0"
"F";"V";38;0;12;120;399;"0"
"M";"D";36;0;24;240;600;"0"
"F";"O";32;0;120;12;189;"0"
"F";"S";19;0;228;0;250;"0"
"F";"D";56;0;36;252;720;"0"
"F";"C";34;0;120;48;500;"0"
"F";"S";21;0;12;12;272;"0"
"F";"C";31;0;48;12;700;"0"
"M";"S";19;0;12;12;280;"0"
"M";"S";17;0;60;12;300;"0"
"M";"S";23;0;276;84;320;"0"
"F";"S";20;0;72;0;180;"0"
"F";"C";57;0;108;0;0;"0"
"F";"S";31;0;12;12;1200;"0"
"F";"S";30;0;240;72;300;"0"
"F";"S";33;0;84;24;2000;"0"
"F";"S";19;0;60;96;700;"0"
"F";"O";34;0;24;36;1000;"0"
"M";"O";35;0;60;48;260;"0"
"F";"C";41;0;492;0;180;"0"
"M";"S";21;0;36;24;700;"0"
"F";"S";41;0;96;0;221;"0"
"M";"S";65;0;72;144;2264;"0"
"F";"S";20;0;48;36;333;"0"
"F";"S";33;0;36;24;205;"0"
"F";"S";18;0;12;12;200;"0"
"M";"C";24;0;36;36;302;"0"
"F";"C";21;0;0;0;2000;"1"
"F";"S";18;0;48;0;200;"0"
"F";"S";24;0;228;24;175;"0"
"F";"S";19;0;240;12;360;"0"
"F";"S";42;0;48;0;4900;"0"
"F";"C";57;0;72;120;514;"0"
"M";"C";31;0;168;24;412;"0"
"F";"S";21;0;192;0;500;"1"
"F";"C";39;0;156;204;470;"0"
"M";"C";47;0;480;0;1500;"0"
"F";"S";21;0;252;12;543;"1"
"F";"V";70;0;564;360;250;"0"
"F";"S";68;0;408;12;837;"0"
"M";"C";58;0;228;228;500;"0"
"M";"S";22;0;12;12;223;"1"
"F";"S";54;0;600;72;250;"0"
"F";"V";27;0;96;0;318;"1"
"F";"C";38;0;12;12;400;"0"
"M";"S";22;0;264;60;290;"1"
"F";"S";22;0;144;0;400;"1"
"F";"S";27;0;36;0;852;"0"
"F";"S";22;0;96;0;300;"0"
"M";"O";21;0;36;36;1065;"0"
"F";"C";32;0;84;60;1500;"0"
"F";"S";32;0;132;0;180;"0"
"F";"S";27;0;24;0;292;"0"
"M";"O";25;0;12;36;540;"0"
"F";"C";25;0;180;36;330;"0"
"F";"V";66;0;252;360;1830;"0"
"F";"C";44;0;12;48;400;"0"
"M";"S";34;0;24;0;400;"1"
"F";"S";20;0;240;12;240;"0"
"M";"S";25;0;12;24;300;"1"
"M";"S";36;0;72;48;688;"0"
"F";"C";39;0;204;60;236;"0"
"F";"S";27;0;96;0;0;"0"
"F";"S";26;0;12;12;566;"0"
"F";"S";20;0;72;48;350;"1"
"F";"S";33;0;264;12;800;"1"
"F";"S";42;0;96;132;1200;"0"
"M";"S";21;0;60;0;764;"0"
"F";"V";53;0;636;0;1723;"0"
"M";"S";29;0;24;48;400;"0"
"F";"C";25;0;36;96;180;"1"
"F";"O";25;0;24;48;300;"0"
"M";"C";46;0;36;0;825;"1"
"F";"V";36;0;72;24;151;"0"
"F";"S";37;0;180;180;297,15;"0"
"F";"S";22;0;72;0;0;"0"
"F";"S";57;0;60;48;580;"1"
"F";"S";28;0;120;24;249;"0"
"F";"C";43;0;120;0;2000;"0"
"F";"S";19;0;228;12;637;"0"
"F";"V";68;0;180;192;479;"0"
"F";"S";26;0;12;12;260;"0"
"F";"C";33;0;36;12;300;"0"
"F";"S";25;0;24;12;288;"0"
"F";"S";50;0;300;12;831;"0"
"F";"C";31;0;72;0;245;"0"
"M";"C";28;0;324;48;483;"0"
"F";"C";35;0;12;72;700;"0"
"M";"S";19;0;144;12;633;"1"
"F";"S";20;0;72;12;260;"1"
"M";"C";34;0;12;180;350;"1"
"F";"C";30;0;72;84;298;"0"
"F";"S";25;0;72;12;220;"1"
"F";"S";38;0;120;12;8500;"0"
"F";"S";31;0;360;12;1265;"1"
"F";"S";48;0;300;12;400;"0"
"F";"C";44;0;72;12;1200;"0"
"M";"S";19;0;12;12;220;"0"
"F";"S";25;0;24;36;260;"0"
"F";"C";40;0;36;0;300;"0"
"M";"S";29;0;84;12;246;"0"
"F";"C";20;0;240;0;250;"0"
"F";"S";18;0;216;12;253;"1"
"F";"C";50;0;324;0;750;"0"
"F";"S";34;0;60;120;578;"1"
"F";"S";26;0;12;36;480;"0"
"F";"V";54;0;24;156;290;"0"
"F";"C";28;0;312;96;320;"0"
"M";"S";22;0;264;12;500;"1"
"M";"S";22;0;264;48;614;"0"
"F";"C";25;0;120;120;1200;"0"
"F";"S";19;0;180;0;300;"1"
"F";"C";37;0;96;12;642;"0"
"F";"S";19;0;120;12;370;"0"
"F";"S";22;0;264;48;690;"0"
"F";"S";58;0;312;0;1087;"0"
"M";"C";40;0;36;60;393;"0"
"M";"C";47;0;180;180;410;"1"
"F";"C";36;0;84;12;50;"0"
"F";"S";35;0;84;84;900;"0"
"M";"S";18;0;228;12;283;"0"
"M";"C";32;0;24;0;174;"0"
"F";"V";45;0;240;132;180;"0"
"F";"D";44;0;24;252;1600;"1"
"M";"S";22;0;144;0;600;"1"
"F";"C";42;0;96;0;800;"1"
"F";"S";21;0;36;0;250;"1"
"F";"S";25;0;60;0;500;"0"
"F";"S";21;0;240;24;180;"0"
"F";"V";64;0;300;12;587;"0"
"M";"S";43;0;12;72;1200;"0"
"F";"C";38;0;432;96;400;"0"
"F";"C";29;0;24;132;1000;"0"
"F";"S";20;0;228;24;250;"0"
"M";"D";34;0;60;72;413;"0"
"F";"S";28;0;252;12;230;"0"
"F";"V";50;0;216;0;226;"1"
"F";"S";29;0;60;24;600;"0"
"F";"V";48;0;360;24;968;"0"
"F";"S";26;0;120;12;306;"0"
"F";"D";60;0;336;240;500;"0"
"M";"C";53;0;216;0;1768;"1"
"F";"D";46;0;132;156;2500;"0"
"M";"S";47;0;180;240;194;"0"
"F";"S";22;0;60;0;300;"0"
"F";"S";19;0;228;60;200;"0"
"M";"C";22;0;24;24;170;"0"
"M";"S";18;0;216;12;180;"0"
"F";"S";59;0;240;360;1000;"1"
"F";"S";21;0;0;12;410;"0"
"F";"S";39;0;60;216;1200;"0"
"M";"O";40;0;108;0;604;"0"
"M";"S";22;0;12;0;0;"1"
"F";"S";20;0;36;12;217;"1"
"F";"C";72;0;240;288;444;"0"
"M";"C";31;0;60;24;884;"0"
"F";"S";38;0;24;24;320;"0"
"F";"S";19;0;228;12;300;"1"
"F";"S";36;0;36;96;411;"0"
"F";"S";22;0;0;0;0;"0"
"F";"S";20;0;252;12;180;"0"
"F";"S";30;0;24;24;450;"1"
"F";"S";50;0;192;60;370;"0"
"M";"S";49;0;252;36;983;"0"
"F";"S";33;0;144;12;180;"0"
"F";"C";51;0;36;0;250;"0"
"F";"C";30;0;12;12;264;"1"
"F";"S";54;0;12;240;400;"0"
"F";"C";64;0;120;0;3198;"0"
"F";"D";22;0;264;36;369;"0"
"M";"C";66;0;48;300;655;"0"
"M";"S";20;0;12;24;587;"0"
"F";"O";30;0;360;12;204;"0"
"F";"S";20;0;240;12;220;"0"
"F";"V";62;0;240;216;919;"0"
"F";"D";41;0;480;72;748;"0"
"M";"C";57;0;36;0;1500;"0"
"M";"O";40;0;264;36;250;"0"
"F";"S";43;0;48;156;230;"0"
"F";"S";43;0;96;192;1074;"1"
"F";"S";57;0;72;96;507;"0"
"F";"C";18;0;36;0;700;"0"
"F";"S";28;0;156;72;1200;"0"
"F";"V";54;0;240;276;824;"0"
"F";"S";45;0;48;0;391;"0"
"F";"S";47;0;156;24;900;"0"
"M";"S";21;0;120;36;250;"1"
"F";"S";25;0;36;12;281;"0"
"F";"V";52;0;360;192;794;"0"
"M";"C";57;0;12;96;847;"1"
"M";"S";21;0;120;12;350;"0"
"F";"V";66;0;504;72;299;"0"
"M";"S";19;0;12;12;1121;"0"
"F";"S";18;0;216;12;400;"1"
"M";"S";20;0;12;12;424;"1"
"F";"S";34;0;36;24;400;"1"
"F";"S";25;0;300;12;1600;"0"
"F";"S";20;0;24;24;500;"0"
"M";"S";20;0;240;12;180;"1"
"M";"S";45;0;240;12;437;"0"
"F";"C";75;0;480;180;315;"0"
"F";"S";29;0;24;12;300;"1"
"F";"C";50;0;60;0;1565;"1"
"F";"D";29;0;192;24;220;"0"
"F";"S";32;0;12;0;200;"1"
"F";"O";34;0;396;156;660;"0"
"F";"S";38;0;144;144;867;"0"
"M";"C";39;0;240;180;1000;"0"
"F";"S";28;0;60;60;193;"0"
"F";"C";19;0;36;0;350;"0"
"F";"S";48;0;36;0;270;"1"
"M";"S";21;0;60;12;350;"0"
"M";"S";18;0;156;24;300;"1"
"F";"D";45;0;480;204;884;"1"
"F";"S";41;0;480;0;280;"0"
"F";"S";24;0;24;36;268;"0"
"F";"S";46;0;48;12;358;"1"
"F";"C";45;0;156;12;570;"0"
"M";"S";20;0;240;12;1198;"0"
"M";"S";23;0;12;12;226;"0"
"M";"C";64;0;12;12;2299;"0"
"F";"S";47;0;360;0;300;"1"
"F";"S";21;0;252;12;261;"0"
"F";"C";41;0;12;156;304;"0"
"M";"C";35;0;12;96;560;"0"
"F";"C";45;0;120;12;400;"0"
"M";"O";21;0;36;36;0;"1"
"M";"S";30;0;120;24;450;"0"
"F";"S";22;0;264;96;360;"0"
"F";"C";58;0;300;0;180;"0"
"F";"V";81;0;60;12;330;"0"
"M";"O";20;0;12;0;500;"0"
"M";"C";30;0;300;120;600;"1"
"F";"C";23;0;0;12;370;"0"
"F";"S";30;0;36;108;917;"0"
"M";"S";22;0;264;0;300;"0"
"F";"V";71;0;120;240;1214;"0"
"M";"C";28;0;156;36;420;"0"
"F";"S";24;0;240;60;270;"0"
"F";"D";53;0;108;12;754;"0"
"F";"C";49;0;168;120;1800;"0"
"M";"C";26;0;36;84;390;"1"
"F";"S";19;0;228;48;300;"1"
"F";"S";21;0;108;72;350;"0"
"F";"C";56;0;480;0;284;"0"
"F";"C";37;0;120;60;600;"1"
"F";"S";22;0;276;12;230;"1"
"F";"C";31;0;372;0;540;"0"
"F";"V";56;0;180;0;961;"0"
"F";"S";27;0;12;12;500;"0"
"F";"S";19;0;120;12;240;"1"
"F";"C";46;0;12;120;3000;"0"
"M";"S";18;0;12;12;180;"1"
"F";"O";27;0;300;36;200;"0"
"F";"O";62;0;72;36;180;"0"
"F";"S";23;0;72;72;180;"0"
"M";"C";44;0;528;96;600;"0"
"F";"S";22;0;264;24;1500;"1"
"F";"S";61;0;480;180;554;"0"
"F";"C";37;0;24;12;200;"1"
"M";"C";47;0;240;60;377;"0"
"F";"S";26;0;132;96;360;"1"
"F";"S";20;0;96;72;180;"0"
"M";"S";42;0;504;24;201;"0"
"F";"C";61;0;264;192;22;"0"
"M";"S";19;0;12;0;0;"0"
"F";"S";29;0;108;0;368;"0"
"M";"C";39;0;96;12;397;"0"
"F";"D";48;0;576;24;180;"0"
"M";"C";63;0;360;96;771;"0"
"M";"S";20;0;240;12;760;"0"
"F";"C";59;0;480;0;300;"1"
"M";"S";22;0;216;0;204;"1"
"F";"S";24;0;300;12;205;"0"
"F";"S";18;0;12;0;309;"1"
"F";"V";54;0;120;0;181;"0"
"F";"C";30;0;48;156;733;"0"
"F";"S";18;0;120;36;689;"0"
"F";"C";46;0;252;180;980;"0"
"F";"C";51;0;180;0;600;"0"
"F";"C";23;0;12;48;503;"0"
"M";"S";35;0;228;12;600;"1"
"F";"S";30;0;12;108;400;"0"
"M";"S";24;0;12;12;300;"0"
"M";"S";21;0;192;0;180;"0"
"F";"C";21;0;24;72;388;"0"
"F";"S";27;0;72;48;430;"0"
"F";"S";34;0;12;0;216;"0"
"F";"V";76;0;12;0;6646;"0"
"F";"O";48;0;36;240;1018;"0"
"F";"S";26;0;120;0;450;"0"
"F";"S";32;0;60;12;492;"1"
"F";"D";32;0;360;36;600;"1"
"F";"S";45;0;84;48;260;"0"
"M";"S";36;0;36;12;400;"1"
"F";"S";37;0;120;12;300;"1"
"M";"C";28;0;12;12;1500;"1"
"F";"C";43;0;204;12;200;"0"
"M";"S";46;0;24;300;1290;"1"
"F";"C";54;0;240;360;350;"0"
"F";"V";46;0;288;48;201;"0"
"F";"S";42;0;60;36;270;"0"
"F";"C";29;0;84;12;957;"0"
"F";"C";25;0;36;12;320;"1"
"M";"C";20;0;120;12;807;"0"
"M";"C";51;0;24;36;988;"0"
"M";"C";30;0;48;0;360;"0"
"M";"S";20;0;48;12;220;"0"
"F";"C";51;0;264;0;1100;"1"
"F";"S";48;0;576;0;450;"1"
"F";"C";26;0;24;12;970;"0"
"M";"C";55;0;72;120;1000;"0"
"M";"S";32;0;36;24;615;"1"
"F";"C";33;0;144;0;392;"0"
"M";"S";22;0;12;12;200;"0"
"M";"S";23;0;252;0;1739;"0"
"M";"S";34;0;36;60;400;"0"
"F";"S";38;0;300;36;380;"0"
"F";"C";39;0;468;12;278;"0"
"F";"S";33;0;144;0;650;"0"
"M";"S";24;0;240;12;302;"0"
"M";"S";21;0;24;12;772;"0"
"F";"S";42;0;384;12;352;"0"
"F";"S";27;0;168;60;800;"0"
"F";"S";25;0;24;24;336;"0"
"F";"S";20;0;240;12;260;"0"
"F";"S";22;0;264;12;400;"0"
"M";"S";20;0;144;12;200;"1"
"F";"C";43;0;120;24;220;"0"
"M";"S";22;0;12;24;547;"0"
"M";"C";39;0;420;120;397;"0"
"F";"S";19;0;228;12;200;"0"
"F";"C";38;0;168;48;1272;"1"
"F";"C";35;0;24;12;3423;"0"
"F";"S";26;0;12;12;151;"0"
"M";"S";21;0;108;0;228;"0"
"F";"S";24;0;36;36;756;"0"
"F";"C";51;0;12;0;960;"0"
"F";"S";57;0;120;12;194;"0"
"F";"S";46;0;12;96;1500;"0"
"F";"D";38;0;108;60;1500;"0"
"F";"S";24;0;120;24;449;"0"
"F";"C";25;0;48;36;600;"0"
"F";"C";30;0;36;0;900;"0"
"F";"C";36;0;360;0;259;"1"
"F";"S";22;0;240;12;200;"0"
"M";"C";36;0;60;84;2000;"0"
"F";"C";41;0;204;72;300;"0"
"M";"S";24;0;276;36;700;"1"
"M";"S";19;0;228;12;380;"0"
"F";"C";38;0;72;0;1500;"0"
"M";"S";21;0;240;12;400;"0"
"F";"S";23;0;36;0;1200;"0"
"F";"C";40;0;36;240;2000;"0"
"M";"C";37;0;12;12;411;"1"
"F";"S";22;0;144;0;500;"1"
"F";"S";18;0;216;12;223;"0"
"M";"S";27;0;12;12;400;"0"
"F";"C";59;0;36;12;2500;"1"
"F";"C";35;0;360;12;300;"0"
"M";"C";36;0;252;12;1074;"0"
"M";"S";20;0;120;12;750;"0"
"F";"S";23;0;276;12;477;"0"
"F";"C";43;0;48;180;1633;"0"
"F";"V";57;0;420;12;856;"0"
"F";"S";48;0;576;12;284;"0"
"F";"C";63;0;24;156;1491;"0"
"F";"S";22;0;60;12;500;"1"
"F";"V";59;0;456;12;355;"0"
"F";"V";68;0;816;0;587;"0"
"M";"S";20;0;24;60;180;"0"
"F";"C";21;0;24;12;667;"0"
"F";"S";26;0;24;12;218;"0"
"F";"C";39;0;72;120;1200;"0"
"F";"C";43;0;312;12;544;"0"
"F";"C";36;0;60;156;1068;"0"
"F";"V";56;0;120;0;360;"0"
"F";"S";19;0;144;0;216;"0"
"F";"S";19;0;228;0;350;"1"
"F";"C";35;0;72;180;1500;"0"
"F";"S";23;0;36;72;1800;"0"
"M";"S";20;0;240;12;966,15;"0"
"M";"C";47;0;204;300;1412;"0"
"F";"C";60;0;144;480;800;"0"
"F";"S";24;0;72;0;460;"0"
"F";"C";37;0;120;168;600;"0"
"F";"C";42;0;204;12;744;"1"
"M";"C";30;0;84;48;760;"0"
"F";"C";31;0;12;24;683;"0"
"F";"S";19;0;180;24;300;"0"
"F";"S";18;0;12;12;221;"1"
"M";"C";30;0;384;24;744;"0"
"M";"S";39;0;420;204;550;"0"
"F";"C";23;0;12;0;270;"1"
"M";"C";39;0;12;12;226;"1"
"F";"O";46;0;60;12;447;"0"
"M";"S";19;0;120;12;519;"0"
"M";"S";25;0;120;0;500;"0"
"F";"S";24;0;300;0;270;"0"
"F";"S";32;0;0;0;600;"0"
"M";"S";25;0;12;12;958;"0"
"F";"O";24;0;288;12;400;"1"
"F";"S";45;0;264;12;455;"1"
"M";"C";36;0;120;12;900;"1"
"F";"C";30;0;120;24;800;"0"
"F";"S";21;0;60;12;220;"0"
"F";"D";29;0;24;36;450;"0"
"M";"C";37;0;60;12;250;"1"
"M";"C";25;0;24;84;993;"0"
"F";"C";22;0;336;12;600;"0"
"F";"S";20;0;12;12;234;"0"
"F";"C";45;0;264;12;525;"0"
"F";"S";39;0;204;12;450;"1"
"F";"V";42;0;504;0;552;"0"
"F";"O";22;0;264;12;344;"0"
"F";"S";38;0;12;12;764;"0"
"F";"C";32;0;144;108;250;"0"
"F";"S";18;0;36;24;450;"0"
"M";"S";33;0;12;12;536;"0"
"F";"D";50;0;96;60;1383;"0"
"F";"S";19;0;240;36;400;"0"
"F";"S";19;0;228;0;240;"0"
"F";"O";23;0;24;12;350;"1"
"F";"V";58;0;360;288;800;"0"
"M";"C";28;0;12;36;1000;"1"
"M";"C";46;0;24;0;700;"0"
"M";"S";22;0;36;24;400;"0"
"F";"C";32;0;384;24;400;"0"
"F";"C";45;0;180;84;1200;"0"
"F";"C";43;0;60;36;211;"0"
"F";"S";29;0;180;60;800;"0"
"F";"S";27;0;144;0;360;"0"
"F";"V";31;0;360;0;200;"0"
"F";"S";19;0;240;0;230;"0"
"F";"V";64;0;600;204;1593;"0"
"F";"S";45;0;480;72;280;"0"
"F";"S";21;0;216;36;600;"1"
"M";"S";23;0;12;12;185;"1"
"F";"C";37;0;48;12;193;"1"
"F";"C";53;0;60;24;400;"0"
"M";"S";19;0;228;60;650;"1"
"F";"S";32;0;24;24;404;"0"
"M";"C";34;0;96;12;308;"0"
"M";"S";20;0;24;12;360;"0"
"F";"D";58;0;336;168;241;"0"
"F";"S";24;0;60;72;200;"0"
"F";"C";40;0;204;24;288;"0"
"M";"S";19;0;216;12;440;"0"
"M";"S";23;0;180;12;519;"0"
"F";"O";34;0;132;132;270;"0"
"F";"C";46;0;264;240;550;"0"
"F";"C";49;0;12;0;0;"0"
"F";"S";28;0;24;36;750;"0"
"F";"C";46;0;132;0;360;"0"
"F";"O";47;0;12;24;220;"0"
"F";"S";38;0;120;0;180;"0"
"F";"S";25;0;240;0;500;"0"
"F";"S";42;0;120;120;1600;"0"
"F";"C";45;0;84;0;1500;"0"
"F";"S";19;0;240;12;220;"1"
"F";"C";40;0;36;24;348;"0"
"F";"C";38;0;48;216;2905;"0"
"F";"S";19;0;12;12;230;"0"
"M";"S";23;0;36;0;308;"0"
"F";"C";36;0;120;36;724;"0"
"F";"C";42;0;96;0;200;"0"
"F";"V";40;0;480;180;400;"0"
"M";"S";19;0;24;12;400;"1"
"F";"S";20;0;0;0;300;"1"
"F";"V";49;0;12;0;1265;"1"
"F";"C";29;0;48;0;0;"0"
"F";"V";67;0;24;0;3363;"0"
"F";"S";20;0;72;24;370;"0"
"F";"S";48;0;312;0;1200;"0"
"F";"V";54;0;360;0;922;"0"
"F";"D";45;0;240;72;400;"0"
"M";"O";29;0;120;0;600;"1"
"F";"S";19;0;120;24;270;"1"
"M";"C";45;0;240;36;360;"0"
"F";"S";20;0;240;12;350;"0"
"F";"S";27;0;24;0;600;"0"
"F";"C";34;0;120;24;1000;"0"
"M";"S";31;0;372;12;200;"1"
"M";"S";22;0;264;12;210;"0"
"F";"S";35;0;108;12;300;"0"
"F";"C";36;0;132;216;1108;"0"
"F";"C";42;0;0;0;180;"0"
"M";"S";38;0;120;12;340;"0"
"M";"S";22;0;0;12;254;"0"
"F";"S";29;0;240;60;500;"0"
"F";"C";44;0;120;12;100;"0"
"F";"S";41;0;492;60;190;"0"
"M";"S";25;0;36;0;0;"0"
"F";"S";43;0;48;60;400;"0"
"M";"C";41;0;120;0;800;"0"
"F";"S";23;0;276;60;180;"0"
"F";"C";47;0;288;0;500;"1"
"M";"C";29;0;60;0;800;"1"
"F";"C";40;0;24;24;700;"0"
"F";"O";21;0;36;12;216;"0"
"F";"C";53;0;480;120;1526;"0"
"M";"S";22;0;72;12;600;"0"
"F";"S";39;0;228;12;280;"0"
"F";"S";43;0;24;24;222;"0"
"F";"O";58;0;180;48;1274;"0"
"M";"D";54;0;24;0;400;"0"
"F";"C";37;0;120;132;850;"0"
"F";"D";34;0;12;0;800;"0"
"F";"S";30;0;168;36;331;"0"
"F";"S";21;0;120;12;400;"0"
"F";"C";48;0;120;252;640;"0"
"M";"O";36;0;156;108;800;"0"
"F";"S";42;0;324;48;700;"0"
"F";"C";35;0;48;12;979;"0"
"F";"S";36;0;24;24;187;"0"
"M";"C";44;0;60;108;576;"0"
"F";"D";33;0;24;36;800;"0"
"M";"C";23;0;0;0;230;"0"
"F";"C";35;0;180;60;1500;"0"
"M";"D";53;0;240;24;360;"0"
"M";"S";31;0;240;12;698;"0"
"F";"C";32;0;120;96;300;"0"
"F";"S";32;0;120;36;200;"0"
"M";"S";22;0;12;0;850;"1"
"F";"S";31;0;96;12;300;"0"
"M";"S";28;0;300;84;564;"1"
"F";"S";35;0;240;0;500;"1"
"M";"S";24;0;240;36;560;"0"
"F";"S";26;0;180;48;1600;"1"
"M";"C";30;0;12;72;750;"0"
"F";"C";29;0;348;0;400;"0"
"M";"S";23;0;12;12;500;"0"
"F";"C";22;0;264;84;278;"0"
"F";"S";18;0;192;0;250;"0"
"F";"S";22;0;72;24;300;"0"
"M";"S";21;0;0;0;550;"0"
"F";"C";26;0;12;12;1040;"0"
"F";"C";43;0;72;0;0;"0"
"F";"S";32;0;180;60;1500;"0"
"F";"C";30;0;24;36;1500;"0"
"F";"C";42;0;36;24;360;"0"
"F";"S";46;0;540;180;860;"0"
"F";"S";70;0;96;0;681;"0"
"F";"S";25;0;216;12;235;"0"
