"SEX";"MARITAL_STATUS";"AGE";"QUANT_DEPENDANTS";"MONTHS_IN_RESIDENCE";"MONTHS_IN_THE_JOB";"PERSONAL_NET_INCOME";"DELINQ"
"F";"S";33;0;0;0;4092;"0"
"F";"V";74;0;480;0;650;"0"
"M";"C";33;0;60;36;420;"0"
"F";"V";59;0;480;0;3600;"0"
"M";"S";49;0;480;12;227;"0"
"F";"S";21;0;12;12;220;"0"
"M";"S";36;0;144;12;737;"0"
"M";"S";25;0;12;0;600;"0"
"F";"C";41;0;204;36;280;"0"
"F";"S";51;0;48;12;180;"0"
"F";"C";46;0;108;204;1000;"0"
"F";"C";34;0;408;12;322;"0"
"F";"V";42;0;432;0;458;"1"
"F";"S";39;0;24;228;350;"0"
"M";"S";20;0;240;36;550;"0"
"F";"S";22;0;144;0;260;"1"
"M";"C";30;0;84;120;700;"0"
"F";"S";28;0;36;36;3000;"0"
"F";"C";41;0;12;12;874;"0"
"F";"C";40;0;36;156;1294;"1"
"F";"S";33;0;36;24;400;"0"
"F";"S";22;0;24;12;540;"1"
"F";"S";43;0;240;96;400;"0"
"F";"S";19;0;12;0;750;"1"
"F";"V";68;0;72;12;570;"0"
"M";"C";41;0;240;240;1600;"0"
"M";"C";46;0;36;336;1650;"0"
"M";"S";20;0;12;12;206;"0"
"F";"V";56;0;180;0;961;"0"
"F";"S";21;0;72;0;260;"0"
"F";"S";18;0;240;0;220;"1"
"M";"C";28;0;36;108;1500;"0"
"F";"C";50;0;60;120;1500;"0"
"F";"C";54;0;156;0;268;"0"
"F";"S";27;0;12;0;1000;"0"
"M";"C";37;0;36;12;332;"1"
"M";"C";51;0;72;132;749;"0"
"F";"C";47;0;192;0;580;"0"
"M";"C";39;0;24;180;890;"1"
"F";"D";35;0;240;36;300;"0"
"F";"S";20;0;24;24;280;"0"
"F";"S";19;0;228;0;300;"1"
"M";"S";39;0;180;72;1980;"1"
"F";"S";40;0;480;96;278;"0"
"M";"S";27;0;12;12;500;"0"
"F";"O";19;0;60;12;250;"1"
"F";"C";58;0;240;108;605;"0"
"M";"C";30;0;36;132;450;"0"
"F";"C";25;0;48;0;0;"0"
"F";"S";20;0;216;24;300;"0"
"F";"C";54;0;228;228;290;"0"
"M";"S";44;0;360;12;380;"1"
"F";"C";47;0;180;24;304;"0"
"F";"C";25;0;48;24;200;"0"
"M";"S";19;0;84;12;274;"1"
"F";"C";36;0;12;12;250;"0"
"F";"S";39;0;48;0;270;"0"
"M";"O";33;0;120;12;1000;"0"
"F";"C";34;0;144;60;450;"0"
"M";"C";46;0;12;24;400;"0"
"F";"C";29;0;360;12;698;"1"
"F";"S";19;0;204;12;240;"1"
"F";"S";19;0;216;0;266;"0"
"F";"S";44;0;120;0;180;"0"
"M";"S";35;0;420;252;1159;"0"
"F";"C";45;0;0;0;1062;"0"
"F";"C";51;0;132;120;1000;"0"
"F";"S";24;0;276;36;900;"0"
"F";"S";31;0;60;36;356;"0"
"F";"S";24;0;60;36;300;"0"
"F";"S";22;0;12;24;430;"0"
"F";"C";23;0;12;12;988;"0"
"F";"S";37;0;264;72;237;"0"
"M";"S";22;0;24;36;220;"0"
"F";"S";26;0;168;24;615;"1"
"F";"S";30;0;348;60;800;"1"
"M";"C";36;0;24;48;509;"0"
"F";"V";60;0;240;48;230;"0"
"F";"S";38;0;324;24;300;"0"
"F";"S";28;0;24;12;390;"0"
"F";"C";27;0;48;12;300;"0"
"F";"C";20;0;240;0;350;"0"
"M";"S";24;0;36;48;242;"0"
"F";"O";37;0;444;0;0;"0"
"M";"S";27;0;60;108;516;"0"
"F";"D";38;0;36;72;350;"0"
"M";"S";29;0;180;120;380;"1"
"F";"D";29;0;300;24;1100;"0"
"F";"C";63;0;504;0;998;"0"
"F";"C";23;0;12;12;700;"0"
"F";"S";20;0;12;60;800;"0"
"M";"S";30;0;24;0;270;"1"
"F";"C";44;0;480;36;189;"0"
"F";"S";37;0;12;12;800;"0"
"F";"S";19;0;240;12;250;"1"
"M";"C";32;0;24;48;204;"0"
"M";"C";25;0;12;84;736;"0"
"M";"S";35;0;120;60;530;"0"
"M";"C";61;0;720;84;450;"0"
"F";"C";24;0;84;48;500;"1"
"M";"S";38;0;456;84;670;"0"
"F";"D";41;0;12;0;1830;"0"
"M";"C";27;0;204;60;300;"0"
"F";"V";55;0;180;96;380;"0"
"F";"D";35;0;420;120;2400;"0"
"M";"C";46;0;192;60;800;"0"
"M";"O";21;0;120;12;213;"0"
"F";"C";30;0;36;72;600;"0"
"F";"S";30;0;24;24;665;"0"
"M";"S";24;0;12;60;300;"0"
"F";"C";64;0;12;60;1200;"0"
"F";"C";58;0;120;240;450;"0"
"F";"S";21;0;48;48;800;"0"
"F";"C";40;0;60;180;600;"0"
"F";"S";18;0;24;0;210;"0"
"F";"S";22;0;60;12;500;"1"
"M";"D";45;0;36;24;385;"0"
"M";"C";32;0;48;48;1300;"0"
"F";"D";35;0;36;12;352;"0"
"F";"V";69;0;96;0;1300;"0"
"M";"S";21;0;12;24;230;"0"
"M";"S";19;0;36;0;450;"1"
"F";"D";45;0;240;120;2448;"0"
"F";"S";34;0;36;12;1504;"0"
"F";"S";55;0;132;0;0;"0"
"M";"S";28;0;36;84;500;"0"
"F";"C";42;0;48;24;180;"0"
"F";"O";56;0;36;0;280;"0"
"F";"D";42;0;156;192;850;"0"
"F";"S";24;0;12;72;280;"1"
"M";"S";44;0;144;36;817;"0"
"F";"S";35;0;24;12;220;"0"
"F";"S";29;0;120;24;500;"1"
"F";"C";40;0;60;36;350;"0"
"M";"C";29;0;336;0;395;"0"
"M";"V";67;0;24;360;911;"0"
"F";"C";27;0;324;12;500;"0"
"F";"S";20;0;12;12;322;"0"
"F";"S";27;0;60;72;523;"0"
"F";"S";21;0;0;12;280;"1"
"F";"C";24;0;60;0;500;"0"
"M";"S";19;0;228;12;230;"0"
"M";"D";37;0;372;192;851;"0"
"F";"C";36;0;72;48;1654;"0"
"F";"S";29;0;12;12;278;"0"
"F";"V";67;0;12;216;180;"0"
"M";"S";30;0;24;60;900;"0"
"M";"C";56;0;276;120;817;"0"
"M";"C";41;0;48;24;620;"0"
"M";"C";40;0;120;252;1500;"0"
"F";"S";37;0;444;0;500;"0"
"F";"S";50;0;12;180;260;"1"
"F";"C";29;0;72;48;350;"0"
"F";"S";26;0;300;0;307;"0"
"M";"C";43;0;204;132;335;"0"
"F";"C";71;0;480;60;200;"0"
"F";"C";52;0;336;144;800;"0"
"M";"S";27;0;0;0;210;"0"
"F";"S";26;0;120;72;360;"0"
"F";"S";40;0;120;24;230;"0"
"F";"C";29;0;48;12;1500;"0"
"F";"C";29;0;312;48;226;"0"
"F";"S";23;0;36;24;500;"0"
"M";"C";44;0;168;0;300;"1"
"F";"S";35;0;240;0;800;"0"
"F";"C";40;0;120;108;745;"0"
"F";"C";47;0;144;0;700;"0"
"F";"C";41;0;276;24;350;"0"
"M";"C";31;0;72;132;1100;"0"
"M";"C";35;0;120;156;350;"0"
"M";"S";25;0;12;84;1034;"1"
"F";"S";20;0;12;12;267;"0"
"F";"C";40;0;144;0;2000;"0"
"F";"S";23;0;276;36;203;"0"
"F";"S";39;0;468;24;788;"0"
"F";"S";19;0;228;12;310;"0"
"F";"C";26;0;36;96;1200;"0"
"M";"C";32;0;120;12;280;"0"
"F";"S";19;0;12;24;420;"1"
"F";"S";24;0;24;24;330;"0"
"F";"O";38;0;24;12;280;"0"
"F";"S";23;0;264;0;800;"0"
"F";"S";18;0;12;12;250;"0"
"F";"S";29;0;348;60;200;"0"
"F";"C";56;0;240;0;0;"0"
"F";"S";27;0;60;0;700;"1"
"M";"S";37;0;48;120;882;"1"
"M";"C";30;0;84;36;900;"0"
"F";"S";28;0;240;12;697;"0"
"F";"C";35;0;48;60;1767;"1"
"F";"O";40;0;60;24;1300;"0"
"F";"O";25;0;36;0;400;"0"
"M";"C";47;0;96;0;370;"0"
"F";"S";21;0;252;12;249;"1"
"F";"S";31;0;120;0;500;"0"
"M";"S";18;0;24;0;278;"0"
"M";"C";33;0;24;12;900;"1"
"F";"C";51;0;240;0;3000;"0"
"F";"C";21;0;48;48;500;"0"
"F";"S";35;0;180;12;270;"0"
"F";"C";54;0;144;0;520;"0"
"F";"S";22;0;12;12;650;"0"
"M";"C";41;0;72;24;575;"0"
"F";"D";47;0;12;96;569;"0"
"F";"S";20;0;60;12;907;"0"
"F";"S";18;0;144;12;270;"0"
"F";"S";32;0;0;0;222;"0"
"F";"S";35;0;36;36;330;"0"
"M";"C";48;0;180;0;1285;"1"
"M";"O";35;0;12;60;326;"0"
"F";"V";76;0;12;0;6646;"0"
"M";"S";18;0;120;0;500;"1"
"F";"S";19;0;36;0;200;"0"
"F";"S";20;0;240;12;280;"0"
"F";"S";21;0;24;0;350;"0"
"M";"S";19;0;240;12;220;"0"
"F";"S";21;0;252;12;110;"1"
"F";"O";48;0;36;60;731;"0"
"M";"S";28;0;120;0;1500;"0"
"M";"C";36;0;180;12;560;"0"
"M";"O";23;0;96;12;3337;"0"
"F";"S";26;0;72;72;1103;"1"
"F";"C";75;0;600;0;0;"0"
"F";"S";30;0;120;0;240;"0"
"F";"O";39;0;480;0;300;"0"
"F";"S";21;0;252;24;320;"0"
"F";"O";32;0;36;180;750;"0"
"F";"C";48;0;264;36;258;"0"
"M";"S";19;0;144;0;330;"0"
"F";"S";40;0;72;0;200;"0"
"F";"S";29;0;12;36;360;"0"
"M";"C";28;0;72;36;322;"0"
"F";"D";41;0;48;48;1500;"0"
"F";"S";37;0;156;0;200;"0"
"M";"S";18;0;120;12;700;"0"
"F";"S";22;0;240;12;500;"0"
"M";"S";20;0;12;12;221;"0"
"F";"C";42;0;180;24;600;"0"
"F";"S";21;0;144;12;500;"1"
"F";"S";24;0;276;36;800;"0"
"F";"S";36;0;108;24;718;"1"
"M";"S";18;0;216;24;400;"0"
"M";"S";28;0;336;12;400;"0"
"M";"S";19;0;36;12;321;"0"
"F";"S";36;0;372;48;500;"0"
"F";"S";20;0;120;12;332;"0"
"F";"O";31;0;60;84;694;"0"
"M";"C";20;0;48;72;800;"1"
"M";"D";41;0;300;24;487;"0"
"F";"D";48;0;36;24;380;"0"
"F";"S";26;0;108;12;1000;"0"
"F";"C";49;0;240;72;1400;"0"
"F";"S";36;0;36;48;388;"0"
"F";"S";36;0;120;12;202;"0"
"F";"C";22;0;96;24;360;"1"
"F";"S";22;0;12;12;200;"1"
"F";"S";20;0;96;0;750;"0"
"F";"S";41;0;144;192;720;"0"
"M";"C";30;0;84;48;760;"0"
"F";"C";37;0;36;12;400;"0"
"F";"S";22;0;264;36;180;"0"
"F";"S";31;0;120;12;220;"0"
"F";"S";25;0;300;12;200;"0"
"F";"V";60;0;360;12;180;"0"
"F";"S";21;0;60;12;612;"0"
"F";"S";18;0;216;36;400;"0"
"F";"C";47;0;12;12;200;"0"
"F";"S";37;0;216;0;600;"1"
"F";"C";64;0;240;360;600;"0"
"M";"S";23;0;24;60;798;"0"
"F";"C";44;0;36;48;600;"1"
"F";"S";23;0;48;24;960;"1"
"F";"C";31;0;60;12;324;"0"
"F";"S";19;0;228;60;500;"0"
"M";"C";65;0;372;336;2000;"0"
"M";"S";18;0;144;0;500;"0"
"M";"O";33;0;0;0;325;"0"
"M";"S";34;0;120;12;321;"0"
"F";"S";20;0;240;12;270;"0"
"F";"C";38;0;288;36;683;"0"
"F";"D";56;0;36;252;720;"0"
"F";"S";19;0;228;12;350;"1"
"M";"C";42;0;204;252;1200;"0"
"F";"C";36;0;132;240;640;"0"
"F";"S";49;0;120;0;225;"0"
"F";"C";33;0;36;144;1219;"0"
"F";"S";54;0;648;72;336;"0"
"F";"D";33;0;288;0;180;"0"
"F";"S";20;0;120;0;337;"0"
"M";"S";29;0;36;0;300;"0"
"F";"S";18;0;180;0;220;"0"
"M";"S";29;0;24;24;1914;"0"
"F";"S";21;0;12;12;280;"1"
"M";"C";28;0;336;12;380;"0"
"M";"S";21;0;120;12;225;"1"
"F";"S";23;0;12;12;333;"1"
"F";"S";25;0;120;0;285;"0"
"F";"S";32;0;192;0;300;"1"
"F";"C";32;0;384;12;250;"0"
"F";"D";54;0;168;72;3940;"0"
"F";"C";30;0;12;12;420;"0"
"F";"S";27;0;240;48;250;"0"
"F";"C";28;0;12;12;475;"0"
"F";"S";30;0;144;144;400;"0"
"M";"S";19;0;228;0;220;"1"
"F";"C";32;0;120;180;500;"0"
"F";"C";37;0;168;48;439;"0"
"F";"C";28;0;336;12;414;"1"
"M";"C";25;0;120;0;450;"0"
"F";"S";46;0;552;168;1680;"0"
"M";"S";27;0;60;60;1500;"0"
"F";"C";38;0;84;36;290;"0"
"F";"V";46;0;36;0;339;"0"
"F";"S";19;0;228;12;300;"1"
"M";"C";41;0;96;60;1103;"0"
"F";"S";20;0;240;0;300;"0"
"M";"C";24;0;168;48;321;"0"
"F";"S";20;0;240;0;260;"0"
"M";"V";58;0;12;12;180;"1"
"F";"C";38;0;240;36;400;"0"
"F";"C";31;0;180;36;442;"0"
"F";"D";47;0;180;120;500;"0"
"F";"C";24;0;288;0;300;"0"
"F";"C";30;0;36;108;1981;"0"
"F";"S";19;0;168;0;210;"0"
"M";"C";46;0;60;216;1000;"1"
"M";"C";37;0;444;180;374;"0"
"M";"C";36;0;36;12;676;"0"
"M";"C";43;0;0;180;400;"0"
"F";"C";43;0;36;84;875;"0"
"F";"C";25;0;276;60;180;"0"
"F";"C";20;0;12;12;380;"1"
"F";"S";19;0;204;12;373;"0"
"M";"C";43;0;24;12;1000;"0"
"F";"D";34;0;12;12;180;"0"
"M";"C";39;0;132;24;350;"0"
"F";"S";30;0;36;12;919;"0"
"F";"C";40;0;240;72;355;"0"
"F";"O";47;0;84;60;560;"0"
"M";"S";25;0;120;12;350;"0"
"F";"D";44;0;120;36;1400;"1"
"F";"S";46;0;60;0;349;"0"
"F";"S";49;0;12;0;830;"1"
"M";"S";19;0;228;36;600;"1"
"F";"S";20;0;24;24;376;"0"
"M";"O";20;0;240;24;300;"0"
"M";"S";22;0;240;12;233;"1"
"F";"C";23;0;36;0;550;"0"
"F";"S";21;0;60;60;530;"0"
"F";"D";41;0;492;60;180;"1"
"M";"S";20;0;36;24;240;"1"
"M";"S";27;0;12;36;2194;"0"
"F";"S";30;0;120;36;270;"0"
"F";"S";50;0;156;36;600;"1"
"F";"S";38;0;12;60;1800;"0"
"M";"S";20;0;12;24;340;"0"
"F";"S";18;0;24;0;267;"1"
"F";"S";24;0;300;60;350;"0"
"F";"S";32;0;108;36;600;"0"
"F";"S";57;0;12;36;800;"0"
"M";"C";46;0;72;240;500;"0"
"M";"C";61;0;540;480;1200;"0"
"F";"S";38;0;12;0;225;"0"
"M";"C";37;0;108;216;834;"0"
"F";"S";20;0;36;12;185;"1"
"F";"C";30;0;72;24;504;"1"
"F";"S";30;0;36;60;450;"0"
"F";"C";37;0;204;96;340;"1"
"M";"C";40;0;36;24;380;"0"
"M";"C";22;0;36;36;322;"0"
"F";"O";29;0;72;12;236;"0"
"M";"S";19;0;84;12;252;"0"
"F";"C";31;0;192;12;180;"0"
"F";"S";19;0;12;12;300;"1"
"F";"V";69;0;12;12;1803;"0"
"F";"C";48;0;12;0;0;"0"
"F";"S";46;0;204;264;500;"0"
"F";"C";52;0;180;312;804;"0"
"M";"D";48;0;372;24;1114;"0"
"M";"O";39;0;0;0;1700;"0"
"M";"C";33;0;408;24;476;"1"
"F";"C";41;0;24;60;400;"0"
"F";"C";27;0;60;84;420;"0"
"M";"O";41;0;360;120;395;"0"
"F";"C";42;0;300;36;320;"0"
"M";"S";33;0;24;0;700;"0"
"M";"S";22;0;72;12;258;"0"
"F";"S";37;0;240;12;320;"0"
"M";"C";39;0;24;36;2000;"0"
"F";"C";34;0;384;0;181;"0"
"M";"S";24;0;36;12;343;"0"
"F";"C";25;0;0;72;500;"0"
"F";"V";56;0;336;0;771;"0"
"M";"S";41;0;0;12;619;"0"
"F";"C";30;0;12;0;600;"0"
"F";"S";19;0;12;0;2000;"1"
"F";"S";40;0;48;0;0;"1"
"M";"C";43;0;180;12;259;"0"
"F";"S";37;0;360;12;400;"0"
"M";"C";53;0;636;12;815;"0"
"F";"C";51;0;12;0;270;"0"
"F";"O";21;0;72;12;200;"0"
"F";"C";32;0;360;0;697;"0"
"F";"C";47;0;180;120;500;"0"
"F";"S";20;0;12;0;208;"0"
"M";"C";30;0;324;84;270;"0"
"F";"S";19;0;108;0;262;"0"
"F";"S";25;0;12;12;227;"0"
"M";"C";29;0;348;12;429;"0"
"F";"S";32;0;48;12;240;"0"
"F";"D";50;0;60;60;1446;"0"
"M";"C";25;0;12;24;1600;"0"
"F";"S";20;0;84;120;280;"0"
"F";"S";22;0;240;24;400;"1"
"F";"V";46;0;48;12;336;"0"
"M";"C";43;0;180;96;2576;"0"
"F";"D";53;0;336;24;650;"1"
"M";"O";42;0;360;276;1244;"0"
"M";"C";30;0;24;24;535;"0"
"M";"C";53;0;360;0;1121;"0"
"F";"S";31;0;288;12;220;"0"
"F";"V";51;0;240;60;2000;"0"
"F";"V";35;0;72;12;560;"1"
"F";"V";42;0;216;120;1200;"1"
"F";"S";34;0;24;168;400;"0"
"F";"S";49;0;276;60;500;"0"
"F";"D";34;0;276;36;508;"0"
"F";"C";32;0;384;72;850;"0"
"F";"S";28;0;108;12;532;"1"
"M";"V";57;0;120;0;530;"1"
"F";"S";19;0;12;12;230;"1"
"F";"S";41;0;492;12;250;"0"
"F";"S";28;0;12;132;270;"0"
"M";"C";44;0;12;252;1250;"0"
"M";"C";25;0;120;72;800;"1"
"F";"S";42;0;240;36;500;"0"
"F";"C";22;0;264;12;682;"0"
"M";"O";40;0;36;36;650;"1"
"M";"C";30;0;48;48;2600;"0"
"M";"C";53;0;360;36;1000;"0"
"F";"C";43;0;240;156;700;"0"
"M";"C";27;0;96;60;350;"0"
"M";"C";52;0;240;72;552;"0"
"F";"C";32;0;240;24;582;"0"
"M";"C";30;0;96;60;689;"0"
"F";"S";32;0;48;36;205;"0"
"M";"C";45;0;72;12;565;"0"
"M";"C";26;0;312;60;680;"0"
"F";"C";43;0;144;12;262;"0"
"F";"C";36;0;240;36;200;"0"
"F";"S";25;0;36;12;300;"1"
"M";"S";22;0;48;0;0;"0"
"F";"S";20;0;24;24;300;"0"
"F";"S";55;0;12;0;389;"0"
"F";"C";41;0;72;252;1384;"0"
"F";"D";53;0;360;0;1500;"0"
"M";"C";74;0;180;216;7179;"0"
"F";"S";35;0;240;24;330;"0"
"F";"S";52;0;252;0;766;"0"
"M";"S";24;0;240;12;220;"1"
"F";"V";38;0;12;12;300;"0"
"F";"S";24;0;36;36;756;"0"
"F";"S";19;0;216;0;450;"1"
"F";"S";33;0;24;0;320;"0"
"M";"S";42;0;24;12;700;"1"
"F";"S";20;0;240;0;250;"0"
"F";"C";30;0;36;60;500;"0"
"M";"S";20;0;12;12;850;"1"
"M";"S";31;0;72;0;280;"0"
"F";"S";21;0;24;0;500;"0"
"F";"C";48;0;360;300;400;"0"
"F";"S";58;0;24;12;2754;"0"
"M";"S";24;0;240;24;450;"0"
"F";"S";36;0;204;36;450;"0"
"F";"S";22;0;48;12;300;"0"
"F";"C";29;0;12;12;490;"0"
"F";"S";49;0;240;24;800;"0"
"F";"C";28;0;120;12;456;"1"
"M";"S";22;0;36;36;235;"0"
"F";"S";69;0;12;216;1000;"0"
"F";"C";39;0;36;36;1500;"1"
"F";"S";18;0;216;24;500;"0"
"F";"V";45;0;192;0;350;"0"
"F";"O";62;0;276;0;3000;"0"
"M";"S";25;0;216;12;295;"0"
"F";"S";32;0;36;12;370;"0"
"M";"S";52;0;12;252;1000;"0"
"M";"C";55;0;24;24;424;"0"
"F";"C";48;0;276;36;600;"0"
"F";"V";51;0;600;180;800;"0"
"F";"S";24;0;24;12;299;"1"
"F";"V";57;0;480;48;558;"0"
"M";"S";23;0;36;48;680;"0"
"F";"S";20;0;240;72;440;"1"
"F";"D";37;0;60;60;220;"0"
"F";"S";26;0;12;12;550;"0"
"F";"S";21;0;180;48;180;"0"
"F";"C";19;0;36;0;0;"0"
"F";"S";25;0;180;24;310;"0"
"F";"S";42;0;24;24;718;"0"
"F";"S";20;0;12;0;400;"0"
"F";"S";20;0;240;24;810;"0"
"M";"S";18;0;204;12;250;"0"
"M";"C";35;0;396;12;279;"0"
"F";"S";36;0;240;96;1000;"0"
"F";"C";38;0;360;12;258;"0"
"M";"C";50;0;120;240;1200;"0"
"F";"C";28;0;24;0;0;"0"
"F";"S";19;0;72;12;271;"0"
"F";"D";29;0;216;12;300;"0"
"F";"V";79;0;216;0;828;"0"
"F";"S";23;0;180;12;250;"0"
"M";"S";36;0;120;12;308;"0"
"F";"V";35;0;120;0;300;"1"
"F";"S";19;0;216;12;200;"1"
"F";"S";19;0;12;60;230;"0"
"F";"S";45;0;48;276;537;"0"
"F";"S";32;0;360;0;250;"0"
"F";"S";31;0;12;36;220;"0"
"M";"C";34;0;60;60;530;"0"
"F";"C";45;0;276;120;200;"1"
"F";"C";27;0;312;72;300;"0"
"F";"S";31;0;240;24;180;"1"
"F";"S";57;0;36;240;1063;"1"
"F";"S";24;0;216;12;291;"0"
"M";"S";26;0;72;12;329;"0"
"F";"S";27;0;36;36;500;"0"
"M";"C";46;0;36;12;394;"0"
"M";"S";21;0;108;0;239;"0"
"F";"V";52;0;264;48;267;"1"
