"SEX";"MARITAL_STATUS";"AGE";"QUANT_DEPENDANTS";"MONTHS_IN_RESIDENCE";"MONTHS_IN_THE_JOB";"PERSONAL_NET_INCOME";"DELINQ"
"F";"S";23;0;264;0;506;"0"
"F";"V";50;0;24;120;250;"1"
"M";"S";21;0;252;0;300;"1"
"F";"S";21;0;120;0;500;"1"
"F";"C";47;0;12;12;201;"0"
"F";"C";38;0;60;0;0;"1"
"F";"S";30;0;360;0;180;"0"
"F";"C";38;0;168;12;151;"1"
"M";"C";71;0;468;72;540;"0"
"M";"S";21;0;12;12;327;"0"
"F";"S";21;0;72;0;420;"1"
"M";"D";47;0;12;12;225;"1"
"F";"S";56;0;360;240;500;"0"
"F";"C";45;0;360;300;1064;"0"
"F";"S";28;0;420;36;339;"1"
"F";"S";27;0;48;0;476;"0"
"M";"S";21;0;12;12;310;"0"
"M";"S";18;0;228;0;800;"1"
"M";"S";18;0;12;12;294;"0"
"F";"S";21;0;216;24;300;"0"
"F";"O";30;0;12;12;300;"1"
"F";"S";49;0;240;0;1036;"0"
"F";"C";66;0;360;48;180;"0"
"F";"C";31;0;36;12;300;"1"
"F";"S";22;0;60;0;350;"0"
"M";"C";19;0;60;12;294;"1"
"F";"C";45;0;180;180;300;"1"
"M";"C";50;0;120;12;3542;"0"
"F";"S";26;0;312;36;200;"1"
"F";"S";24;0;0;0;350;"1"
"F";"S";34;0;144;0;297;"0"
"M";"S";18;0;216;12;400;"0"
"F";"C";58;0;264;12;320;"0"
"F";"C";25;0;300;12;200;"1"
"F";"S";25;0;300;12;665;"0"
"F";"C";53;0;288;0;890;"0"
"F";"V";60;0;480;48;514;"1"
"M";"C";36;0;48;84;259;"1"
"F";"S";23;0;276;72;600;"0"
"F";"C";39;0;48;48;165;"0"
"M";"C";20;0;240;60;390;"0"
"F";"V";66;0;120;0;1073,45;"0"
"F";"O";35;0;132;108;1500;"0"
"F";"C";37;0;36;0;243;"1"
"F";"O";36;0;36;12;1000;"1"
"F";"V";64;0;180;96;790;"0"
"F";"S";54;0;600;0;413;"0"
"F";"C";48;0;48;0;1705;"0"
"F";"S";32;0;360;24;343;"0"
"F";"S";22;0;132;120;241;"0"
"F";"S";32;0;12;12;192;"0"
"F";"S";28;0;60;36;450;"0"
"F";"S";20;0;240;12;390;"0"
"F";"S";25;0;480;12;250;"0"
"F";"S";42;0;360;0;600;"1"
"M";"S";20;0;240;12;686;"1"
"F";"O";31;0;120;12;180;"0"
"F";"V";66;0;120;120;960;"0"
"F";"C";29;0;60;12;2241;"1"
"F";"S";52;0;216;0;400;"0"
"F";"S";41;0;168;12;350;"0"
"F";"S";20;0;60;12;250;"1"
"M";"S";19;0;216;0;300;"0"
"F";"S";19;0;240;0;226;"1"
"F";"V";74;0;24;0;1259;"0"
"M";"S";30;0;12;12;2000;"0"
"M";"C";23;0;24;0;225;"0"
"M";"S";22;0;252;12;312;"1"
"F";"S";23;0;276;12;250;"0"
"M";"S";19;0;240;36;300;"0"
"F";"S";25;0;300;12;400;"1"
"F";"C";39;0;108;0;400;"0"
"M";"S";45;0;300;0;300;"0"
"F";"S";20;0;96;24;306;"0"
"F";"S";18;0;276;12;445;"0"
"F";"S";24;0;96;120;1500;"0"
"F";"S";49;0;24;0;180;"0"
"F";"C";24;0;288;60;800;"1"
"M";"O";21;0;252;12;490;"0"
"F";"C";44;0;84;216;648;"0"
"M";"C";34;0;60;168;800;"0"
"F";"V";52;0;360;192;794;"0"
"F";"C";53;0;36;240;600;"0"
"F";"S";30;0;12;12;260;"0"
"F";"S";31;0;24;60;400;"0"
"F";"S";21;0;24;12;237;"1"
"F";"D";35;0;132;12;269;"0"
"F";"S";19;0;84;48;300;"0"
"F";"S";20;0;240;12;250;"1"
"F";"S";20;0;240;0;200;"1"
"F";"S";22;0;264;0;400;"0"
"F";"C";37;0;36;12;220;"0"
"M";"C";46;0;564;12;1038;"1"
"F";"S";18;0;96;12;180;"1"
"M";"S";22;0;276;108;187;"0"
"M";"S";38;0;456;12;1186;"0"
"F";"S";38;0;36;24;250;"0"
"F";"C";32;0;84;0;2000;"1"
"F";"V";54;0;564;36;726;"0"
"F";"S";31;0;12;12;380;"0"
"F";"S";27;0;180;24;1500;"0"
"F";"S";44;0;168;132;680;"0"
"F";"C";33;0;24;12;317;"1"
"F";"C";33;0;48;192;413;"0"
"F";"S";25;0;240;24;900;"0"
"F";"C";31;0;60;60;454;"0"
"M";"S";20;0;48;24;226;"0"
"F";"V";58;0;324;12;180;"0"
"M";"C";22;0;12;108;300;"0"
"F";"S";65;0;180;0;2338;"0"
"M";"C";39;0;156;72;247;"0"
"F";"V";58;0;48;12;655;"0"
"M";"S";19;0;228;12;201;"0"
"F";"D";33;0;96;12;200;"1"
"F";"V";36;0;36;84;402;"1"
"M";"C";38;0;24;60;1387;"0"
"M";"D";56;0;240;0;1287;"1"
"F";"S";22;0;180;12;300;"0"
"F";"S";36;0;12;120;1436;"1"
"F";"S";23;0;120;36;450;"1"
"F";"S";39;0;120;12;270;"0"
"M";"C";31;0;240;108;553;"0"
"F";"S";29;0;96;12;332;"0"
"F";"S";21;0;180;12;225;"0"
"F";"V";70;0;36;108;849;"0"
"M";"S";18;0;192;12;310;"0"
"F";"S";39;0;72;12;365;"0"
"F";"C";24;0;36;24;250;"0"
"M";"S";30;0;36;0;180;"0"
"F";"C";73;0;540;120;220;"0"
"F";"O";25;0;120;12;300;"1"
"F";"V";72;0;480;0;600;"0"
"F";"S";19;0;24;12;190;"1"
"F";"C";40;0;144;156;1620;"0"
"M";"S";20;0;240;12;370;"0"
"F";"V";42;0;480;0;200;"0"
"F";"S";27;0;300;120;220;"0"
"F";"C";32;0;12;108;1500;"0"
"F";"S";36;0;12;0;0;"1"
"F";"S";22;0;48;12;500;"1"
"F";"O";44;0;24;0;1087;"0"
"F";"S";33;0;36;36;300;"0"
"M";"C";28;0;12;60;650;"0"
"F";"S";43;0;252;168;467;"0"
"F";"V";74;0;36;0;400;"0"
"F";"V";53;0;360;120;530;"0"
"F";"S";31;0;240;60;2000;"0"
"M";"C";55;0;24;24;468;"0"
"M";"S";19;0;12;12;1200;"0"
"F";"V";46;0;0;12;249;"0"
"M";"S";30;0;120;48;667;"0"
"M";"D";57;0;144;384;1662;"0"
"F";"C";45;0;216;216;979;"1"
"F";"S";19;0;108;12;300;"0"
"F";"C";47;0;60;12;219;"0"
"M";"C";23;0;36;60;285;"0"
"M";"S";21;0;24;12;351;"0"
"M";"S";27;0;48;48;406;"0"
"F";"C";68;0;12;240;1111;"0"
"M";"C";38;0;300;12;555;"1"
"F";"C";46;0;12;12;360;"0"
"F";"C";53;0;480;24;576;"0"
"F";"C";32;0;384;180;550;"0"
"M";"S";20;0;48;12;277;"1"
"F";"S";23;0;36;0;403;"1"
"F";"C";41;0;36;36;800;"0"
"M";"C";32;0;24;0;174;"0"
"F";"C";52;0;204;120;500;"0"
"M";"S";21;0;240;24;282;"0"
"F";"S";20;0;240;12;342;"0"
"F";"S";20;0;240;24;250;"0"
"F";"C";37;0;84;60;1500;"0"
"F";"S";35;0;72;120;1387;"0"
"M";"C";44;0;204;144;1200;"0"
"M";"S";23;0;216;0;180;"0"
"F";"S";21;0;48;24;200;"0"
"M";"S";21;0;24;24;283;"0"
"M";"S";34;0;36;120;1500;"0"
"F";"C";45;0;192;24;4000;"0"
"M";"S";20;0;252;0;200;"0"
"F";"S";20;0;216;0;212;"0"
"F";"S";18;0;216;12;320;"1"
"M";"C";56;0;36;0;4800;"0"
"F";"C";19;0;240;12;1600;"0"
"M";"C";33;0;120;48;1061;"0"
"F";"S";31;0;132;0;100;"0"
"M";"O";35;0;24;72;590;"0"
"F";"S";46;0;240;180;800;"0"
"M";"C";44;0;132;24;2200;"0"
"F";"S";20;0;156;12;712;"0"
"F";"C";58;0;264;0;2034;"0"
"F";"S";26;0;60;12;360;"0"
"M";"C";66;0;96;96;364;"0"
"F";"S";21;0;252;0;315;"0"
"M";"S";21;0;264;36;1200;"0"
"F";"C";43;0;240;312;600;"0"
"M";"S";19;0;144;12;319;"1"
"F";"C";40;0;360;0;300;"0"
"F";"S";26;0;120;12;1400;"0"
"F";"S";37;0;36;72;258;"1"
"F";"S";54;0;108;0;800;"0"
"F";"S";20;0;240;24;420;"0"
"F";"C";38;0;120;0;150;"0"
"F";"S";45;0;12;12;1083;"0"
"M";"C";36;0;120;240;1100;"0"
"F";"V";57;0;60;0;180;"0"
"M";"S";19;0;96;36;220;"0"
"M";"S";32;0;240;168;1192;"1"
"F";"C";51;0;120;120;1000;"0"
"F";"S";24;0;36;24;1537;"0"
"F";"S";26;0;36;24;305;"0"
"F";"S";23;0;96;0;200;"0"
"F";"S";26;0;60;0;0;"0"
"F";"S";21;0;252;0;231;"0"
"F";"C";20;0;12;12;200;"0"
"F";"S";24;0;288;0;629;"0"
"F";"S";50;0;12;300;1065;"0"
"M";"S";38;0;96;0;360;"0"
"M";"S";23;0;12;12;434;"1"
"F";"S";54;0;600;180;550;"1"
"F";"S";29;0;336;12;181;"0"
"F";"C";50;0;288;72;240;"0"
"F";"C";39;0;72;12;637;"0"
"F";"S";31;0;60;60;270;"1"
"F";"S";33;0;12;36;564;"0"
"F";"S";23;0;60;0;500;"1"
"F";"S";27;0;324;24;839;"0"
"F";"S";50;0;600;264;665;"1"
"F";"S";44;0;36;24;800;"0"
"M";"S";21;0;12;12;550;"1"
"M";"C";24;0;12;12;348,96;"0"
"M";"S";22;0;264;24;257;"1"
"M";"S";20;0;120;12;150;"1"
"F";"S";23;0;276;24;1000;"0"
"F";"S";47;0;480;12;250;"0"
"F";"S";21;0;12;12;220;"0"
"F";"S";25;0;300;12;200;"1"
"F";"S";21;0;24;0;532;"1"
"F";"C";38;0;96;36;1300;"1"
"F";"S";23;0;36;12;530;"1"
"M";"S";22;0;120;120;1600;"0"
"F";"S";43;0;420;0;1416;"0"
"M";"S";24;0;300;0;195;"0"
"F";"O";57;0;108;0;1154;"0"
"M";"C";40;0;48;132;1020;"0"
"F";"S";28;0;24;12;321;"1"
"F";"C";22;0;48;24;512;"0"
"M";"S";21;0;12;24;230;"0"
"M";"C";21;0;96;12;322;"0"
"F";"D";41;0;12;0;1830;"0"
"F";"S";18;0;216;12;220;"1"
"M";"S";24;0;192;12;180;"0"
"M";"S";33;0;12;120;260;"1"
"F";"S";26;0;312;84;253;"0"
"F";"S";28;0;12;12;414;"1"
"F";"S";24;0;180;12;642;"0"
"F";"V";43;0;264;12;1900;"0"
"M";"S";19;0;108;0;200;"0"
"M";"S";21;0;252;0;500;"1"
"F";"C";42;0;108;120;360;"0"
"F";"S";37;0;288;300;428;"0"
"F";"C";30;0;348;0;180;"1"
"M";"C";49;0;480;12;597;"0"
"F";"C";33;0;60;36;300;"0"
"F";"C";37;0;12;144;1200;"0"
"F";"C";31;0;24;12;792;"1"
"F";"C";49;0;24;12;200;"0"
"F";"V";24;0;60;12;623;"0"
"F";"S";30;0;12;120;1500;"0"
"F";"S";32;0;360;48;450;"1"
"M";"C";32;0;96;156;0;"0"
"F";"S";28;0;180;36;250;"1"
"F";"C";18;0;12;12;225;"0"
"F";"S";38;0;360;12;500;"1"
"F";"C";42;0;180;240;1200;"0"
"F";"C";29;0;120;12;237;"0"
"M";"C";54;0;120;0;0;"1"
"M";"C";28;0;60;24;249;"0"
"F";"S";19;0;120;12;280;"1"
"F";"C";51;0;12;0;450;"0"
"F";"C";37;0;96;24;500;"1"
"F";"S";22;0;240;24;204;"1"
"M";"O";32;0;96;60;331;"1"
"F";"S";20;0;48;0;180;"0"
"M";"S";26;0;312;60;800;"0"
"F";"S";40;0;480;240;1078;"0"
"M";"S";25;0;312;0;252;"0"
"M";"O";29;0;12;12;696;"0"
"M";"S";29;0;240;120;500;"0"
"F";"S";18;0;48;12;409;"0"
"F";"S";22;0;144;0;500;"1"
"F";"S";19;0;72;12;465;"0"
"F";"S";25;0;12;36;435;"0"
"F";"C";64;0;252;0;1500;"0"
"F";"O";24;0;240;12;450;"0"
"F";"C";27;0;12;24;1106;"0"
"F";"S";46;0;24;24;550;"1"
"F";"D";40;0;132;144;1073;"0"
"F";"C";36;0;12;120;200;"0"
"M";"S";20;0;24;12;350;"0"
"M";"S";31;0;360;12;750;"0"
"M";"S";42;0;24;12;700;"1"
"M";"S";23;0;288;0;285;"1"
"F";"V";46;0;96;312;2102;"0"
"F";"C";39;0;60;216;909;"0"
"F";"C";37;0;72;156;683;"0"
"F";"C";32;0;120;168;1232;"0"
"M";"S";25;0;300;84;1042;"0"
"F";"S";47;0;24;36;2000;"0"
"F";"S";22;0;264;12;290;"0"
"M";"S";19;0;12;12;300;"0"
"F";"C";37;0;360;0;180;"1"
"F";"S";30;0;360;36;500;"1"
"F";"S";20;0;12;0;500;"0"
"F";"S";20;0;36;0;216;"0"
"F";"C";37;0;24;12;560;"0"
"F";"S";44;0;360;240;434;"0"
"F";"S";20;0;48;0;300;"0"
"F";"V";75;0;360;180;1394;"0"
"F";"C";28;0;24;156;350;"0"
"M";"S";20;0;36;60;276;"0"
"M";"C";43;0;36;0;667;"0"
"F";"S";28;0;60;0;400;"0"
"F";"O";32;0;132;12;392;"1"
"F";"S";21;0;264;36;190;"1"
"M";"S";32;0;120;144;209;"0"
"M";"C";57;0;36;48;2964;"0"
"M";"S";21;0;36;24;700;"0"
"F";"S";20;0;120;0;312;"1"
"F";"S";33;0;108;12;222;"1"
"F";"S";24;0;0;12;315;"0"
"M";"O";19;0;240;12;226;"1"
"F";"S";21;0;48;12;400;"0"
"F";"C";35;0;12;180;1500;"1"
"F";"S";22;0;276;12;1000;"0"
"M";"S";23;0;96;48;255;"0"
"F";"C";30;0;360;0;0;"0"
"M";"S";22;0;276;72;250;"0"
"F";"C";29;0;72;216;150;"0"
"F";"C";36;0;180;36;654;"0"
"F";"C";66;0;300;180;1300;"0"
"F";"C";34;0;408;12;399;"0"
"F";"S";25;0;36;12;281;"0"
"F";"S";40;0;120;108;620;"0"
"M";"S";25;0;300;36;310;"0"
"F";"C";51;0;24;0;300;"1"
"M";"C";49;0;48;228;1370;"1"
"F";"S";22;0;48;36;452;"0"
"F";"S";41;0;24;0;277;"0"
"M";"S";18;0;12;12;459;"0"
"F";"D";38;0;72;12;21193;"0"
"F";"D";60;0;600;0;498;"0"
"F";"C";40;0;12;216;982;"0"
"F";"C";44;0;120;0;500;"0"
"F";"S";24;0;120;0;450;"0"
"F";"S";20;0;228;24;600;"0"
"F";"S";50;0;360;216;1175;"0"
"F";"S";50;0;36;0;300;"0"
"M";"S";20;0;240;0;416;"0"
"F";"C";35;0;108;0;600;"1"
"M";"C";44;0;264;168;974;"0"
"F";"S";20;0;120;12;300;"1"
"F";"V";72;0;216;0;380;"0"
"F";"S";24;0;12;0;300;"1"
"F";"C";44;0;180;0;0;"0"
"M";"D";46;0;252;12;1107;"0"
"F";"S";37;0;120;72;2219;"0"
"F";"S";25;0;0;24;630;"0"
"F";"S";39;0;360;0;2800;"0"
"M";"C";39;0;180;192;592;"0"
"F";"S";45;0;240;120;500;"0"
"M";"S";40;0;120;252;771;"0"
"F";"C";23;0;12;12;988;"0"
"M";"C";22;0;24;0;220;"0"
"F";"D";35;0;192;12;658;"0"
"F";"S";24;0;36;24;280;"1"
"F";"C";47;0;192;12;5014;"0"
"F";"C";43;0;36;60;700;"0"
"M";"C";39;0;360;12;221;"0"
"F";"V";42;0;240;24;1500;"0"
"F";"D";51;0;108;120;340;"0"
"F";"S";44;0;240;12;220;"0"
"F";"V";59;0;360;360;690;"1"
"F";"C";26;0;36;0;300;"0"
"F";"S";23;0;24;24;360;"0"
"M";"C";45;0;312;96;493;"0"
"F";"C";32;0;132;0;200;"0"
"F";"C";31;0;12;12;268;"0"
"M";"S";25;0;12;12;480;"1"
"F";"C";46;0;192;264;1600;"0"
"F";"S";44;0;0;360;1568;"0"
"M";"S";17;0;12;12;218;"0"
"M";"S";31;0;12;12;400;"0"
"F";"S";23;0;48;0;230;"0"
"F";"D";41;0;240;24;350;"0"
"M";"S";22;0;216;0;245;"0"
"M";"C";67;0;228;132;910;"0"
"F";"S";34;0;36;12;450;"0"
"F";"S";29;0;12;12;600;"0"
"F";"S";22;0;264;36;240;"0"
"F";"S";38;0;12;132;2040;"0"
"F";"C";33;0;396;12;381;"0"
"F";"S";39;0;468;300;900;"0"
"M";"S";31;0;240;96;180;"0"
"F";"C";46;0;516;180;350;"0"
"F";"S";21;0;252;12;440;"1"
"F";"C";18;0;0;0;300;"0"
"F";"C";36;0;180;72;600;"0"
"F";"D";50;0;312;0;320;"0"
"F";"C";40;0;264;0;600;"0"
"M";"C";27;0;72;12;285;"0"
"F";"C";61;0;120;0;0;"0"
"F";"C";43;0;192;168;398;"0"
"F";"V";29;0;264;48;250;"0"
"M";"C";51;0;156;12;1516;"0"
"F";"V";72;0;24;0;454;"0"
"F";"S";50;0;240;216;180;"1"
"F";"O";52;0;96;48;1800;"0"
"F";"C";56;0;360;108;350;"0"
"F";"V";41;0;24;0;830;"0"
"F";"C";32;0;120;0;0;"0"
"F";"S";20;0;120;12;204;"0"
"F";"C";42;0;300;0;1100;"0"
"F";"V";53;0;12;0;270;"1"
"F";"S";39;0;180;0;0;"0"
"F";"C";32;0;12;108;481;"0"
"F";"S";20;0;120;0;280;"1"
"F";"S";38;0;240;60;813;"0"
"F";"C";20;0;12;12;334;"0"
"F";"V";62;0;216;0;500;"0"
"F";"S";33;0;360;144;400;"0"
"M";"S";22;0;276;144;250;"0"
"F";"C";52;0;180;0;723;"0"
"F";"C";65;0;120;144;800;"0"
"F";"S";22;0;24;0;400;"0"
"F";"S";25;0;36;12;220;"1"
"F";"S";28;0;24;12;200;"0"
"F";"O";30;0;36;24;308;"0"
"F";"S";31;0;288;12;220;"0"
"F";"S";40;0;48;0;0;"0"
"M";"S";20;0;228;12;826;"0"
"M";"S";23;0;204;0;180;"1"
"F";"S";25;0;288;12;222;"0"
"M";"C";37;0;444;240;300;"0"
"F";"V";46;0;48;24;460;"0"
"F";"C";26;0;96;168;300;"1"
"F";"S";30;0;48;12;3000;"0"
"F";"S";19;0;24;36;180;"0"
"M";"C";26;0;36;24;270;"0"
"F";"V";65;0;180;252;180;"0"
"F";"V";33;0;360;108;1043;"0"
"F";"C";38;0;120;0;452;"0"
"F";"C";62;0;360;0;180;"0"
"F";"O";47;0;12;60;943;"0"
"M";"S";26;0;60;84;1242;"1"
"M";"S";33;0;120;0;950;"0"
"F";"C";32;0;72;0;400;"0"
"F";"S";40;0;12;12;2539;"0"
"F";"S";32;0;12;12;400;"0"
"F";"C";46;0;180;0;1600;"0"
"F";"S";37;0;240;12;249;"0"
"F";"S";28;0;336;0;350;"0"
"F";"C";49;0;216;0;100;"1"
"F";"C";56;0;60;372;1989;"1"
"F";"C";25;0;60;36;360;"0"
"F";"C";52;0;48;96;800;"0"
"M";"S";31;0;240;72;750;"0"
"F";"C";46;0;12;0;0;"0"
"F";"S";22;0;36;0;300;"0"
"F";"S";21;0;252;12;172;"1"
"F";"C";36;0;48;48;200;"0"
"F";"S";20;0;36;12;284;"0"
"F";"S";21;0;24;12;220;"1"
"M";"S";19;0;156;24;208;"0"
"F";"C";34;0;12;96;506;"0"
"F";"S";19;0;24;0;450;"1"
"F";"V";66;0;360;12;1300;"0"
"F";"S";21;0;120;12;220;"0"
"F";"O";27;0;120;0;350;"0"
"F";"S";44;0;276;132;266;"0"
"F";"C";67;0;432;0;0;"0"
"F";"S";22;0;36;48;213;"0"
"M";"S";21;0;0;12;500;"0"
"F";"D";46;0;168;0;775;"0"
"F";"S";40;0;360;12;575;"0"
"F";"S";48;0;228;24;430;"1"
"F";"S";58;0;420;240;650;"0"
"F";"S";40;0;360;156;1174;"0"
"F";"S";20;0;240;0;0;"0"
"F";"C";67;0;564;36;400;"0"
"F";"S";18;0;84;12;220;"0"
"M";"S";32;0;240;0;0;"0"
"F";"V";71;0;252;264;1355;"0"
"F";"C";23;0;36;24;350;"0"
"F";"S";27;0;264;12;350;"0"
"M";"C";28;0;336;24;600;"1"
"M";"S";24;0;24;12;850;"0"
"F";"O";46;0;12;12;220;"1"
"F";"C";33;0;12;108;500;"0"
"F";"S";59;0;360;0;210;"0"
"F";"S";23;0;180;12;360;"0"
"F";"S";44;0;528;180;590;"0"
"F";"S";39;0;12;12;374;"0"
"F";"S";19;0;120;12;256;"0"
"F";"C";51;0;612;240;400;"0"
"M";"S";25;0;12;12;1158;"1"
"F";"S";24;0;168;0;250;"1"
"F";"S";28;0;180;12;226;"1"
"F";"C";19;0;228;0;0;"1"
"M";"O";30;0;24;96;1883;"0"
"F";"S";24;0;24;24;330;"0"
"M";"C";37;0;24;120;381;"0"
"F";"C";35;0;180;0;226;"0"
"F";"S";34;0;36;24;400;"1"
"F";"S";23;0;300;60;600;"0"
"M";"S";31;0;372;12;800;"1"
"F";"D";34;0;408;48;800;"0"
"M";"C";28;0;60;48;273;"0"
"F";"S";71;0;60;36;180;"1"
"F";"C";26;0;312;84;437;"0"
"F";"C";46;0;180;300;1264;"1"
"M";"S";22;0;48;12;360;"0"
"F";"V";45;0;360;36;359;"0"
"M";"S";20;0;240;12;311;"0"
"F";"S";33;0;48;48;380;"0"
"F";"V";66;0;360;0;200;"0"
"F";"S";18;0;216;0;200;"0"
"M";"C";27;0;324;0;270;"0"
"F";"S";36;0;84;36;680;"0"
"M";"S";25;0;12;12;300;"0"
"F";"D";61;0;324;60;380;"1"
"F";"S";20;0;240;12;275;"0"
"F";"O";54;0;144;168;490;"0"
"F";"S";32;0;384;12;317;"1"
"F";"S";19;0;12;24;400;"0"
"M";"C";22;0;264;60;230;"0"
"F";"V";59;0;240;0;2606;"0"
