"SEX";"MARITAL_STATUS";"AGE";"QUANT_DEPENDANTS";"MONTHS_IN_RESIDENCE";"MONTHS_IN_THE_JOB";"PERSONAL_NET_INCOME";"DELINQ"
"F";"C";54;0;216;72;2088;"0"
"F";"C";30;0;288;0;530;"0"
"F";"S";33;0;60;48;226;"0"
"F";"S";18;0;240;12;180;"1"
"F";"V";27;0;12;24;795;"0"
"F";"S";43;0;120;0;1000;"0"
"F";"S";24;0;240;36;521;"1"
"F";"S";25;0;96;24;300;"0"
"F";"S";55;0;240;12;350;"0"
"F";"V";60;0;120;0;180;"0"
"F";"C";21;0;252;24;280;"0"
"F";"S";36;0;432;0;0;"0"
"M";"S";27;0;72;12;240;"0"
"F";"S";46;0;480;288;433;"0"
"F";"C";36;0;48;60;3932;"0"
"F";"S";31;0;300;36;200;"0"
"F";"S";32;0;12;36;366;"0"
"F";"S";34;0;144;12;567;"0"
"F";"O";32;0;108;132;1100;"0"
"F";"S";20;0;12;12;198;"0"
"M";"S";29;0;168;0;350;"0"
"F";"C";49;0;252;180;1600;"0"
"F";"O";71;0;456;144;180;"0"
"F";"S";35;0;300;36;260;"0"
"F";"C";33;0;36;0;0;"0"
"F";"S";26;0;288;24;350;"0"
"F";"S";29;0;276;0;300;"0"
"M";"O";33;0;12;0;748;"0"
"M";"S";21;0;180;12;254;"0"
"M";"C";29;0;264;12;850;"1"
"F";"S";20;0;240;24;200;"0"
"M";"C";25;0;12;24;607;"0"
"F";"V";58;0;336;336;512;"0"
"M";"C";33;0;48;0;290;"0"
"F";"C";51;0;384;60;482;"0"
"F";"O";27;0;12;0;300;"1"
"M";"O";30;0;96;84;850;"1"
"M";"S";20;0;240;24;650;"0"
"F";"S";26;0;120;48;220;"1"
"F";"C";40;0;240;180;1500;"0"
"M";"C";51;0;288;24;740;"0"
"F";"C";53;0;360;12;1000;"0"
"F";"S";21;0;12;12;322;"0"
"M";"O";30;0;180;132;428;"0"
"F";"C";38;0;72;12;800;"0"
"M";"C";76;0;240;120;4839;"0"
"F";"C";50;0;24;0;200;"1"
"F";"O";50;0;12;12;450;"0"
"F";"C";39;0;36;168;346;"0"
"F";"C";25;0;60;24;600;"0"
"F";"V";72;0;300;60;180;"0"
"M";"C";42;0;24;156;1500;"0"
"F";"C";26;0;12;12;180;"0"
"F";"C";43;0;120;0;2000;"0"
"F";"S";43;0;120;24;700;"0"
"M";"S";29;0;24;12;386;"0"
"F";"C";73;0;576;348;271;"0"
"M";"C";49;0;48;228;1370;"1"
"F";"S";43;0;120;0;300;"0"
"F";"C";27;0;48;24;380;"0"
"F";"C";39;0;156;132;1312;"0"
"F";"V";51;0;360;24;480;"0"
"F";"S";62;0;324;24;205;"0"
"M";"C";37;0;144;24;500;"1"
"F";"S";19;0;96;12;476;"0"
"M";"D";72;0;360;0;279;"0"
"F";"C";25;0;288;0;1083;"1"
"F";"S";30;0;360;0;350;"0"
"M";"S";20;0;96;12;180;"1"
"M";"C";71;0;840;240;560;"1"
"F";"C";50;0;192;12;800;"1"
"M";"S";36;0;72;84;1115;"1"
"F";"S";37;0;288;300;428;"0"
"F";"C";33;0;84;24;386;"0"
"M";"C";32;0;384;36;600;"0"
"F";"S";45;0;0;36;1213;"0"
"F";"S";45;0;312;48;440;"0"
"M";"S";35;0;420;36;757;"1"
"M";"S";38;0;12;0;500;"0"
"F";"S";22;0;12;12;600;"1"
"F";"S";47;0;480;144;600;"0"
"M";"S";30;0;36;0;180;"0"
"F";"C";56;0;36;0;569;"0"
"M";"S";20;0;240;12;435;"0"
"F";"S";21;0;24;12;2000;"0"
"F";"S";48;0;36;0;1836;"0"
"F";"S";23;0;60;60;1650;"1"
"M";"C";43;0;156;180;600;"0"
"F";"S";61;0;480;60;881;"1"
"F";"S";31;0;324;12;180;"0"
"M";"C";20;0;240;12;229;"0"
"F";"V";46;0;108;276;600;"0"
"F";"C";30;0;12;36;400;"0"
"F";"S";22;0;216;12;180;"0"
"F";"S";49;0;192;24;500;"0"
"F";"S";20;0;36;0;220;"0"
"M";"C";36;0;12;120;323;"0"
"M";"S";43;0;360;12;450;"0"
"M";"C";24;0;12;12;348,96;"0"
"M";"S";50;0;240;12;409;"1"
"M";"S";22;0;24;36;360;"0"
"M";"S";21;0;60;24;500;"0"
"M";"S";20;0;132;0;250;"0"
"F";"C";40;0;360;0;180;"0"
"M";"S";19;0;240;0;308;"1"
"F";"S";42;0;108;36;201;"0"
"F";"C";57;0;396;0;600;"0"
"M";"C";32;0;12;12;277;"0"
"F";"O";47;0;336;216;900;"0"
"F";"S";38;0;48;72;250;"0"
"F";"S";19;0;36;12;530;"0"
"F";"C";60;0;384;132;311;"0"
"F";"S";24;0;288;12;225;"1"
"F";"S";36;0;180;0;877;"0"
"F";"C";45;0;240;192;356;"0"
"F";"S";18;0;12;24;180;"0"
"M";"S";18;0;216;0;360;"0"
"F";"C";29;0;96;60;300;"0"
"F";"S";21;0;0;12;850;"0"
"F";"S";23;0;276;12;363;"0"
"M";"C";63;0;324;96;2759;"0"
"F";"V";33;0;360;108;1043;"0"
"M";"C";29;0;72;24;383;"0"
"F";"S";19;0;36;24;450;"1"
"M";"S";35;0;24;12;803;"0"
"F";"C";28;0;24;0;500;"0"
"F";"S";19;0;12;24;420;"1"
"F";"S";21;0;60;24;191;"0"
"F";"C";34;0;144;36;300;"0"
"F";"C";72;0;528;204;670;"0"
"M";"C";34;0;300;60;2200;"0"
"F";"C";22;0;156;36;279;"1"
"F";"S";26;0;312;12;850;"0"
"M";"C";31;0;12;36;683;"0"
"F";"C";22;0;60;0;0;"1"
"F";"S";22;0;276;24;500;"1"
"F";"S";18;0;216;12;200;"0"
"F";"S";20;0;240;24;220;"0"
"F";"S";28;0;108;108;500;"0"
"M";"C";42;0;144;12;756;"0"
"F";"C";32;0;24;24;300;"0"
"F";"D";37;0;144;0;900;"0"
"F";"O";47;0;12;60;943;"0"
"F";"D";38;0;60;12;500;"0"
"M";"C";43;0;240;0;1000;"0"
"M";"S";21;0;252;12;858;"0"
"F";"S";29;0;60;12;300;"0"
"F";"S";26;0;36;12;700;"0"
"F";"S";23;0;132;12;1950;"0"
"F";"S";34;0;360;36;371;"0"
"F";"C";43;0;120;240;823;"1"
"M";"S";20;0;24;24;300;"0"
"F";"V";53;0;96;0;499;"0"
"F";"C";39;0;360;0;350;"1"
"F";"V";39;0;192;96;270;"0"
"F";"S";28;0;24;12;400;"0"
"F";"V";51;0;480;156;1175;"1"
"F";"O";42;0;276;60;400;"0"
"F";"S";18;0;24;12;700;"0"
"F";"C";19;0;12;24;300;"0"
"F";"S";34;0;408;120;370;"0"
"F";"S";37;0;12;36;300;"0"
"F";"S";45;0;0;0;192;"0"
"F";"S";19;0;240;12;229;"0"
"F";"S";21;0;12;12;400;"0"
"F";"S";34;0;72;72;400;"0"
"F";"S";52;0;312;240;280;"0"
"F";"S";27;0;324;12;270;"0"
"F";"S";19;0;12;12;320;"1"
"F";"S";39;0;240;12;550;"0"
"F";"C";50;0;576;84;750;"0"
"F";"C";34;0;156;0;250;"0"
"F";"C";27;0;84;0;0;"0"
"F";"C";24;0;12;0;597;"0"
"F";"S";33;0;396;24;600;"0"
"F";"S";52;0;12;12;300;"0"
"F";"S";21;0;36;12;500;"0"
"F";"C";29;0;348;24;250;"0"
"M";"S";36;0;12;0;800;"0"
"M";"S";38;0;456;144;354;"0"
"F";"O";36;0;180;48;800;"0"
"F";"S";48;0;144;0;0;"0"
"F";"C";38;0;192;0;400;"0"
"F";"S";20;0;228;0;200;"0"
"M";"C";30;0;12;12;280;"1"
"M";"C";59;0;24;24;1111;"0"
"F";"S";41;0;120;48;450;"0"
"F";"S";50;0;96;0;368;"0"
"F";"S";46;0;72;12;442;"0"
"M";"C";43;0;240;252;3560;"0"
"F";"S";33;0;48;12;380;"0"
"M";"S";25;0;300;72;538;"1"
"M";"S";23;0;12;24;172;"1"
"F";"S";23;0;48;24;400;"0"
"F";"C";43;0;240;12;417;"0"
"M";"S";21;0;252;36;680;"0"
"M";"S";46;0;360;60;345;"0"
"F";"C";45;0;12;12;260;"0"
"F";"C";48;0;168;60;842;"0"
"F";"D";45;0;240;120;2448;"0"
"F";"S";35;0;36;180;1600;"0"
"F";"S";43;0;336;84;200;"0"
"M";"S";27;0;96;12;239;"1"
"M";"S";21;0;36;12;198;"1"
"F";"S";30;0;240;48;874;"0"
"F";"S";25;0;96;12;200;"0"
"F";"V";39;0;12;0;965;"0"
"F";"C";42;0;12;12;1760;"0"
"F";"S";27;0;12;60;850;"0"
"M";"S";32;0;384;12;618;"0"
"F";"D";42;0;132;72;400;"0"
"F";"S";59;0;552;0;480;"0"
"M";"C";67;0;12;0;1500;"0"
"F";"S";42;0;12;228;980;"0"
"F";"V";43;0;264;12;1900;"0"
"F";"S";30;0;72;0;433;"0"
"F";"C";49;0;192;324;799;"0"
"F";"C";44;0;156;276;615;"0"
"F";"S";20;0;60;12;660;"0"
"F";"S";29;0;180;12;190;"1"
"M";"C";32;0;372;60;1000;"0"
"F";"C";44;0;180;12;480;"0"
"F";"S";21;0;252;60;5000;"1"
"M";"C";38;0;240;12;0;"1"
"M";"C";43;0;240;0;400;"0"
"F";"C";30;0;72;0;270;"0"
"F";"S";27;0;288;48;2800;"0"
"F";"O";30;0;288;24;180;"0"
"M";"C";70;0;300;12;1767;"0"
"F";"C";38;0;468;12;362;"1"
"M";"C";29;0;48;0;180;"1"
"F";"S";26;0;120;36;730;"0"
"F";"S";44;0;240;0;242;"1"
"F";"C";43;0;0;24;1200;"0"
"F";"S";29;0;300;24;180;"0"
"M";"S";23;0;240;0;424;"0"
"F";"S";43;0;276;0;533;"0"
"F";"C";20;0;12;12;150;"0"
"F";"C";60;0;72;60;180;"0"
"F";"S";22;0;12;60;310;"0"
"F";"C";44;0;120;36;800;"0"
"F";"C";36;0;84;48;800;"0"
"F";"S";30;0;204;60;1200;"0"
"F";"C";52;0;24;228;520;"0"
"F";"S";19;0;60;12;240;"0"
"F";"S";51;0;84;0;830;"0"
"F";"S";34;0;36;12;258;"0"
"M";"O";30;0;72;48;455;"0"
"F";"S";28;0;324;12;581;"0"
"M";"S";26;0;72;12;484;"0"
"M";"S";22;0;240;12;260;"0"
"F";"C";36;0;240;36;726;"0"
"F";"D";45;0;240;72;400;"0"
"M";"C";29;0;24;60;1200;"0"
"F";"O";40;0;48;36;520;"0"
"F";"S";18;0;144;12;220;"0"
"F";"C";51;0;132;0;0;"0"
"F";"S";38;0;96;204;1300;"0"
"M";"D";46;0;12;0;1128;"0"
"F";"C";39;0;156;36;412;"0"
"F";"C";35;0;168;12;286;"0"
"F";"O";28;0;48;72;634;"0"
"F";"V";41;0;24;72;2400;"1"
"F";"V";71;0;48;0;580;"0"
"M";"S";20;0;48;12;277;"1"
"M";"C";64;0;360;144;800;"0"
"M";"S";32;0;384;36;1700;"0"
"F";"S";22;0;12;0;400;"0"
"F";"S";20;0;192;12;350;"0"
"F";"S";32;0;24;24;1300;"0"
"F";"S";18;0;180;12;183;"1"
"F";"S";31;0;12;72;3800;"1"
"F";"D";68;0;240;0;563;"0"
"F";"S";24;0;48;36;220;"0"
"F";"V";47;0;156;24;1089;"0"
"F";"C";50;0;216;0;10;"1"
"M";"S";21;0;228;0;260;"0"
"F";"S";31;0;24;48;300;"0"
"F";"V";33;0;312;48;281;"0"
"M";"S";21;0;168;0;356;"0"
"M";"S";25;0;120;60;500;"0"
"M";"S";19;0;12;12;225;"0"
"F";"C";37;0;12;12;400;"0"
"M";"C";37;0;72;0;800;"0"
"F";"C";20;0;12;12;334;"0"
"M";"O";67;0;264;60;1315;"0"
"F";"S";20;0;0;0;400;"1"
"F";"S";18;0;216;0;0;"0"
"M";"C";28;0;84;0;400;"0"
"F";"S";42;0;144;0;600;"0"
"F";"V";71;0;360;12;436;"1"
"F";"S";22;0;48;0;200;"0"
"F";"S";23;0;12;0;350;"0"
"M";"S";21;0;12;36;500;"0"
"M";"C";45;0;60;0;1041;"0"
"F";"S";23;0;264;96;150;"1"
"M";"C";28;0;216;12;777;"0"
"M";"S";19;0;108;12;199;"0"
"F";"C";44;0;120;36;289;"0"
"F";"C";42;0;36;24;300;"0"
"M";"C";37;0;276;0;0;"0"
"F";"S";25;0;96;0;250;"1"
"F";"C";63;0;72;60;2058;"0"
"F";"C";25;0;120;36;600;"0"
"F";"D";32;0;384;0;312;"0"
"F";"C";47;0;12;24;800;"0"
"M";"S";25;0;300;0;350;"0"
"F";"S";23;0;24;36;1600;"0"
"F";"D";44;0;120;36;1400;"1"
"F";"S";18;0;216;0;200;"0"
"F";"C";45;0;240;72;300;"0"
"F";"V";40;0;24;12;255;"1"
"F";"S";58;0;120;36;2000;"1"
"F";"V";61;0;300;48;450;"1"
"F";"V";52;0;300;0;379;"0"
"F";"S";24;0;288;0;242;"0"
"F";"O";34;0;120;0;650;"0"
"M";"C";34;0;84;132;350;"0"
"M";"S";23;0;120;60;350;"0"
"F";"C";52;0;192;12;900;"1"
"F";"S";25;0;300;36;300;"0"
"F";"O";35;0;12;12;270;"0"
"F";"C";50;0;204;60;300;"0"
"F";"D";41;0;168;48;1600;"0"
"M";"C";36;0;120;36;294;"0"
"M";"C";24;0;12;12;860;"1"
"M";"C";38;0;456;132;1247;"0"
"F";"S";20;0;240;12;300;"0"
"F";"O";33;0;120;36;350;"1"
"F";"C";42;0;96;228;1611;"0"
"M";"C";47;0;48;300;2107;"0"
"F";"D";38;0;240;36;588;"1"
"M";"C";31;0;144;0;618;"0"
"F";"S";28;0;36;12;800;"0"
"F";"S";40;0;72;0;1800;"0"
"M";"S";25;0;60;36;342;"0"
"F";"C";42;0;120;84;501;"0"
"M";"S";19;0;228;12;455;"0"
"M";"S";24;0;72;0;387;"1"
"F";"C";22;0;24;12;200;"0"
"M";"C";43;0;24;168;250;"0"
"M";"S";21;0;240;0;239;"0"
"M";"C";40;0;12;276;1788;"0"
"F";"S";20;0;216;72;450;"0"
"F";"S";27;0;60;0;250;"0"
"F";"C";36;0;120;0;380;"0"
"F";"D";46;0;96;0;1372;"0"
"F";"D";27;0;24;24;450;"1"
"F";"D";37;0;60;60;1510;"0"
"F";"C";35;0;96;48;450;"0"
"F";"S";30;0;348;0;405;"0"
"F";"C";24;0;60;48;350;"1"
"F";"V";54;0;12;0;1140;"0"
"F";"S";20;0;240;12;270;"1"
"M";"S";18;0;216;0;180;"0"
