"price";"bedrooms";"bathrooms";"sqft_living";"sqft_lot";"floors";"lat";"long";"yr_built"
254950;4;2;2180;8800;1;47,3676;-122,046;1977
9e+05;3;3,5;4080;217697;1,5;47,2604;-122,139;2000
429000;3;2,5;1860;11122;2;47,5062;-122,151;1994
660000;5;2,25;3740;14913;1,5;47,6234;-122,059;1979
270000;3;1,75;1370;10866;1;47,6774;-122,164;1945
699950;3;2,5;3370;36218;2;47,5855;-121,987;1988
345000;3;1,75;1540;6909;1;47,7451;-122,313;1955
435000;3;2,25;1380;3015;2;47,6783;-122,157;2009
871000;4;2,5;2150;8536;1;47,5663;-122,163;1967
360000;4;2,5;2020;7289;2;47,401;-122,171;1994
344000;3;1;1150;12402;1;47,7422;-122,099;1969
295000;3;2,25;1850;7800;2;47,3146;-122,379;1974
548000;4;2,5;2440;11005;2;47,5318;-122,176;1994
885000;3;2;2590;3750;1,5;47,635;-122,353;1904
242025;4;1,75;1400;54014;1,5;47,4153;-122,184;1935
2e+05;5;1,75;1770;15525;1;47,5025;-122,142;1959
1130000;5;2,5;4310;28008;2;47,6662;-122,056;1988
685000;4;2;2340;6000;1;47,6495;-122,401;1953
390000;3;2;1930;12443;1;47,4906;-121,775;1969
249950;3;2;1670;4438;1;47,1948;-121,974;2014
540000;4;1,75;1630;6120;1;47,6821;-122,31;1918
330000;4;2,5;1940;3784;2;47,4513;-122,119;2003
228950;3;1;1120;6625;1;47,4879;-122,332;1942
435000;3;2,5;2370;6082;2;47,5288;-121,846;2004
767250;4;3;2170;2500;2;47,6742;-122,303;1997
345000;2;1;1080;7775;1;47,5447;-122,394;1955
456000;3;2,5;2130;5205;2;47,4832;-121,774;2013
326000;3;2,5;1782;1577;3;47,7114;-122,301;2000
839000;3;1;1230;12305;1;47,6095;-122,195;1955
393000;3;2;1320;10720;2;47,6203;-122,037;1981
250000;3;1;920;4429;1;47,5369;-122,291;1952
675000;3;2;1510;3817;1,5;47,6088;-122,294;1905
440000;3;2,25;1680;57063;2;47,4669;-121,765;1989
525000;3;1,75;1710;7350;1;47,699;-122,167;1981
160000;3;1,5;1010;9600;1;47,4097;-122,316;1962
428900;4;2,5;2820;5056;2;47,3591;-122,038;2006
765000;3;2,5;2300;9752;2;47,5825;-122,076;1968
560000;3;2,5;2280;12498;2;47,5688;-122,014;1987
322000;3;1,75;1510;8400;1;47,4476;-121,771;1979
89950;1;1;570;4080;1;47,5098;-122,334;1942
355000;3;2,5;2400;9701;1;47,3081;-122,392;1990
1200000;4;1,75;3990;13470;2;47,5305;-122,131;2006
289000;4;2,25;1930;8925;1;47,4501;-122,128;1974
530000;3;2,25;2160;8114;1;47,7176;-122,35;1960
377500;3;2,25;1410;1377;2;47,5342;-122,067;2005
5e+05;3;1,75;2420;65501;2;47,6525;-122,087;1984
180250;2;0,75;900;9600;1;47,4604;-122,339;1941
299950;3;1;1410;81021;1;47,4303;-122,067;1949
280000;5;2,5;1630;20750;1;47,3657;-122,113;1975
306500;3;2,25;2060;38377;1;47,2752;-122,319;1978
543000;3;2,25;1240;949;3;47,6488;-122,334;2008
369000;3;2;1340;1480;3;47,6904;-122,393;1997
309900;5;2,5;2100;17825;1;47,3094;-122,191;1974
229000;4;1,5;1820;22814;1,5;47,7321;-122,296;1920
420000;3;2,75;2300;8000;1;47,3293;-122,306;1965
640000;3;2,5;1690;1553;2,5;47,6443;-122,385;2007
420000;3;3;2700;47050;2;47,4446;-122,104;1986
352000;4;2,5;2470;5015;2;47,3457;-122,041;2004
263500;4;1,75;2210;6375;1;47,3268;-122,328;1977
940000;4;2,75;3270;9231;2;47,6539;-122,121;1995
324900;4;2,5;1880;7965;2;47,3642;-122,052;2000
363000;2;1;1120;4800;1;47,5669;-122,372;1926
644000;4;2,5;3310;4839;2;47,773;-122,161;2007
380000;3;1;1380;8147;1;47,7407;-122,3;1948
404000;3;1,75;1720;7202;1;47,5044;-122,19;1995
850000;6;3,5;2820;5400;1;47,6791;-122,374;1958
375000;3;1,75;1430;10574;2;47,7668;-122,218;1981
1215000;4;3,75;3820;53574;1;47,7337;-122,121;1994
467500;3;1;1830;6453;1;47,7139;-122,288;1956
869000;5;3,25;4180;49222;2;47,5488;-122,094;1979
475000;2;1;890;4590;1;47,6901;-122,362;1923
350000;3;2,5;2100;3574;2;47,7453;-121,984;2005
445000;3;2,75;2180;3703;2;47,776;-122,169;2004
778100;2;1;1480;4080;1;47,6842;-122,393;1949
640000;3;2,5;2370;11172;2;47,5345;-122,179;1993
316500;4;2,5;2150;6807;2;47,4053;-122,189;1991
915000;4;2,5;3510;28052;2;47,6671;-122,057;1988
7e+05;4;2,5;2770;89298;2;47,6624;-122,01;2004
574000;2;2,25;1100;1114;2;47,6199;-122,304;2009
775000;4;3,5;3390;3960;2;47,5406;-121,995;2008
290000;4;1,75;2340;7200;1;47,497;-122,369;1960
579000;3;2,5;1640;1269;3;47,6197;-122,3;2009
430000;2;1,5;1090;4013;1,5;47,6652;-122,338;1900
435000;3;2,5;1900;7984;2;47,7433;-122,194;1993
216000;3;1;1280;8712;1;47,3298;-122,297;1956
455500;3;2;1460;10311;1;47,6771;-122,156;1975
4e+05;2;2;1520;5010;1;47,6948;-122,364;1999
349000;2;1;1150;7552;1;47,7215;-122,323;1951
290000;1;1;550;5700;1;47,6846;-122,366;1916
780000;3;2;2610;6000;1;47,675;-122,289;1941
323000;3;2;1830;6925;1;47,4445;-122,123;1979
610000;4;3;2110;5000;1,5;47,5195;-122,391;1930
490000;2;1,75;1670;4200;2;47,5862;-122,387;1912
991500;4;3;3820;26895;2;47,7253;-122,092;1995
350000;4;2,5;2800;9538;2;47,2675;-122,307;1993
589000;4;2,5;2910;5776;2;47,5388;-121,87;1998
254950;3;2,5;1794;4769;2;47,3052;-122,283;2005
740000;3;3,5;2420;4000;2;47,6054;-122,295;1907
446000;4;2,5;1530;8375;1;47,7174;-122,236;1974
515000;3;1,75;1580;9147;1;47,6069;-122,112;1967
160000;3;1,75;1010;5355;1;47,5202;-122,351;1950
285000;3;1,75;1100;1307;2;47,5601;-122,363;2008
115000;2;1;790;7252;1;47,5048;-122,365;1930
268000;2;1;1380;5000;1;47,5339;-122,293;1943
275000;3;1,5;1320;7695;1;47,4908;-122,181;1959
395000;3;2,5;1630;15200;1;47,7454;-122,103;1988
848000;3;3,5;3010;5717;2;47,5943;-122,15;2000
814950;4;2,75;2990;6626;2;47,7107;-122,11;2014
450000;3;1;1060;4650;1;47,5784;-122,393;1950
280000;6;3;2400;9373;2;47,3262;-122,214;1991
809950;4;2;2230;9900;1,5;47,5979;-122,173;1959
634950;3;3;2180;2650;1,5;47,6891;-122,375;1930
610000;5;3,25;3490;23400;1;47,5701;-122,124;1957
319000;4;3,25;2360;8344;2;47,4403;-122,126;1990
320000;2;1;1140;3834;1,5;47,5642;-122,378;1911
643002;3;2,5;1770;3744;1,5;47,6807;-122,364;1929
361000;3;1,75;2130;8742;1;47,5057;-122,231;1955
760000;3;2,5;2050;15020;1;47,759;-122,371;1960
450000;3;2,5;2450;19744;2;47,3746;-122,026;1990
467000;3;2;1840;3432;2;47,7368;-122,295;2012
1200000;4;3,5;3930;43560;2;47,7497;-122,121;2003
378000;3;1,5;1050;57499;1;47,5602;-121,86;1975
258500;3;2,5;1800;9000;2;47,3186;-122,331;1983
805000;4;2;1890;4500;1,5;47,6684;-122,356;1907
350000;4;2,5;1530;2248;1,5;47,5766;-122,309;1914
525000;3;2,75;2130;1400;2;47,5661;-122,29;2010
404000;4;1,75;1840;10720;1;47,6074;-122,125;1958
425000;4;2,5;1930;14196;1;47,7407;-122,097;1977
464550;3;1,5;1690;10500;1;47,7018;-122,165;1967
280000;3;2,5;1600;4271;2;47,3303;-122,269;2000
1290000;5;3,5;4090;290980;1;47,7161;-122,219;2002
410000;3;1;1190;5280;1;47,5131;-122,383;1957
340000;1;1;640;4800;1;47,5551;-122,382;1918
112000;1;1;1080;3230;1;47,3075;-122,217;1963
599000;4;1;1590;4280;1,5;47,667;-122,335;1924
580000;3;1,75;1850;2797;1;47,6871;-122,336;1977
280000;1;0,75;420;6720;1;47,552;-122,311;1922
9e+05;3;1;1560;3825;1,5;47,6803;-122,387;1930
238950;2;1;1190;11400;1;47,5012;-122,265;1951
449888;3;2,25;2520;78408;2;47,3514;-122,279;1988
355000;3;2,25;1860;5028;2;47,7318;-121,982;2012
250000;3;1;930;6060;1;47,5289;-122,28;1973
260000;3;1,75;1360;15210;1;47,3657;-122,047;1987
222000;3;1,75;1370;8280;1;47,4096;-122,172;1980
438400;2;1;1340;8100;1;47,7218;-122,37;1953
940000;3;1;1220;8119;1;47,6328;-122,236;1955
997000;4;3,5;3430;13609;2;47,5196;-122,151;2001
399000;3;3,25;1680;1478;2;47,5674;-122,369;2009
229950;3;1,75;1900;8910;2;47,2769;-122,145;1988
501000;2;1,75;1810;7523;1;47,5695;-122,087;1962
4e+05;4;2,5;2398;5988;2;47,452;-122,204;2008
1160000;3;2,75;2380;5572;2;47,6626;-122,271;1939
950000;6;1;2330;5000;1,5;47,6789;-122,397;1920
360000;3;1;1050;9206;1,5;47,7071;-122,301;1954
502000;4;1,75;1920;3844;1;47,7041;-122,353;1967
210000;2;0,75;840;49658;1;47,4727;-122,292;1948
483453;4;2,75;2790;5527;2;47,4827;-121,773;2014
205000;4;2,5;1767;4500;2;47,2607;-122,25;2006
750000;3;3,75;2460;7630;1;47,7147;-122,373;1976
410000;4;2,5;2510;5258;2;47,4818;-122,188;2001
235000;3;1;1310;15022;1;47,5008;-122,332;1934
460000;4;2,5;2680;11998;1;47,337;-122,321;1960
560000;4;2,5;2480;16360;1;47,7638;-122,265;1959
435000;3;2;2360;12744;2;47,483;-122,164;1964
374950;3;2,5;2540;11562;1;47,7614;-122,229;1964
564950;4;2,75;2990;4521;2;47,7401;-122,226;2014
713250;3;2;2050;9000;1;47,5885;-122,245;1951
199950;3;2,75;2270;13590;1,5;47,2099;-122,001;1948
1385000;5;3,75;3290;6480;2;47,653;-122,415;1938
419000;2;1,75;1510;4980;1;47,7191;-122,023;2006
340000;4;2,25;2530;24700;2;47,3939;-122,177;1974
239000;4;1,75;1500;12560;1;47,2918;-122,197;1977
452000;3;2,5;1530;5032;2;47,6985;-122,349;1998
158800;3;1;960;8291;1;47,5006;-122,334;1950
387500;3;1;1560;14333;1;47,432;-122,348;1953
295000;4;1;980;3000;1,5;47,5892;-122,312;1914
479950;3;2,5;2810;4984;1;47,4461;-122,209;2006
325000;5;2,75;2130;6222;1;47,5272;-122,276;1991
379950;2;1;870;7500;1;47,5465;-122,384;1947
575000;3;2,5;1760;2320;2;47,5723;-122,376;1994
276900;3;1;1270;7566;1;47,5074;-122,175;1958
525000;3;1;1010;3520;1;47,6208;-122,319;1902
350000;3;1;1050;8583;1;47,7451;-122,339;1955
295000;3;2;1380;8682;1;47,4238;-122,322;1966
252000;3;2,5;1680;8284;2;47,3609;-122,048;1989
332000;4;2,5;2300;4482;2;47,3599;-122,082;2013
737500;4;2,5;3200;36276;2;47,6304;-121,994;1993
275053;2;1;1060;6504;1;47,7412;-122,327;1950
6e+05;2;1;1110;3500;1,5;47,6453;-122,327;1912
285000;4;1,75;2130;8151;1;47,3932;-122,201;1967
354000;3;1;990;7590;1;47,6228;-122,121;1959
650000;3;2,75;1540;1251;2;47,6298;-122,321;2002
705000;3;2;1460;6250;1,5;47,6693;-122,333;1912
810000;3;2,5;2670;10481;2;47,6673;-122,176;2003
287000;3;1;1250;26862;1;47,426;-122,154;1965
639000;4;2,5;2150;12028;2;47,7224;-122,101;1982
2e+05;4;2,5;1720;9600;1;47,2917;-122,188;1961
745000;4;2,5;3400;4840;2;47,5066;-122,146;2006
440000;3;2,5;1390;4997;2;47,5303;-121,855;2004
245000;4;2,25;2140;8800;2;47,3655;-122,291;1963
215000;2;2,25;1610;2040;2;47,518;-122,194;1979
336000;3;1,5;1240;5000;1;47,5659;-122,36;1964
378000;4;1,5;2140;7920;1;47,5491;-122,272;1959
360000;4;1,75;2010;12188;1;47,5013;-122,147;1960
375000;4;2,5;2310;7800;2;47,3737;-122,164;2011
450000;5;2;1870;7344;1,5;47,5951;-122,144;1960
640000;2;2,25;1540;958;3;47,6179;-122,318;2007
324000;3;2,25;1550;4411;2;47,7373;-121,966;2001
132825;3;1,5;1210;5200;1;47,3615;-122,087;1969
349000;3;3,25;1340;1151;3;47,6904;-122,346;2008
395000;3;1,75;1460;22651;1;47,4861;-122,03;1961
234975;3;1,75;1650;8073;1;47,3187;-122,182;1980
276000;3;2;1450;8928;1;47,3637;-122,075;1998
147500;3;1,5;1230;10125;1;47,397;-122,299;1960
670000;3;2,5;1800;4763;2;47,646;-122,362;1985
235000;3;1,5;1300;7600;1;47,2083;-122,005;1963
541338;3;2,5;2060;8123;2;47,6642;-122,13;1977
315000;5;2,5;2090;4698;2;47,3538;-122,025;1998
429000;3;1,75;2520;5043;1;47,5339;-122,372;1957
299900;3;2,5;1210;2046;2;47,5212;-122,357;2008
290000;4;2;1560;8800;2;47,4927;-122,312;1942
840000;4;3,5;3840;85728;2;47,615;-121,954;1998
420000;4;2,5;2170;10500;1;47,7512;-122,295;1962
555000;4;1,5;3050;82764;1;47,5266;-122,189;1966
167000;3;1,5;1280;5547;2;47,3344;-122,215;1985
310000;1;0,75;520;2885;1;47,6886;-122,378;1947
442515;4;2,5;2930;4875;2;47,3421;-122,179;2014
565000;4;2,5;2330;7936;2;47,6269;-122,03;1987
945800;4;2,75;3360;9100;1;47,5641;-122,149;1973
475000;4;2,5;2500;4500;2;47,4928;-122,149;2010
490000;3;2,75;1990;31200;1;47,5544;-122,035;1986
506000;2;1;1060;3588;1;47,6721;-122,395;1926
654000;3;3,25;1530;1565;2;47,6179;-122,312;2005
1045000;4;3,25;4160;47480;2;47,7266;-122,115;1995
300523;3;2,5;2370;6840;2;47,6503;-122,366;1987
160000;4;1;1540;7350;1;47,3318;-122,34;1969
361000;3;1;1100;4046;1,5;47,344;-122,331;1922
360000;6;2,75;2850;15240;1;47,5288;-122,345;1962
1387000;4;3,5;4010;10880;2;47,5359;-122,213;1990
279000;3;2,5;2010;11618;2;47,1956;-121,985;1990
375000;3;1;1000;6947;1;47,7142;-122,319;1947
475000;2;1,75;1320;3420;1;47,6639;-122,399;1955
655000;4;2,5;2860;12394;2;47,5832;-122,026;1999
295000;3;2;1810;10530;1;47,1913;-122,012;1991
160000;3;1,5;1480;7000;1;47,2866;-122,368;1980
239900;4;1,75;1480;9523;1;47,3732;-122,217;1959
305000;3;1;1250;23680;1;47,475;-122,11;1967
315000;3;2;1770;9685;1;47,4753;-122,342;1948
530000;5;2,75;3230;13572;1;47,4393;-122,347;1965
231000;3;2,5;1370;7247;2;47,3767;-122,303;1995
148000;1;1;620;8261;1;47,5138;-122,364;1939
465000;4;2,5;2200;3141;2;47,5726;-122,305;1994
436000;2;1;1240;8100;1,5;47,7326;-122,288;1925
447500;4;2;1770;3332;2;47,5563;-122,281;1924
323000;3;1;1590;7759;2;47,5217;-121,819;1912
585000;3;2,5;2290;5089;2;47,5443;-122,172;2001
352500;3;1,75;1860;7881;1;47,3855;-122,322;1986
270000;4;2,25;2600;9900;1;47,4881;-122,237;1965
575000;3;1,75;1580;11750;1;47,5368;-122,265;1951
845800;4;3,5;3020;12750;2;47,6524;-122,184;1990
285000;3;1,75;2880;18296;1;47,4881;-122,281;1958
165000;3;1;1120;5000;1;47,5109;-122,357;1917
5e+05;2;1;1630;12059;1;47,7228;-122,314;1947
499950;4;2,5;2798;4473;2;47,4295;-122,205;2012
750000;5;1,75;2850;11860;1;47,7503;-122,28;1951
1e+06;4;3;4260;18687;2;47,5874;-121,982;1996
829000;4;3;3310;4500;2,5;47,6594;-122,345;1900
312500;4;0,5;2300;5570;2;47,3285;-122,168;1996
436000;4;2,5;2640;3899;2;47,754;-122,217;2000
335000;4;2,75;2540;7210;1;47,4601;-122,165;1979
380000;3;2,25;2530;12042;2;47,3742;-122,125;1989
320000;4;2,5;2000;10051;2;47,3625;-122,025;1997
1325000;3;3;3180;2758;2;47,6377;-122,342;2008
510000;2;2,25;1470;1101;2;47,6768;-122,301;2005
7e+05;5;3,25;2400;3118;2;47,6094;-122,291;1928
275000;2;1,75;930;7080;1;47,5224;-122,36;1923
420000;3;1;1060;6000;1;47,5427;-122,275;1954
430000;4;1,75;1890;6000;1;47,7274;-122,305;1947
399000;3;1;1340;7191;1;47,7148;-122,212;1974
366000;3;2,25;1445;1028;2;47,5339;-122,067;2005
490000;3;2,25;1410;7740;1;47,523;-122,371;1923
467000;3;1;1220;8040;1,5;47,7133;-122,308;1965
235000;3;1,75;1370;14030;1;47,2969;-122,163;1977
1050000;4;3,5;3450;7832;2;47,5637;-122,123;2007
5e+05;5;2;2300;7897;2,5;47,7556;-122,356;1956
657500;4;2,25;2520;10370;2;47,6377;-122,049;1980
436000;3;2,5;1150;1193;2;47,6684;-122,365;2006
614000;5;2,5;3150;5150;2;47,5506;-122,269;1907
599000;4;2,5;2480;5000;2;47,6811;-122,035;2004
570000;3;2,5;3150;20189;2;47,447;-122,088;1990
1220000;3;3,25;3960;6132;2;47,6396;-122,409;1933
462500;2;2;1690;4200;2;47,621;-122,303;1906
850000;5;3,5;4200;5400;2;47,7077;-122,12;2012
189000;2;1;790;7128;1;47,4873;-122,324;1944
179000;4;1,75;1790;7175;1,5;47,4963;-122,318;1900
525000;4;2,75;2470;7200;1;47,5631;-122,317;1940
4e+05;4;1,75;1770;12875;1;47,7438;-122,247;1988
320900;3;2;1770;7251;1;47,4087;-122,17;1990
130000;2;1;880;9000;1;47,4672;-122,291;1928
349950;3;2,5;2240;7565;2;47,3485;-122,301;1999
630000;3;1,75;1710;8767;1;47,6945;-122,188;1986
530000;4;2,5;2320;5493;2;47,7727;-122,229;2004
577500;3;1,75;2140;13286;1;47,5722;-122,128;1964
615000;4;2,25;1780;10260;2;47,6647;-122,142;1971
437000;4;2,5;1890;8505;1;47,6796;-122,115;1980
427000;4;2,5;1600;14000;1;47,7258;-122,326;1950
716500;3;1,75;1930;5000;1;47,6582;-122,278;1936
322000;3;1;1230;9660;1;47,6829;-122,06;1968
290000;3;1,5;1040;9997;1;47,7583;-122,302;1955
269500;3;1,75;1840;7412;1;47,3933;-122,188;1976
525000;3;2,5;2030;6970;2;47,5718;-121,999;1991
420000;3;2;2020;38332;1;47,4582;-122,023;1975
440000;4;2,75;2030;56192;1;47,752;-122,073;1979
362000;5;2,5;2880;8216;2;47,3747;-122,185;2001
590000;5;1;1840;6710;1,5;47,5686;-122,378;1920
1200000;4;2;2120;3360;2;47,6227;-122,31;1905
515000;3;2,5;2010;7200;2;47,7372;-122,223;1994
378750;3;2,5;2160;3000;1,5;47,5644;-122,289;1909
859000;3;2,5;2920;434728;2;47,3809;-122,13;1999
495000;3;1,75;1890;6557;1;47,7032;-122,286;1967
4e+05;3;1;1410;9704;1;47,6203;-122,036;1983
168000;3;1;1150;8000;1,5;47,2749;-122,252;1913
4e+05;2;2,5;1170;1811;2;47,6132;-122,297;2001
460000;4;1,75;1560;7200;1;47,7001;-122,279;1943
925000;4;2;3140;10437;1;47,5786;-122,229;1959
724950;4;1,75;1960;4340;1;47,6847;-122,37;1912
575000;3;2,25;2680;100188;2;47,4776;-122,02;1978
255000;4;2,5;2070;7800;2;47,3487;-122,315;1989
699000;2;1,5;1400;4050;1;47,6768;-122,269;1954
699000;3;1,75;1670;5375;1;47,6416;-122,397;1952
1174660;6;3,5;4310;7760;2;47,5297;-122,155;2013
552500;4;3,5;3710;10400;2;47,5041;-122,186;2002
471500;3;2,5;2430;5866;2;47,5158;-121,871;2009
383000;4;2,5;2640;8055;2;47,315;-122,193;2004
678100;3;1,75;1850;2860;1,5;47,5853;-122,39;1931
279000;4;2,5;2009;4800;2;47,2586;-122,2;2012
220000;3;1;1000;223462;1;47,2099;-122,043;1933
275000;3;1,75;1300;8099;1;47,5026;-122,172;1976
434000;3;2,75;1830;3200;2;47,7155;-122,218;1991
926300;3;1,5;1660;4800;2;47,6352;-122,358;1907
289000;2;1,5;1160;2158;2;47,7178;-122,19;1982
276000;3;1,5;1820;8750;1;47,4213;-122,322;1958
175000;2;1;1300;44431;1;47,327;-122,267;1958
620000;4;3,5;3880;8244;2;47,7426;-121,976;2007
290500;4;2,5;1680;3000;2;47,494;-122,279;2003
545000;5;4;1680;7268;1;47,5571;-122,356;2008
593500;3;1;1370;4000;2;47,6711;-122,324;1918
290000;4;2;1630;7618;1,5;47,3658;-122,317;1967
765000;4;4;3010;7221;2;47,5833;-121,97;2004
225000;3;1;900;6099;1;47,4807;-122,289;1944
885000;3;1,5;2200;2880;2;47,6308;-122,312;1904
270000;1;1;720;5196;1;47,6928;-122,337;1911
230000;3;1,5;1500;11616;1;47,4062;-122,174;1980
385000;4;1,75;1660;10757;1;47,5071;-122,194;1980
316000;3;2,25;2130;8721;1;47,4202;-122,204;1987
585000;4;2,5;2630;6185;2;47,5229;-122,192;1999
592000;3;1,75;1560;7424;1;47,6981;-122,374;1940
645000;4;2,5;2430;14400;1;47,6202;-122,138;1963
570000;3;1,75;2390;9000;1;47,6809;-122,113;1975
205000;3;1,75;1170;8239;1;47,3679;-122,088;1981
1185000;3;2,5;2510;4600;2;47,7051;-122,223;2006
840000;4;2,75;3040;13559;2;47,522;-122,149;2003
295000;3;1,5;850;2500;1;47,5677;-122,36;1986
375000;2;1;900;5413;1;47,7047;-122,307;1947
300499;4;2,5;2150;7944;2;47,259;-122,215;1990
429000;5;2,5;2340;4500;2;47,4911;-122,154;2009
270000;3;2,5;1670;8364;1;47,369;-122,084;1990
440000;3;2;1860;217800;2;47,5157;-122,107;1998
415000;3;1,5;1090;8400;1;47,6219;-122,115;1966
288790;4;2;1350;942;3;47,5401;-122,026;2008
609000;4;2,5;3240;23870;1;47,7731;-122,282;1972
399500;3;1,75;1410;7700;1;47,5375;-122,176;1967
625000;4;2;2190;3622;1,5;47,6887;-122,312;1925
393500;3;1,75;1600;8156;1;47,7397;-122,3;1948
339950;3;2,5;2140;7641;1;47,5053;-122,186;1979
140000;3;1,5;1200;2002;2;47,4659;-122,189;1966
449950;3;1,75;1470;7590;1;47,6964;-122,362;1988
914600;4;3;3180;80837;2;47,7336;-122,134;1985
7e+05;2;1,75;2320;5500;1,5;47,586;-122,292;1925
220000;3;2;1410;7998;1;47,4968;-122,277;1940
740500;3;3,5;4380;6350;2;47,6981;-122,368;1900
289000;3;2,5;1490;8628;2;47,3643;-122,041;1994
350000;3;1;1370;8162;1,5;47,7263;-122,289;1949
1175000;5;2,75;2560;5618;1,5;47,6416;-122,355;1923
365000;4;2,5;2905;4874;2;47,4084;-122,169;2003
615000;3;1,75;2620;8280;1;47,7235;-122,359;1948
195000;2;1;860;10400;1;47,3682;-122,096;1983
269900;3;2,25;1740;9672;1;47,4149;-122,181;1963
327500;2;1;830;8183;1;47,7366;-122,302;1950
527000;4;2,5;2830;6163;2;47,5227;-122,19;2000
212000;3;1,5;1060;9225;1;47,3217;-122,318;1955
310000;3;2;2010;12950;1;47,7222;-122,229;1953
241500;3;1;1400;10425;1;47,2738;-122,301;1968
4e+05;5;2,5;2510;7525;1,5;47,5422;-122,359;1929
179000;3;1;920;5200;1;47,3603;-122,085;1969
349900;3;2,5;1580;2765;2;47,5444;-122,369;2011
840000;3;2;2783;11177;2;47,538;-122,38;1910
410000;1;1,5;1010;5750;1;47,5411;-122,392;1911
1315000;5;4;4420;36342;2;47,6468;-122,151;1982
464950;3;1,5;1200;890;2;47,6384;-122,342;2008
