"SEX";"MARITAL_STATUS";"AGE";"QUANT_DEPENDANTS";"MONTHS_IN_RESIDENCE";"MONTHS_IN_THE_JOB";"PERSONAL_NET_INCOME";"DELINQ"
"M";"S";21;0;252;12;220;"0"
"F";"S";18;0;60;24;400;"0"
"F";"S";57;0;216;192;523;"0"
"F";"S";39;0;12;108;582;"0"
"F";"S";26;0;24;24;350;"0"
"F";"V";50;0;240;0;180;"0"
"F";"V";73;0;600;240;3512;"0"
"F";"S";28;0;120;84;300;"0"
"F";"O";26;0;312;24;800;"0"
"F";"C";29;0;12;24;884;"0"
"M";"S";24;0;96;60;1252;"0"
"M";"C";33;0;36;24;200;"0"
"M";"S";22;0;276;36;350;"0"
"F";"C";38;0;456;12;300;"0"
"F";"S";21;0;24;0;260;"0"
"M";"S";29;0;48;24;320;"1"
"F";"C";33;0;360;12;1130;"0"
"F";"S";31;0;12;60;800;"0"
"F";"S";32;0;48;48;320;"0"
"F";"V";53;0;12;12;1347;"0"
"F";"S";28;0;72;96;450;"1"
"F";"S";35;0;420;0;413;"0"
"F";"C";44;0;12;0;0;"0"
"F";"D";43;0;276;12;436;"0"
"F";"C";23;0;48;36;750;"0"
"M";"S";18;0;192;12;400;"0"
"M";"D";38;0;12;108;1181;"0"
"F";"C";39;0;252;24;272;"0"
"M";"S";21;0;24;36;487;"1"
"F";"C";28;0;108;84;800;"0"
"F";"C";38;0;12;48;830;"0"
"F";"S";23;0;12;48;250;"1"
"F";"S";24;0;12;12;400;"0"
"M";"S";21;0;12;12;510;"0"
"F";"C";54;0;204;504;600;"0"
"F";"S";25;0;120;24;204;"0"
"F";"C";40;0;144;0;2000;"0"
"F";"C";33;0;108;12;450;"0"
"F";"C";46;0;144;48;220;"0"
"M";"S";20;0;276;12;244;"0"
"F";"C";52;0;216;0;0;"0"
"F";"O";19;0;144;12;300;"1"
"M";"S";26;0;300;12;400;"0"
"M";"S";28;0;300;84;564;"1"
"F";"V";55;0;540;264;480;"0"
"F";"S";33;0;396;60;900;"0"
"F";"S";35;0;24;180;350;"0"
"F";"C";32;0;360;48;346;"0"
"F";"S";23;0;216;12;255;"0"
"F";"S";40;0;36;60;671;"1"
"M";"S";25;0;84;60;360;"0"
"M";"C";19;0;204;60;1000;"0"
"F";"S";18;0;384;0;380;"0"
"F";"C";63;0;432;0;430;"0"
"M";"C";57;0;24;348;1151;"0"
"M";"S";21;0;12;0;0;"0"
"M";"V";64;0;120;24;1000;"1"
"F";"S";33;0;132;48;189;"0"
"F";"S";23;0;288;12;456;"0"
"F";"S";40;0;48;120;332;"1"
"F";"S";19;0;228;12;529;"1"
"M";"C";47;0;120;48;957;"1"
"F";"S";31;0;36;0;300;"1"
"F";"S";23;0;48;12;350;"1"
"M";"D";36;0;240;216;1500;"0"
"M";"C";52;0;192;144;217;"0"
"F";"S";25;0;264;12;200;"1"
"F";"V";65;0;108;48;372;"0"
"M";"O";46;0;36;0;867;"0"
"F";"S";25;0;240;12;270;"1"
"F";"S";18;0;36;0;407;"0"
"M";"S";19;0;216;12;288;"0"
"M";"C";43;0;108;144;3500;"1"
"M";"C";48;0;576;12;347;"0"
"F";"S";18;0;216;12;253;"1"
"F";"S";27;0;156;0;280;"0"
"M";"S";35;0;24;48;1100;"1"
"F";"C";48;0;204;0;0;"0"
"F";"V";43;0;72;36;2000;"0"
"F";"D";52;0;240;0;350;"0"
"F";"S";30;0;144;144;400;"0"
"F";"S";46;0;96;0;295;"1"
"M";"C";44;0;120;48;373;"0"
"F";"V";61;0;156;84;300;"0"
"M";"S";19;0;12;12;340;"0"
"M";"C";63;0;480;36;1200;"0"
"F";"S";41;0;492;48;180;"0"
"M";"V";49;0;180;96;374;"0"
"F";"C";23;0;240;24;1341;"1"
"F";"S";45;0;108;0;220;"0"
"M";"S";40;0;12;0;0;"1"
"M";"D";48;0;24;312;1400;"0"
"F";"C";26;0;240;180;600;"0"
"F";"S";38;0;12;24;700;"0"
"F";"S";48;0;120;180;600;"1"
"M";"C";37;0;360;228;214;"0"
"F";"S";33;0;48;36;350;"1"
"F";"S";29;0;336;24;500;"0"
"F";"S";21;0;12;24;500;"1"
"M";"C";49;0;216;48;1500;"0"
"M";"C";26;0;216;0;1400;"1"
"F";"S";24;0;240;0;200;"0"
"F";"S";36;0;240;48;201;"0"
"F";"C";34;0;360;0;600;"0"
"M";"C";27;0;24;96;1025;"0"
"F";"C";27;0;180;0;300;"0"
"F";"S";47;0;216;300;1769;"0"
"F";"D";43;0;96;96;153;"0"
"M";"S";18;0;216;12;350;"0"
"F";"S";49;0;264;0;0;"0"
"F";"C";47;0;96;0;1550;"0"
"F";"S";23;0;60;36;322;"0"
"F";"C";65;0;12;240;700;"0"
"F";"S";20;0;252;12;250;"0"
"F";"S";18;0;216;60;220;"0"
"F";"C";47;0;96;0;271;"0"
"F";"S";20;0;96;12;250;"0"
"F";"C";39;0;12;0;200;"0"
"F";"C";44;0;48;0;525;"0"
"F";"C";34;0;48;48;420;"0"
"F";"S";20;0;120;48;288;"1"
"F";"S";18;0;84;72;250;"1"
"F";"S";30;0;360;12;350;"0"
"F";"D";62;0;360;12;727;"0"
"F";"C";42;0;96;12;400;"0"
"F";"S";39;0;384;72;240;"1"
"F";"C";45;0;360;264;800;"0"
"F";"C";43;0;60;36;1600;"0"
"M";"S";45;0;240;0;250;"0"
"M";"C";33;0;24;24;1000;"0"
"F";"C";36;0;24;72;790;"0"
"M";"C";46;0;12;12;394;"0"
"M";"S";21;0;192;0;0;"0"
"M";"S";22;0;144;0;380;"0"
"F";"O";40;0;48;108;995;"0"
"F";"S";35;0;72;24;225;"0"
"F";"S";29;0;48;96;1718;"0"
"F";"S";47;0;60;252;360;"0"
"M";"C";38;0;240;12;860;"0"
"F";"S";33;0;204;72;2000;"0"
"F";"C";38;0;12;0;800;"0"
"M";"C";60;0;360;120;1500;"0"
"F";"C";41;0;12;120;1000;"0"
"F";"S";19;0;24;36;200;"0"
"F";"S";34;0;12;0;216;"0"
"M";"D";64;0;264;108;625;"0"
"F";"D";43;0;504;0;1375;"0"
"F";"S";23;0;156;12;500;"1"
"F";"S";46;0;12;12;1200;"0"
"F";"O";43;0;60;144;1423;"0"
"F";"C";65;0;84;60;223;"0"
"F";"C";50;0;12;0;835;"0"
"F";"S";20;0;180;12;230;"0"
"F";"C";53;0;360;0;0;"0"
"M";"C";51;0;300;36;350;"0"
"F";"S";22;0;276;12;230;"1"
"F";"C";48;0;132;12;200;"0"
"F";"S";20;0;36;36;900;"1"
"F";"S";29;0;60;144;700;"0"
"M";"D";45;0;24;12;1500;"0"
"M";"C";56;0;192;192;4500;"0"
"F";"C";24;0;36;48;450;"0"
"F";"S";24;0;48;36;230;"0"
"F";"S";36;0;120;72;800;"0"
"F";"C";44;0;12;192;370;"0"
"M";"O";52;0;24;12;1168;"0"
"F";"C";35;0;84;12;519;"0"
"M";"S";18;0;228;12;450;"0"
"M";"S";23;0;288;24;300;"1"
"F";"C";34;0;360;96;700;"0"
"M";"S";20;0;84;12;299;"0"
"F";"S";18;0;132;12;250;"0"
"M";"C";45;0;240;36;1289;"0"
"F";"C";39;0;144;180;580;"0"
"F";"V";47;0;168;144;180;"0"
"F";"C";32;0;156;12;222;"0"
"F";"S";35;0;12;24;306,35;"0"
"F";"S";22;0;264;12;220;"0"
"M";"C";36;0;432;24;417;"0"
"F";"D";48;0;24;24;980;"0"
"M";"S";24;0;12;36;500;"0"
"F";"C";34;0;180;36;225;"0"
"F";"S";36;0;240;84;200;"0"
"F";"S";18;0;120;12;700;"0"
"F";"C";25;0;60;36;350;"1"
"M";"C";38;0;72;48;1000;"1"
"F";"C";40;0;96;168;344;"0"
"M";"S";61;0;396;276;1500;"0"
"M";"C";70;0;72;504;1087;"0"
"M";"C";66;0;180;12;4068;"0"
"F";"C";44;0;180;0;250;"0"
"F";"S";40;0;156;12;139;"0"
"F";"C";46;0;360;276;1100;"0"
"M";"C";54;0;132;0;292;"0"
"F";"C";29;0;240;24;1500;"0"
"M";"S";30;0;12;24;800;"1"
"F";"S";34;0;12;12;232;"0"
"F";"S";43;0;360;264;1484;"0"
"F";"S";46;0;216;12;817;"0"
"F";"C";44;0;240;300;982;"0"
"F";"C";43;0;180;12;250;"0"
"F";"S";33;0;384;180;1800;"0"
"M";"S";26;0;156;0;600;"0"
"F";"S";31;0;48;36;1000;"0"
"F";"S";22;0;12;0;211;"1"
"M";"C";72;0;360;240;600;"0"
"F";"S";28;0;36;12;245;"0"
"F";"V";50;0;240;72;400;"0"
"F";"C";36;0;120;0;500;"0"
"F";"S";47;0;84;0;574;"0"
"M";"V";46;0;264;0;500;"0"
"F";"O";40;0;24;72;800;"0"
"F";"S";18;0;216;12;180;"1"
"F";"S";20;0;120;12;200;"0"
"F";"C";37;0;60;120;400;"0"
"F";"C";43;0;240;12;380;"0"
"M";"S";31;0;24;48;320;"0"
"M";"S";31;0;84;120;1243;"0"
"F";"S";45;0;360;24;300;"0"
"M";"S";19;0;216;12;677;"0"
"M";"S";25;0;132;0;240;"0"
"F";"D";51;0;540;156;250;"0"
"F";"S";26;0;72;12;398;"0"
"M";"S";25;0;192;12;393;"1"
"F";"V";73;0;120;0;360;"0"
"F";"S";33;0;396;120;500;"0"
"F";"S";46;0;84;12;210;"0"
"M";"S";24;0;144;36;647;"1"
"M";"S";22;0;120;12;400;"0"
"F";"C";45;0;192;24;1500;"0"
"M";"S";22;0;240;24;270;"0"
"F";"C";30;0;120;0;450;"0"
"F";"C";49;0;24;204;1487;"0"
"M";"S";19;0;168;12;334;"1"
"F";"C";45;0;240;96;500;"0"
"F";"S";27;0;216;12;300;"0"
"F";"C";67;0;12;0;415;"0"
"F";"V";67;0;48;84;360;"0"
"F";"S";20;0;36;12;330;"0"
"F";"D";42;0;132;72;400;"0"
"F";"C";29;0;72;12;318;"0"
"F";"C";28;0;72;24;577;"0"
"M";"S";28;0;24;12;258;"1"
"M";"C";32;0;12;156;1600;"0"
"M";"S";20;0;96;12;180;"1"
"F";"S";23;0;276;12;208;"0"
"M";"S";29;0;84;0;700;"1"
"F";"D";39;0;120;12;300;"0"
"M";"S";20;0;228;0;480;"1"
"F";"S";41;0;492;12;247;"0"
"M";"C";45;0;204;84;460;"0"
"F";"O";27;0;228;0;0;"0"
"F";"S";32;0;276;12;360;"0"
"F";"S";29;0;192;84;409;"0"
"M";"S";42;0;84;12;410;"0"
"F";"S";31;0;120;0;300;"0"
"M";"D";52;0;252;36;1157;"0"
"F";"S";36;0;84;84;180;"0"
"F";"V";74;0;336;120;360;"0"
"F";"C";23;0;60;0;276;"0"
"F";"S";24;0;36;12;200;"0"
"F";"C";38;0;36;0;500;"0"
"F";"C";52;0;252;0;450;"0"
"F";"S";32;0;24;24;408;"0"
"F";"S";48;0;180;0;200;"0"
"F";"C";42;0;228;48;200;"0"
"M";"C";30;0;24;156;1300;"1"
"M";"C";35;0;192;48;700;"1"
"F";"S";23;0;60;24;1135;"0"
"F";"S";21;0;120;12;180;"1"
"M";"C";44;0;60;108;576;"0"
"F";"S";42;0;504;228;422;"0"
"M";"C";42;0;72;12;1500;"0"
"F";"V";41;0;168;0;180;"0"
"M";"C";35;0;168;168;1880;"0"
"F";"C";19;0;120;0;272;"1"
"F";"C";18;0;36;0;300;"0"
"F";"C";60;0;480;0;2289;"0"
"F";"O";31;0;360;192;500;"1"
"F";"D";51;0;480;120;400;"0"
"F";"S";24;0;288;12;447;"0"
"F";"C";32;0;156;180;500;"0"
"F";"S";18;0;84;12;800;"0"
"F";"C";34;0;84;60;247;"0"
"F";"C";33;0;36;72;226;"0"
"F";"S";21;0;24;72;180;"1"
"F";"S";26;0;60;72;805;"0"
"M";"S";43;0;516;12;190;"1"
"F";"C";54;0;240;0;1040;"0"
"F";"C";38;0;96;228;3800;"0"
"F";"S";34;0;60;72;237;"0"
"M";"S";32;0;12;12;430;"1"
"M";"S";18;0;132;12;250;"0"
"F";"C";27;0;12;24;631;"0"
"M";"C";21;0;240;12;225;"0"
"F";"S";20;0;240;12;180;"0"
"M";"S";45;0;360;0;270;"0"
"F";"C";37;0;72;12;1100;"1"
"M";"O";26;0;180;84;581;"1"
"M";"S";19;0;120;0;180;"0"
"M";"S";25;0;180;0;1000;"0"
"F";"S";33;0;120;0;500;"0"
"F";"C";71;0;240;0;0;"0"
"F";"S";32;0;384;180;900;"1"
"F";"S";40;0;480;240;1078;"0"
"F";"S";18;0;72;12;240;"0"
"F";"S";20;0;240;0;253;"0"
"M";"S";32;0;24;12;300;"1"
"F";"C";55;0;12;216;608;"0"
"F";"C";28;0;84;72;600;"0"
"M";"S";18;0;216;48;220;"0"
"F";"S";22;0;264;12;277;"0"
"F";"C";24;0;24;24;1600;"0"
"M";"D";64;0;144;60;324;"0"
"F";"S";23;0;276;60;180;"1"
"M";"C";32;0;24;12;450;"0"
"M";"C";31;0;60;0;408;"1"
"F";"C";41;0;36;36;226;"0"
"F";"S";19;0;96;12;180;"0"
"F";"S";52;0;480;0;180;"0"
"M";"S";31;0;60;12;950;"1"
"M";"S";22;0;144;12;500;"0"
"F";"S";33;0;96;12;220;"0"
"M";"S";20;0;120;24;320;"0"
"F";"C";38;0;12;36;180;"0"
"M";"S";23;0;216;12;362;"1"
"F";"S";18;0;0;0;180;"0"
"F";"S";30;0;120;12;180;"0"
"F";"C";39;0;108;0;400;"0"
"F";"O";26;0;72;0;500;"1"
"F";"S";52;0;360;96;356;"0"
"M";"S";20;0;12;12;278;"0"
"F";"V";59;0;36;0;207;"1"
"M";"C";35;0;144;0;600;"0"
"F";"S";28;0;240;12;180;"0"
"F";"S";21;0;24;12;413;"1"
"F";"C";40;0;240;36;450;"0"
"F";"S";26;0;312;0;500;"1"
"F";"D";49;0;300;120;1100;"0"
"M";"S";32;0;120;48;679;"0"
"F";"S";20;0;240;12;432;"0"
"F";"C";27;0;60;12;350;"0"
"F";"O";24;0;96;96;210;"0"
"F";"D";45;0;240;168;300;"0"
"F";"C";22;0;60;0;0;"0"
"F";"C";21;0;12;36;300;"1"
"M";"S";23;0;120;60;350;"0"
"F";"D";53;0;192;96;1200;"0"
"M";"S";31;0;84;48;570;"0"
"F";"S";22;0;264;36;180;"0"
"M";"S";19;0;228;0;201;"0"
"F";"S";65;0;360;156;243;"0"
"F";"S";23;0;120;0;800;"0"
"F";"O";45;0;156;288;1500;"0"
"M";"S";27;0;12;0;825;"0"
"F";"S";42;0;480;276;2489;"0"
"F";"S";38;0;0;0;180;"1"
"F";"S";18;0;36;12;180;"1"
"F";"S";61;0;180;84;800;"0"
"F";"S";18;0;96;12;200;"0"
"F";"S";22;0;24;0;300;"1"
"M";"S";18;0;24;12;442;"0"
"F";"S";37;0;72;192;786;"0"
"F";"S";39;0;468;12;350;"0"
"F";"S";31;0;48;60;500;"0"
"M";"C";34;0;24;12;679;"0"
"F";"C";51;0;108;48;331;"0"
"M";"S";21;0;12;36;1300;"0"
"M";"C";31;0;240;72;296;"1"
"F";"S";57;0;480;144;1000;"0"
"F";"S";18;0;216;0;492;"1"
"F";"C";44;0;12;120;1248;"0"
"M";"S";21;0;12;12;570;"0"
"F";"O";24;0;144;24;200;"0"
"F";"V";37;0;192;108;379;"1"
"F";"C";36;0;36;36;180;"0"
"M";"C";24;0;240;12;1659;"0"
"M";"S";34;0;12;12;844;"1"
"F";"S";25;0;300;12;300;"1"
"F";"O";50;0;240;72;400;"0"
"F";"S";19;0;228;0;240;"1"
"F";"C";49;0;156;156;356;"0"
"F";"S";18;0;216;48;260;"0"
"F";"S";22;0;264;36;220;"0"
"M";"D";45;0;24;12;186;"0"
"F";"S";22;0;240;0;340;"0"
"F";"S";18;0;132;12;225;"1"
"F";"C";48;0;408;36;250;"0"
"M";"C";25;0;60;0;220;"1"
"M";"C";33;0;24;72;425;"0"
"F";"S";18;0;216;96;700;"0"
"F";"C";37;0;24;192;1000;"0"
"F";"S";41;0;180;36;1921;"0"
"F";"D";61;0;132;120;500;"1"
"F";"O";35;0;360;12;450;"0"
"F";"S";23;0;132;84;900;"0"
"F";"C";38;0;180;60;1000;"0"
"F";"C";21;0;12;12;350;"0"
"M";"S";18;0;216;0;180;"0"
"F";"C";43;0;108;72;300;"0"
"M";"S";41;0;240;108;600;"0"
"M";"S";45;0;120;24;336;"1"
"F";"C";56;0;216;0;613;"1"
"F";"C";40;0;12;72;330;"0"
"F";"S";23;0;12;12;350;"0"
"F";"C";33;0;240;12;551;"0"
"F";"S";48;0;240;0;180;"0"
"F";"C";28;0;24;96;1200;"0"
"F";"C";33;0;180;0;306;"0"
"F";"S";22;0;36;36;462;"0"
"M";"O";21;0;24;36;320;"1"
"F";"C";35;0;408;24;260;"0"
"M";"S";27;0;324;60;858;"0"
"F";"S";25;0;240;0;220;"0"
"F";"C";31;0;36;0;350;"1"
"F";"S";23;0;96;12;1500;"0"
"F";"C";45;0;180;0;996;"0"
"M";"C";36;0;108;108;500;"0"
"F";"S";28;0;60;12;850;"0"
"F";"C";56;0;168;168;309;"0"
"M";"C";38;0;36;0;1500;"1"
"F";"V";50;0;120;0;360;"0"
"F";"C";34;0;180;12;220;"1"
"M";"S";19;0;24;0;275;"1"
"F";"S";21;0;216;24;500;"0"
"F";"S";22;0;120;12;300;"1"
"F";"S";27;0;0;24;277;"1"
"M";"O";40;0;36;36;650;"1"
"F";"D";44;0;528;276;820;"0"
"M";"S";37;0;84;72;411;"0"
"M";"V";43;0;12;12;440;"0"
"F";"S";23;0;120;12;525;"1"
"F";"C";23;0;12;0;180;"1"
"F";"S";21;0;240;12;336;"1"
"F";"C";32;0;132;12;2500;"0"
"F";"C";36;0;120;180;728;"0"
"F";"S";25;0;60;0;201;"0"
"F";"S";23;0;72;60;400;"0"
"F";"S";34;0;12;120;250;"1"
"F";"S";37;0;156;0;0;"0"
"F";"C";32;0;108;12;362;"1"
"M";"C";36;0;432;60;1287;"1"
"M";"S";34;0;216;48;850;"0"
"F";"C";40;0;12;168;498;"0"
"F";"C";37;0;24;12;300;"0"
"F";"C";32;0;72;12;300;"0"
"M";"C";34;0;360;168;1535;"0"
"F";"V";46;0;264;12;180;"1"
"M";"S";20;0;240;12;500;"0"
"F";"S";31;0;168;48;200;"0"
"F";"V";60;0;252;300;298;"1"
"F";"V";38;0;360;144;400;"0"
"F";"C";25;0;12;12;296;"0"
"F";"S";23;0;12;12;2111;"0"
"F";"O";35;0;216;12;300;"0"
"M";"C";34;0;120;120;600;"0"
"F";"V";52;0;60;264;482;"0"
"M";"D";41;0;12;12;962;"0"
"F";"C";44;0;360;0;518;"0"
"M";"O";29;0;24;0;280;"0"
"F";"S";40;0;72;12;360;"0"
"F";"S";33;0;360;72;330;"0"
"F";"V";64;0;372;12;904;"0"
"F";"S";20;0;96;0;515;"0"
"F";"V";62;0;600;0;183;"0"
"M";"C";34;0;12;36;900;"0"
"F";"C";32;0;12;0;180;"0"
"F";"S";72;0;168;204;2700;"0"
"F";"C";31;0;108;24;183;"0"
"M";"S";20;0;240;24;802;"0"
"F";"C";19;0;120;36;360;"1"
"M";"C";31;0;96;84;3000;"1"
"F";"S";30;0;24;36;120;"0"
"F";"C";49;0;120;240;600;"0"
"M";"S";29;0;96;24;260;"0"
"M";"O";22;0;24;12;461;"0"
"F";"C";37;0;144;48;233;"0"
"F";"S";18;0;192;12;226;"1"
"F";"C";29;0;24;24;300;"0"
"M";"S";19;0;144;12;220;"1"
"F";"S";43;0;72;48;600;"0"
"F";"C";43;0;288;0;500;"0"
"M";"S";20;0;72;72;270;"0"
"F";"S";28;0;48;84;700;"0"
"F";"O";34;0;132;132;700;"0"
"F";"C";38;0;60;0;0;"0"
"F";"V";48;0;360;24;968;"0"
"M";"D";37;0;240;60;488,4;"0"
"F";"O";53;0;120;84;250;"0"
"F";"S";22;0;240;0;180;"0"
"M";"S";21;0;216;12;300;"0"
"F";"C";42;0;12;36;25121958;"1"
"M";"S";28;0;72;60;225;"0"
"F";"C";50;0;288;372;1500;"0"
"F";"S";26;0;300;12;253;"0"
"F";"S";24;0;12;12;220;"0"
"F";"C";41;0;72;0;900;"0"
"M";"S";24;0;300;72;800;"0"
"M";"S";33;0;12;12;292;"1"
"M";"S";30;0;360;12;246;"1"
"F";"C";42;0;504;168;0;"1"
"F";"D";58;0;324;0;252;"0"
"M";"C";28;0;12;12;320;"1"
"M";"S";19;0;228;12;221;"0"
"F";"S";29;0;72;12;224;"0"
"M";"C";24;0;12;84;1135;"1"
"M";"C";45;0;12;0;3903;"0"
"M";"S";28;0;216;12;950;"0"
"F";"S";63;0;132;0;225;"0"
"M";"S";23;0;240;96;700;"0"
"F";"C";21;0;252;24;300;"0"
"F";"S";32;0;12;12;300;"1"
"F";"S";19;0;120;60;279;"0"
"F";"S";23;0;276;36;691;"0"
"F";"S";22;0;48;12;500;"1"
"F";"S";67;0;204;0;180;"0"
"F";"C";27;0;108;12;220;"0"
"F";"D";51;0;144;156;1200;"0"
"M";"S";22;0;24;36;360;"0"
"F";"S";56;0;360;60;226;"0"
"M";"S";23;0;276;12;1439;"1"
"M";"C";65;0;12;240;636;"0"
"M";"S";25;0;108;12;205;"0"
"M";"D";38;0;12;216;1600;"0"
"F";"S";56;0;0;144;800;"0"
"F";"C";44;0;120;120;500;"0"
"F";"C";67;0;600;0;180;"0"
"M";"C";38;0;24;12;707;"0"
"F";"S";27;0;324;24;200;"0"
"M";"C";38;0;12;72;636;"0"
"M";"C";28;0;180;168;800;"0"
"M";"C";39;0;12;12;226;"1"
"M";"C";31;0;24;72;710;"0"
"F";"C";42;0;12;108;2000;"0"
"F";"C";71;0;216;0;180;"0"
"F";"V";30;0;60;24;364;"0"
"F";"S";18;0;204;0;300;"0"
"F";"C";25;0;240;0;200;"0"
"F";"S";44;0;36;0;349;"0"
"F";"V";54;0;108;240;500;"0"
"M";"C";25;0;36;48;278;"0"
"F";"C";36;0;180;180;630;"0"
"F";"C";39;0;120;36;300;"0"
"F";"S";24;0;24;60;400;"0"
"M";"S";18;0;120;0;600;"1"
"M";"C";37;0;120;0;840;"0"
"F";"S";30;0;168;24;340;"0"
"F";"C";44;0;12;36;2200;"0"
"F";"C";45;0;216;204;835;"0"
"F";"S";24;0;288;60;326;"0"
"F";"C";36;0;96;12;220;"0"
"M";"S";23;0;24;24;413;"1"
"F";"S";56;0;540;132;500;"0"
"F";"C";52;0;276;60;4000;"0"
"F";"S";25;0;12;12;326;"0"
"F";"S";24;0;276;12;500;"1"
"F";"C";23;0;60;0;0;"0"
"M";"C";52;0;108;372;2589;"0"
"F";"C";50;0;240;180;600;"0"
"F";"C";38;0;300;0;668;"1"
"M";"C";40;0;96;12;600;"0"
"M";"C";39;0;180;24;505;"0"
"F";"O";37;0;444;228;1189;"0"
"M";"S";26;0;24;24;430;"0"
"M";"C";58;0;180;504;2500;"0"
"F";"C";40;0;180;120;1500;"0"
"M";"S";23;0;24;60;798;"0"
"M";"O";35;0;432;72;460;"1"
"F";"S";18;0;12;12;220;"0"
"F";"S";24;0;288;24;241;"1"
"F";"C";61;0;96;156;356;"0"
"M";"C";25;0;12;24;400;"0"
"M";"C";20;0;24;0;350;"0"
"F";"C";22;0;12;24;800;"0"
"M";"D";37;0;12;48;600;"0"
"F";"C";38;0;120;12;200;"0"
"F";"S";25;0;180;12;266;"0"
"F";"C";28;0;36;36;400;"0"
"M";"C";45;0;96;12;220;"0"
"F";"C";68;0;432;276;299;"0"
"F";"C";39;0;240;180;550;"1"
"F";"S";25;0;240;24;4000;"0"
"M";"C";49;0;72;12;1271;"0"
"F";"V";46;0;288;48;201;"0"
