"price";"bedrooms";"bathrooms";"sqft_living";"sqft_lot";"floors";"condition";"lat";"long"
339000;3;1;1080;8100;1;4;47,777;-122,307
550000;3;1;1130;7500;1;3;47,6973;-122,389
4e+05;3;2,5;2180;7508;1;4;47,7606;-122,336
324450;3;2;1420;16000;1;3;47,478;-122,358
1127000;4;2,5;3160;8281;2;4;47,6699;-122,195
391000;3;2,25;1410;1290;2;3;47,5345;-122,069
532500;3;2,5;2160;7500;1;3;47,6188;-122,064
225000;3;1;1120;10665;1;4;47,2886;-122,274
290000;3;2;1260;7346;1;3;47,4034;-122,176
325000;4;2,5;2240;5105;2;4;47,3922;-122,165
270000;4;2,5;1670;8056;1;3;47,4884;-122,319
435500;1;1,75;1020;4512;1;3;47,6724;-122,266
736500;3;2;2230;4800;1,5;4;47,645;-122,386
420000;2;1;1460;7832;1;3;47,4617;-122,346
885000;4;2,5;4090;11225;2;3;47,581;-121,971
775000;5;1;1860;3040;1,5;3;47,6559;-122,339
460000;3;1;1670;4005;1,5;4;47,6878;-122,38
311850;4;2,5;1890;4158;2;3;47,343;-122,056
606000;4;2,25;2390;8858;1;4;47,6925;-122,184
402500;3;1;1290;4000;1,5;3;47,5462;-122,277
144000;3;1;980;6800;1;3;47,4411;-122,186
568000;4;2;2340;50233;1;4;47,5905;-122,022
425000;3;2,25;1790;10209;1;3;47,7492;-122,086
805000;3;2,25;2860;11250;1;5;47,4534;-122,372
610000;4;2,5;2300;10843;2;5;47,6988;-122,202
552500;4;2,5;3260;6902;2;3;47,4829;-122,156
250000;3;1;1300;8284;1;3;47,3327;-122,306
589000;3;2,5;2250;4337;2;3;47,5908;-122,017
1120000;4;2,25;4470;60373;2;3;47,7289;-122,127
275000;2;1,75;2090;11317;1;5;47,4594;-122,279
6e+05;2;1;1370;5000;1,5;3;47,6744;-122,383
325000;2;2,25;1230;1078;2;3;47,5324;-122,073
440000;4;2,25;2080;15750;1;3;47,7225;-122,2
385000;3;0,75;1330;7020;1;5;47,5377;-122,376
599000;3;1,75;1650;1180;3;3;47,6638;-122,319
554000;3;2;1760;4046;1;3;47,6876;-122,381
329500;4;2,5;1820;7912;2;3;47,3845;-122,029
320000;2;1,5;1110;1200;3;3;47,6931;-122,342
450000;3;1,5;2330;11740;1;3;47,7481;-122,292
340000;2;1;690;5200;1;3;47,556;-122,395
585000;3;2,5;2050;11690;2;4;47,5279;-122,161
422250;3;1,75;1650;7145;2;5;47,7733;-122,324
590000;3;2,5;2830;5788;2;3;47,7604;-122,235
465000;3;1,75;2760;9137;1;3;47,6079;-122,132
275000;2;1;770;8149;1;5;47,7406;-122,302
175000;2;1;1300;44431;1;5;47,327;-122,267
895000;5;3;2876;13927;1;4;47,5528;-122,229
219950;3;2,25;1500;7615;1;3;47,3146;-122,351
920000;4;2,5;3810;13579;2;3;47,6006;-122,153
550000;3;2,5;3070;14400;1;5;47,3716;-122,321
432000;3;2;1400;6380;1;4;47,7015;-122,316
460000;3;1,75;1440;7070;1;3;47,6947;-122,125
890000;4;2,25;2770;13500;2;3;47,543;-122,231
230000;2;1;1080;9435;1;3;47,459;-122,181
565000;2;1,75;1740;4736;1,5;4;47,5994;-122,287
435000;6;3,5;2400;8620;2;3;47,7152;-122,162
622500;3;2,5;2260;4550;1,5;4;47,5714;-122,376
302000;2;1;890;5000;1;4;47,5526;-122,287
450000;3;2,25;1660;10247;1;5;47,7262;-122,222
592500;2;2;1340;5350;1,5;3;47,6384;-122,403
278000;3;2,25;1590;9425;1;3;47,4291;-122,16
698000;3;1,75;1220;7447;1;4;47,6886;-122,211
330000;3;1,5;1170;4950;1;4;47,6057;-122,135
387846;4;1,75;2520;15205;1;4;47,7642;-122,264
295000;2;1;840;10465;1;3;47,755;-122,317
745000;4;2;1960;4520;1;3;47,58;-122,405
1030000;4;2,5;2620;11200;1;4;47,5876;-122,193
740000;4;2,5;2500;10330;2;3;47,5595;-122,114
156000;3;1;770;9750;1;3;47,4509;-122,275
476100;4;2,5;1850;1836;2;3;47,5529;-121,996
355000;3;1,75;1870;8250;2;3;47,445;-122,285
415000;3;1,5;1090;8400;1;4;47,6219;-122,115
475000;3;2,25;1190;1137;2;3;47,677;-122,325
335000;3;2,5;1150;683;2;3;47,5323;-122,071
650500;5;4,25;3920;11412;2;3;47,5766;-122,151
475000;3;1,75;1680;3420;1;3;47,6855;-122,291
335000;3;1,75;2390;30409;1;3;47,4789;-122,296
645000;3;2,5;2170;1984;2,5;3;47,5401;-122,027
695000;2;1;1140;3990;1;3;47,6554;-122,333
760250;5;2,75;2540;8250;1;4;47,5875;-122,24
614000;4;2,75;2760;8160;1,5;4;47,7248;-122,365
880000;4;2,5;3550;8618;2;3;47,6776;-122,161
374000;3;1;1200;9800;1;4;47,7412;-122,109
279950;3;1,75;1720;9775;1;3;47,3731;-122,286
292000;4;3;1984;4460;2;3;47,3532;-122,211
268000;4;2;1930;6600;1;4;47,482;-122,332
498000;3;2,5;1690;4088;2;3;47,6779;-122,034
394999;3;1,5;1730;7800;1;3;47,7365;-122,337
6e+05;3;1;970;4800;1;3;47,6212;-122,298
467000;3;2,25;1420;990;3;3;47,6801;-122,348
370000;4;2;2020;8100;1,5;4;47,7307;-122,297
428900;4;2,5;2598;5553;2;3;47,3412;-122,178
574000;3;2;2060;7000;1;4;47,5644;-122,012
601000;3;1,75;1330;6743;1;3;47,7012;-122,286
725000;3;2;2110;5800;1,5;4;47,6645;-122,342
1081000;4;2,25;2100;12172;1;5;47,5458;-122,227
409900;3;2,5;1690;1200;2;3;47,5389;-122,367
353500;4;2,5;3250;4650;2;3;47,4004;-122,203
695000;4;2,5;2960;10760;2;3;47,5677;-122,013
572000;2;2;1870;5143;1;3;47,7142;-122,033
330000;4;2;1820;9450;1;3;47,7607;-122,329
650000;4;2,5;2160;3139;1;3;47,6662;-122,338
625000;4;2,5;2570;5520;2;3;47,6145;-122,027
366000;3;2;1350;10200;1;3;47,6159;-122,05
753000;4;2,5;3060;8167;2;3;47,5521;-121,989
160000;2;2;1040;4750;1;2;47,5293;-122,272
349900;4;2,5;2290;8796;2;3;47,3762;-122,318
209950;3;1,5;1380;11130;1;3;47,3146;-122,323
284850;3;1,5;1590;8256;1;3;47,3488;-122,304
620000;4;2,75;2290;3060;1,5;5;47,6793;-122,316
340000;3;1;1450;9586;2;3;47,7443;-122,326
4e+05;4;2,5;3140;12792;2;4;47,3863;-122,156
529100;2;1;1290;6528;1,5;4;47,694;-122,29
249000;3;2,5;1850;7200;1;3;47,3063;-122,384
277950;3;2,5;2100;6021;2;3;47,2917;-122,375
595000;4;2,25;1920;3225;1,5;5;47,5848;-122,384
364000;3;2,25;1420;6600;1;3;47,77;-122,265
314000;3;1,75;1350;217852;1;3;47,2628;-122,03
303100;3;1,5;1640;5650;1;3;47,509;-122,251
566000;4;1,75;2440;5000;1;3;47,6823;-122,371
280000;2;1;960;4920;1;3;47,6946;-122,362
833450;5;4;4460;269345;2;3;47,4992;-122,06
410000;3;2,25;1800;36704;1;4;47,4688;-122,013
445000;4;2,5;2280;42077;2;3;47,3424;-122,077
618000;3;2,75;3200;12682;2;3;47,7443;-122,26
655000;4;2,75;3160;8197;1;3;47,7004;-122,287
588000;5;3;2190;4900;2;5;47,6892;-122,386
452000;2;1,75;1660;11747;1;3;47,7661;-122,306
139000;2;1;690;5280;1;4;47,4953;-122,187
350000;2;1;720;5820;1;5;47,7598;-122,255
273000;2;2;1384;1822;2;3;47,7525;-122,244
980000;3;2,25;2390;4590;2;3;47,6615;-122,276
895990;4;2,75;3555;6565;2;3;47,6847;-122,017
322500;4;2,5;1940;7107;2;3;47,3843;-122,032
245000;4;2,25;2600;6390;1;3;47,3174;-122,366
384000;3;2,25;1430;800;2;3;47,5477;-122,388
511000;3;1;1430;3455;1;3;47,6873;-122,336
420000;3;1,5;2390;4600;2;3;47,5383;-122,268
280000;3;2,75;1740;5639;1;3;47,1942;-121,977
350000;3;1,75;2090;6258;1;3;47,5503;-122,301
275000;3;1,5;1950;7620;1;4;47,4594;-122,346
450000;4;2,5;3236;9608;2;3;47,3838;-122,195
216000;3;1,75;1580;9705;1;4;47,3819;-122,09
5e+05;5;2;2300;7897;2,5;4;47,7556;-122,356
250000;3;1;990;8062;1;4;47,4151;-122,334
320000;4;2,5;2223;5780;2;3;47,3586;-122,157
374500;4;2,5;3135;5811;2;3;47,3263;-122,18
410000;4;2,25;2510;4090;2;3;47,7345;-121,967
450000;5;2;1870;7344;1,5;3;47,5951;-122,144
410000;4;2,5;1700;9000;1;5;47,7306;-122,233
337000;3;2,5;2235;43560;1;5;47,3326;-122,046
407000;2;1;740;6380;1;3;47,6929;-122,318
675000;2;1,75;2140;5000;1;3;47,6284;-122,291
440000;3;1,5;1270;1443;3;3;47,699;-122,317
355000;5;2,5;3220;5806;2;3;47,3714;-122,103
305000;4;2,25;2130;9600;1;4;47,4119;-122,211
287000;3;1,5;1150;11475;1;3;47,4629;-121,744
895950;5;2,75;3180;9255;2;3;47,6232;-122,023
754300;5;2,75;1800;4500;2;4;47,6648;-122,358
287000;4;2,5;2240;4648;2;3;47,3378;-122,257
270000;3;2,25;1470;16728;1;4;47,4968;-122,302
440000;3;2;1860;217800;2;3;47,5157;-122,107
340000;3;1;1840;8100;1;4;47,455;-122,35
324900;4;2,25;2010;7280;2;4;47,3585;-122,286
255000;4;2,5;2070;7800;2;3;47,3487;-122,315
256000;3;2,5;1480;7200;2;5;47,3126;-122,023
565000;3;1,5;1540;3570;1,5;5;47,6692;-122,325
385000;3;1,75;1890;9920;1;3;47,7327;-122,306
335000;4;2,25;2030;13500;1;3;47,4596;-122,066
950000;4;2,25;2620;10920;1;3;47,6117;-122,164
804100;4;2,5;3070;8086;2;3;47,5399;-122,16
441000;2;1,5;1190;3400;1;3;47,6726;-122,32
210000;4;1,5;1130;7840;1;4;47,2986;-122,377
760000;4;2,5;3600;155509;2;3;47,3538;-121,986
649990;4;2,25;2130;11900;2;3;47,6408;-122,058
369000;3;1,75;1300;3844;1;3;47,7024;-122,355
430000;4;2,5;2070;4310;2;3;47,5319;-121,85
810000;4;3,25;4140;46173;2;3;47,7647;-122,213
317000;3;2,25;1358;1204;3;3;47,7054;-122,346
325000;3;1,75;1780;11096;1;3;47,617;-122,051
478000;3;3,25;1430;1348;2;3;47,6743;-122,374
537000;4;4,25;4883;26040;2;3;47,263;-122,216
365000;3;1,75;1410;9150;1;5;47,5683;-122,178
447000;3;1;1370;6001;1;5;47,5646;-122,317
610000;4;1;1390;3708;1,5;4;47,685;-122,363
770000;4;2,5;3560;6187;2;3;47,5593;-122,016
860000;3;2;1880;8494;1;4;47,6217;-122,192
85000;2;1;910;9753;1;3;47,3897;-122,236
458000;3;2,25;2150;9900;1;3;47,6647;-122,149
580000;3;2,5;1620;1171;3;3;47,6681;-122,355
442000;4;2,25;2080;12007;1;4;47,6259;-122,051
550000;4;2,5;2080;4080;1;5;47,572;-122,29
645500;4;2,5;2990;8622;2;3;47,5394;-121,875
350000;3;1,75;1490;10344;1;3;47,7517;-122,326
270000;4;2,5;1750;6397;2;3;47,3082;-122,358
489950;4;2,25;2640;31941;1;4;47,3099;-122,116
210000;3;1;1700;11390;1;4;47,3271;-122,323
352500;2;2,5;980;1010;3;3;47,6844;-122,387
7e+05;8;2,5;2280;3000;1,5;3;47,6675;-122,316
464950;4;2,25;2350;36116;1;4;47,3533;-122,082
392500;2;1;1050;4125;1;4;47,5736;-122,307
708000;4;2,5;3090;5600;2;3;47,597;-121,979
932990;4;2,5;3640;6389;2;3;47,7049;-122,123
609000;4;2,5;2150;37981;2;3;47,7227;-122,098
280000;3;1;1160;10881;1;2;47,6339;-122,033
132825;3;1,5;1210;5200;1;5;47,3615;-122,087
705000;4;3,25;2740;5339;2,5;3;47,6706;-122,356
230000;2;1;1430;4000;1;3;47,5233;-122,284
271000;4;1,75;1490;9112;1;3;47,4991;-122,345
870000;3;1,5;2420;5000;2;4;47,6744;-122,353
314500;3;1,75;1700;17355;1;3;47,3637;-122,057
676000;3;2,5;2240;3825;2;3;47,6786;-122,389
260000;5;2,5;2580;11250;1;3;47,397;-122,313
297000;2;1,75;1280;37373;1;4;47,2631;-122,019
326000;2;1,5;1030;798;3;3;47,6975;-122,34
546800;4;2,25;2170;10000;1;3;47,6219;-122,109
420000;4;2,25;2030;12000;2;3;47,7699;-122,168
287000;2;1;950;6350;1;3;47,528;-122,352
510000;3;3;1845;5100;2;5;47,5204;-122,208
439950;3;2,25;2170;15000;2;4;47,3863;-122,158
432500;3;1,75;1980;5100;1;3;47,6911;-122,347
521000;3;1,75;1720;37363;1;4;47,6608;-122,035
240000;3;2,25;1481;2820;2;3;47,3457;-122,217
589000;4;3;2440;9600;2;5;47,7044;-122,2
607500;4;2,5;3000;8100;2;3;47,7151;-122,305
879950;4;2,75;3010;7215;2;3;47,6952;-122,178
875000;4;2,75;3790;10669;2;3;47,5976;-121,983
450000;3;2,25;1780;9969;1;3;47,7286;-122,168
249000;3;1,5;1180;11579;1;4;47,4502;-122,089
715000;3;2,5;3050;6000;1;3;47,7701;-122,389
922000;4;2,5;2620;14126;1;4;47,6983;-122,397
925000;5;3,5;4050;13495;1;4;47,4384;-122,352
430000;2;1;950;6426;1;3;47,5653;-122,37
386000;3;1,5;1270;1318;2;3;47,6526;-122,384
297262;3;2,5;1730;8076;2;3;47,2619;-122,308
850000;4;3,25;3090;6744;2;3;47,768;-122,388
520000;3;1,75;1540;7558;1;3;47,6707;-122,156
449500;5;2,75;2040;7488;1;4;47,7289;-122,172
446800;4;2;2410;8712;1;3;47,5729;-122,302
510000;3;1,75;2060;58341;1;3;47,4193;-122,439
865000;3;2,5;3050;12558;2;3;47,6549;-122,089
417500;4;1;1390;10800;1,5;4;47,7248;-122,359
276000;1;0,75;370;1801;1;5;47,6778;-122,389
415000;3;2,25;1510;36224;2;3;47,4616;-121,711
436000;4;2,5;2640;3899;2;3;47,754;-122,217
251700;3;2,25;1810;11800;1;3;47,4997;-122,231
470000;3;2,25;2220;9800;2;3;47,7635;-122,286
260000;4;2,25;2320;16800;2;4;47,2959;-122,166
561500;4;2,25;2310;9800;1;3;47,6657;-122,178
555000;4;1,5;3050;82764;1;3;47,5266;-122,189
789000;3;3;3740;39640;2;3;47,4036;-122,462
530000;4;2,25;1980;15086;2;3;47,647;-122,064
898000;4;2,5;3700;63991;2;3;47,7319;-122,051
310000;4;2,5;1930;7014;2;3;47,3921;-122,163
344000;5;2;2130;8412;1;3;47,7403;-122,318
790000;4;2,75;2640;9000;2;3;47,6481;-122,125
543000;3;1,5;1710;8364;2;3;47,5175;-122,393
319950;3;2,5;1980;9907;2;3;47,1903;-122,013
725000;6;3;2480;12000;2;3;47,6131;-122,145
405000;3;2,5;2160;10200;1;3;47,7295;-122,331
315000;3;1;960;6634;1;3;47,7264;-122,31
345000;3;2;1430;4200;1;4;47,6462;-122,384
535000;3;2,5;1360;1016;3;3;47,6774;-122,324
560000;4;1,75;2230;6838;1;3;47,5742;-122,118
998000;4;2,5;3030;6820;2;3;47,6695;-122,266
662700;2;1,5;2440;6900;2;3;47,5568;-122,271
580000;3;2,25;1640;8625;1;3;47,6772;-122,153
762400;3;1,75;2430;14607;1;3;47,5588;-122,211
620000;4;2,5;2680;9185;2;3;47,5738;-121,992
796000;3;1;1980;3243;1,5;3;47,6429;-122,327
610000;5;2,5;3990;3839;1;4;47,6236;-122,299
8e+05;4;2,75;3250;5500;2;3;47,5398;-121,997
650000;4;1,75;2390;12000;1;3;47,7061;-122,163
979000;3;2,5;2690;4047;3;3;47,6797;-122,385
499950;3;1;1440;5580;1,5;3;47,6898;-122,326
325000;3;2;1350;11805;1;3;47,7313;-121,971
810000;4;3,5;2700;2868;2;3;47,5685;-122,286
121800;2;1;940;8384;1;3;47,5065;-122,364
370000;4;2,5;2710;5880;2;3;47,3314;-122,172
155000;3;1;1300;6098;1;3;47,7074;-121,364
517000;2;1,5;1920;3408;1;4;47,6118;-122,299
479950;3;2,5;2780;6000;2;3;47,4569;-122,118
225000;3;1,5;1310;10491;1;4;47,3682;-122,148
6e+05;4;1,75;3050;9440;1;3;47,7228;-122,183
479000;2;2,25;1230;932;2;3;47,6192;-122,301
637000;4;2,75;2190;2867;1,5;5;47,6868;-122,308
745000;4;2,5;3130;10860;2;3;47,56;-122,04
209000;3;1;1320;3954;1,5;3;47,202;-121,994
246500;3;2,5;1620;7686;2;3;47,3613;-122,053
2e+05;1;1,5;1010;1157;2;3;47,5492;-122,372
760369;5;2,5;2870;4712;2;3;47,5463;-122,182
602000;4;1,75;2430;14000;1;4;47,6554;-122,134
859990;4;2,75;3520;5500;2;3;47,6181;-122,056
240000;3;1;1150;4825;1;4;47,5321;-122,029
372500;4;1,75;1590;10523;2;4;47,7358;-122,342
6e+05;3;2,25;1900;46609;1,5;4;47,7529;-122,116
480000;4;2,5;2480;5100;2;3;47,7383;-121,969
525000;3;3;1730;1074;3,5;3;47,6692;-122,392
840000;3;2,5;2060;9715;2;3;47,6961;-122,316
299000;4;2,5;2350;6958;2;3;47,3321;-122,172
165000;4;1;1000;7134;1;3;47,4897;-122,24
278500;4;1;1540;8400;1;3;47,4278;-122,152
360000;2;1,75;1230;1107;2;3;47,5475;-121,999
350000;3;1;1180;7455;1;4;47,7276;-122,241
330000;4;1,5;2500;9448;1;4;47,5212;-122,339
839000;5;4;4280;11307;2;3;47,5503;-122,081
324000;2;1;820;8370;1;4;47,7256;-122,361
650000;3;1;920;6750;1;4;47,6322;-122,212
627000;4;2,25;1990;7712;1;3;47,5688;-122,087
610000;3;2,25;2320;38186;2;3;47,6645;-122,068
790000;4;1,75;2460;10061;1;3;47,5105;-122,238
680000;2;1;1020;8442;1;4;47,5145;-122,391
298000;3;2,5;1950;3600;2;3;47,3658;-122,021
410000;3;2;1700;4250;1;3;47,6542;-122,385
667500;3;2;2040;4841;1;4;47,6778;-122,302
1050000;3;2,25;2480;15022;1;3;47,5497;-122,396
525000;3;1;1640;6180;1;4;47,5682;-122,284
495000;2;1;1670;14695;1,5;5;47,7001;-122,2
406500;2;1,75;1510;5319;2;4;47,6647;-122,13
375000;3;2;1540;8885;1,5;5;47,7403;-121,984
365500;4;2,5;2030;4499;2;3;47,4511;-122,119
920000;3;2,25;3650;5353;2;4;47,5949;-122,291
885250;4;2,5;3670;49658;2;3;47,6219;-122,015
395000;3;2;1470;10125;1;4;47,7751;-122,222
255000;4;1,75;1650;7200;1;3;47,3944;-122,187
585000;3;2,5;1740;2350;2;3;47,6207;-122,297
195000;3;1,75;1140;9628;1;4;47,2933;-122,372
6e+05;4;2,75;3110;11225;2;3;47,4865;-122,143
165000;3;1;970;6600;1;3;47,4836;-122,332
360000;2;1;1420;81892;1;3;47,4342;-122,195
549950;3;2,5;2160;6288;2;3;47,7655;-122,35
350000;3;1,75;1820;9545;1;3;47,7772;-122,296
475000;3;1,75;1870;25157;2;3;47,695;-121,915
345000;3;1,75;1540;6909;1;4;47,7451;-122,313
190000;2;1;710;1164794;1;2;47,6888;-121,909
693000;3;2,5;2460;12028;2;3;47,691;-122,095
224000;4;3;2300;7609;2;4;47,2943;-122,227
7e+05;3;1,75;1350;4000;1,5;4;47,6581;-122,354
241000;3;1,5;1660;8000;1;4;47,353;-122,172
550000;3;2,5;1900;3255;2;3;47,6075;-122,147
525000;4;1,75;1570;16697;1;3;47,671;-122,135
585000;3;2,5;2160;1250;3;3;47,6515;-122,375
852000;4;1;2220;3588;1,5;4;47,6854;-122,308
491000;5;3,5;2815;4900;2;3;47,3424;-122,179
570000;2;1;1500;6685;1;3;47,7186;-122,354
435500;3;2,25;1450;4789;2;3;47,5665;-122,018
335000;3;2,5;2440;7632;2;3;47,3494;-122,301
625000;3;1;1020;7650;1;3;47,6795;-122,202
397500;3;2,25;1350;980;2;3;47,5998;-122,312
695000;5;3,25;3940;9780;2;3;47,5435;-121,888
550000;4;2,5;2050;8683;2;3;47,62;-122,043
240000;2;1;870;6552;1;3;47,7188;-122,353
327500;3;2,5;1820;1866;2;3;47,4643;-122,346
481000;3;2;2580;15653;1,5;3;47,4561;-122,361
660500;4;2,25;2010;9603;1;3;47,5343;-122,054
295000;4;1,75;1400;11934;1;3;47,7346;-122,244
505000;3;2,5;1860;8060;2;4;47,5674;-122,017
495000;5;3,25;2500;7620;1;3;47,5298;-122,344
619000;4;1,75;1660;3800;1,5;3;47,6883;-122,314
425000;3;2,25;1670;107157;1;3;47,2743;-122,009
699000;2;1,5;1400;4050;1;4;47,6768;-122,269
680000;1;2,5;1820;3008;2;3;47,6529;-122,339
347000;3;1,75;1330;7848;1;3;47,4463;-122,127
207000;3;1,75;1180;21275;1;4;47,4018;-122,037
699000;3;2,5;2580;8154;1;3;47,7259;-122,361
413450;3;2,5;1540;1614;3;3;47,6961;-122,341
199000;4;1;1220;11730;1;4;47,3229;-122,283
250000;4;1,75;1910;8250;1;4;47,6131;-122,123
405000;3;1,75;1260;7373;1;4;47,7296;-122,233
415000;3;1,75;1640;6435;1;3;47,7197;-122,217
770000;5;3,5;4750;8234;2;3;47,3574;-122,318
5e+05;3;2,5;1670;2575;2;3;47,531;-122,047
736500;4;2,5;3180;21904;2;3;47,515;-122,117
255000;4;2,5;2163;5882;2;3;47,2736;-122,251
455000;5;2;1510;3000;2;3;47,6029;-122,304
89000;3;1;900;4750;1;4;47,3026;-122,363
706000;4;2,5;2740;7571;2;3;47,6962;-122,179
740000;3;1,75;2020;9478;1;4;47,5383;-122,238
389000;3;1,75;1820;8028;1;3;47,7466;-122,355
590000;3;2,25;2300;12430;1;4;47,435;-122,347
675000;4;2,5;2370;9679;2;3;47,5631;-122,085
552250;4;2,5;2580;5823;2;3;47,5374;-121,875
559000;2;1;1240;6400;1;4;47,5493;-122,377
313500;2;1,5;1270;1282;2;3;47,5581;-122,363
338995;3;1,75;1320;9450;1;5;47,4557;-122,348
527000;4;2,25;2330;19436;2;3;47,7663;-122,215
472000;5;2,25;1780;7245;1;4;47,6946;-122,12
535000;4;2,25;2620;33578;2;3;47,5921;-122,013
1059000;4;3,5;4460;16271;2;3;47,5862;-121,97
237000;3;2;1710;7920;1;3;47,3473;-122,305
550000;3;2,5;2430;5400;2;3;47,6062;-122,057
740500;3;3,5;4380;6350;2;3;47,6981;-122,368
205000;2;1,5;830;1020;2;3;47,5604;-122,363
447500;2;2,25;1180;2090;2;3;47,6032;-122,31
360000;4;2,5;2020;7289;2;3;47,401;-122,171
230000;5;1;1920;19040;1;3;47,4756;-122,294
280000;3;1;1200;9322;1,5;4;47,3749;-122,225
799000;3;2;2550;4794;2;3;47,6955;-122,29
449250;4;2;1480;3844;1,5;5;47,7042;-122,352
380000;0;0;1470;979;3;3;47,7145;-122,356
610000;3;1;1180;3400;1,5;3;47,6376;-122,353
246000;3;2,5;1650;6675;1;3;47,2899;-122,372
7e+05;2;1;1620;9855;1;3;47,5264;-122,384
490000;3;1,5;1970;3400;1,5;4;47,6163;-122,292
345000;2;1,75;1030;1106;2;3;47,5397;-122,387
414250;4;1,75;1640;13566;1;4;47,7423;-122,099
445000;3;1,75;1890;32340;1,5;3;47,4137;-122,439
605000;3;1,75;2330;6000;1,5;4;47,5765;-122,378
380000;3;3,25;2090;51212;1;3;47,3097;-122,099
195000;3;1,5;1190;8726;1;3;47,4887;-122,343
569950;5;4,5;4850;40902;2;3;47,3181;-122,344
690000;4;2;1760;7800;1;3;47,6945;-122,38
299000;2;1,75;1270;7800;1;4;47,4438;-122,134
